timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.01298,1.30639) (0,0) 0.19031 (0.900002,5.82137) 1.97291 0 (0.647487,2.21033) (0,0) 0.156504 (1.10202,2.37814) (0,0) 0.128351 (1.43305,2.26737) (0,0) 0.212957 (0,1.30639) (0,0) 0.3 (2.1,1.30639) (0,0) 0.3
0.25 (1.04282,1.3354) (0.119342,0.116017) 0.19031 (0.900002,5.82137) 1.97291 0.771274 (0.634148,2.24395) (-0.0533579,0.134461) 0.156504 (1.07276,2.443) (-0.117059,0.259412) 0.128351 (1.45241,2.30894) (0.0774591,0.166294) 0.212957 (0,1.3354) (0,0) 0.3 (2.1,1.3354) (0,0) 0.3
0.5 (1.07116,1.41393) (0.113375,0.314133) 0.19031 (0.900002,5.82137) 1.97291 1.22443 (0.620806,2.27756) (-0.0533651,0.134459) 0.156504 (1.03696,2.50449) (-0.143168,0.245968) 0.128351 (1.47177,2.35052) (0.0774307,0.166307) 0.212957 (0,1.41393) (0,0) 0.3 (2.1,1.41393) (0,0) 0.3
0.75 (1.07141,1.664) (0.00100512,1.00029) 0.19031 (0.900002,5.82137) 1.97291 1.56979 (0.607466,2.31118) (-0.0533615,0.13446) 0.156504 (1.00117,2.56598) (-0.143177,0.245963) 0.128351 (1.49113,2.39209) (0.0774407,0.166302) 0.212957 (0,1.664) (0,0) 0.3 (2.1,1.664) (0,0) 0.3
1 (1.07937,1.90851) (0.0318204,0.978012) 0.19031 (0.900002,5.82137) 1.97291 1.53827 (0.594126,2.34479) (-0.0533584,0.134461) 0.156504 (0.953558,2.61885) (-0.190448,0.211487) 0.128351 (1.51049,2.43367) (0.0774471,0.166299) 0.212957 (0,1.90851) (0,0) 0.3 (2.1,1.90851) (0,0) 0.3
1.25 (1.08722,2.15265) (0.0314015,0.976568) 0.19031 (0.900002,5.82137) 1.97291 1.53865 (0.580787,2.37841) (-0.0533557,0.134462) 0.156504 (0.905946,2.67172) (-0.190448,0.211487) 0.128351 (1.52985,2.47524) (0.0774576,0.166294) 0.212957 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.09495,2.39639) (0.0309354,0.97496) 0.19031 (0.900002,5.82137) 1.97291 1.53908 (0.567447,2.41202) (-0.0533618,0.13446) 0.156504 (0.858334,2.7246) (-0.190448,0.211488) 0.128351 (1.54921,2.51682) (0.0774313,0.166307) 0.212957 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.10255,2.63966) (0.0303896,0.973078) 0.19031 (0.900002,5.82137) 1.97291 1.53958 (0.554105,2.44564) (-0.0533663,0.134458) 0.156504 (0.810722,2.77747) (-0.190448,0.211488) 0.128351 (1.56857,2.55839) (0.0774411,0.166302) 0.212957 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.10999,2.88239) (0.0297634,0.970922) 0.19031 (0.900002,5.82137) 1.97291 1.54015 (0.540767,2.47925) (-0.0533547,0.134463) 0.156504 (0.76311,2.83034) (-0.190447,0.211489) 0.128351 (1.58793,2.59997) (0.0774491,0.166298) 0.212957 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.09216,3.13173) (-0.0712999,0.997379) 0.19031 (0.900002,5.82137) 1.97291 1.64216 (0.527431,2.51287) (-0.0533443,0.134467) 0.156504 (0.731938,2.8943) (-0.124687,0.255833) 0.128351 (1.6073,2.64154) (0.077443,0.166301) 0.212957 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.07436,3.3811) (-0.0712195,0.997473) 0.19031 (0.900002,5.82137) 1.97291 1.64208 (0.514092,2.54649) (-0.0533531,0.134463) 0.156504 (0.700768,2.95826) (-0.124681,0.255836) 0.128351 (1.62666,2.68312) (0.0774436,0.166301) 0.212957 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
