timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.19379,1.07093) (0,0) 0.154267 (0.900002,5.82137) 1.60662 0 (0.416087,2.20454) (0,0) 0.19774 (0.925479,2.20379) (0,0) 0.187149 (1.66642,2.3429) (0,0) 0.187991 (1.52881,2.26965) (0,0) 0.140232 (0,1.07093) (0,0) 0.3 (2.1,1.07093) (0,0) 0.3
0.25 (1.17836,1.32045) (-0.0617353,0.998102) 0.154267 (0.900002,5.82137) 1.60662 1.63257 (0.395385,2.28958) (-0.0828075,0.340152) 0.19774 (0.922466,2.27116) (-0.0120545,0.269459) 0.187149 (1.70783,2.36495) (0.165652,0.088187) 0.187991 (1.49275,2.2256) (-0.144245,-0.176189) 0.140232 (0,1.32045) (0,0) 0.3 (2.1,1.32045) (0,0) 0.3
0.5 (1.15392,1.34551) (-0.0977678,0.10023) 0.154267 (0.900002,5.82137) 1.60662 2.34376 (0.374695,2.37462) (-0.0827624,0.340163) 0.19774 (0.905178,2.34143) (-0.0691513,0.281089) 0.187149 (1.71933,2.41043) (0.0460252,0.181932) 0.187991 (1.46412,2.19644) (-0.114547,-0.116666) 0.140232 (0,1.34551) (0,0) 0.3 (2.1,1.34551) (0,0) 0.3
0.75 (1.13201,1.59525) (-0.0876305,0.998968) 0.154267 (0.900002,5.82137) 1.60662 1.65829 (0.354007,2.45966) (-0.0827496,0.340166) 0.19774 (0.886599,2.42483) (-0.0743135,0.333591) 0.187149 (1.72534,2.45696) (0.0240075,0.186122) 0.187991 (1.44098,2.21692) (-0.092544,0.0819583) 0.140232 (0,1.59525) (0,0) 0.3 (2.1,1.59525) (0,0) 0.3
1 (1.10984,1.74558) (-0.0886783,0.601312) 0.154267 (0.900002,5.82137) 1.60662 1.71722 (0.333315,2.5447) (-0.0827702,0.340161) 0.19774 (0.859547,2.50595) (-0.108209,0.324497) 0.187149 (1.73134,2.50349) (0.0240078,0.186122) 0.187991 (1.41769,2.26887) (-0.0931423,0.207782) 0.140232 (0,1.74558) (0,0) 0.3 (2.1,1.74558) (0,0) 0.3
1.25 (1.08806,1.88432) (-0.0870978,0.554967) 0.154267 (0.900002,5.82137) 1.60662 1.72647 (0.312621,2.62974) (-0.0827743,0.34016) 0.19774 (0.829936,2.5811) (-0.118445,0.300606) 0.187149 (1.73734,2.55002) (0.0240024,0.186122) 0.187991 (1.40846,2.32504) (-0.0369474,0.224686) 0.140232 (0,1.88432) (0,0) 0.3 (2.1,1.88432) (0,0) 0.3
1.5 (1.07991,2.13356) (-0.0326244,0.996978) 0.154267 (0.900002,5.82137) 1.60662 1.60351 (0.291926,2.71478) (-0.0827794,0.340159) 0.19774 (0.80054,2.658) (-0.117583,0.307604) 0.187149 (1.74334,2.59655) (0.0239934,0.186123) 0.187991 (1.40685,2.38194) (-0.00643432,0.227613) 0.140232 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.07174,2.38275) (-0.0326512,0.996761) 0.154267 (0.900002,5.82137) 1.60662 1.60354 (0.271228,2.79982) (-0.082793,0.340156) 0.19774 (0.77125,2.73576) (-0.117159,0.311039) 0.187149 (1.74934,2.64308) (0.0240074,0.186122) 0.187991 (1.40925,2.43882) (0.00961459,0.2275) 0.140232 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.06358,2.63191) (-0.0326685,0.99662) 0.154267 (0.900002,5.82137) 1.60662 1.60356 (0.250524,2.88486) (-0.0828177,0.340149) 0.19774 (0.741993,2.81379) (-0.117031,0.312085) 0.187149 (1.75534,2.68962) (0.0240073,0.186122) 0.187991 (1.41375,2.49557) (0.017995,0.226991) 0.140232 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.0554,2.88101) (-0.0326947,0.996407) 0.154267 (0.900002,5.82137) 1.60662 1.6036 (0.229783,2.96989) (-0.0829648,0.340114) 0.19774 (0.712728,2.89175) (-0.117059,0.311854) 0.187149 (1.76134,2.73615) (0.0240025,0.186122) 0.187991 (1.41934,2.55222) (0.022343,0.226605) 0.140232 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.0422,3.13067) (-0.0528189,0.998647) 0.154267 (0.900002,5.82137) 1.60662 1.62364 (0.208928,3.05489) (-0.0834167,0.340003) 0.19774 (0.685736,2.97282) (-0.107969,0.324266) 0.187149 (1.76735,2.78268) (0.0240136,0.186121) 0.187991 (1.42549,2.60881) (0.0245904,0.226372) 0.140232 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
