timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.13279,1.36292) (0,0) 0.137201 (0.900002,5.82137) 1.50958 0 (0.457854,2.259) (0,0) 0.122751 (0.884226,2.21226) (0,0) 0.145517 (1.25039,2.35751) (0,0) 0.154777 (1.59217,2.39785) (0,0) 0.1372 (0,1.36292) (0,0) 0.3 (2.1,1.36292) (0,0) 0.3
0.25 (1.15929,1.38637) (0.106002,0.0937725) 0.137201 (0.900002,5.82137) 1.50958 0.72426 (0.441454,2.31486) (-0.0655989,0.223448) 0.122751 (0.881606,2.22521) (-0.0104818,0.0518147) 0.145517 (1.2408,2.44991) (-0.0383653,0.369583) 0.154777 (1.61225,2.47889) (0.0803382,0.324154) 0.1372 (0,1.38637) (0,0) 0.3 (2.1,1.38637) (0,0) 0.3
0.5 (1.18447,1.44115) (0.100701,0.219141) 0.137201 (0.900002,5.82137) 1.50958 1.14005 (0.425048,2.37072) (-0.0656236,0.22344) 0.122751 (0.889214,2.27469) (0.0304356,0.197927) 0.145517 (1.24893,2.54245) (0.0325096,0.370144) 0.154777 (1.63234,2.55993) (0.0803381,0.324154) 0.1372 (0,1.44115) (0,0) 0.3 (2.1,1.44115) (0,0) 0.3
0.75 (1.27171,1.5742) (0.348984,0.532208) 0.137201 (0.900002,5.82137) 1.50958 0.990404 (0.408648,2.42658) (-0.0656004,0.223447) 0.122751 (0.88441,2.34795) (-0.0192166,0.293046) 0.145517 (1.26628,2.6337) (0.0694185,0.365026) 0.154777 (1.65242,2.64097) (0.0803193,0.324158) 0.1372 (0,1.5742) (0,0) 0.3 (2.1,1.5742) (0,0) 0.3
1 (1.29293,1.82893) (0.0848596,1.01889) 0.137201 (0.900002,5.82137) 1.50958 1.4877 (0.392243,2.48244) (-0.0656223,0.223441) 0.122751 (0.867242,2.41934) (-0.0686735,0.285533) 0.145517 (1.2884,2.72392) (0.0884596,0.360885) 0.154777 (1.6725,2.72201) (0.0803384,0.324154) 0.1372 (0,1.82893) (0,0) 0.3 (2.1,1.82893) (0,0) 0.3
1.25 (1.27491,2.07921) (-0.0720528,1.00116) 0.137201 (0.900002,5.82137) 1.50958 1.64264 (0.375845,2.53831) (-0.06559,0.22345) 0.122751 (0.843835,2.48893) (-0.0936286,0.278351) 0.145517 (1.32614,2.8088) (0.15096,0.339521) 0.154777 (1.69259,2.80304) (0.0803484,0.324151) 0.1372 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.24998,2.32798) (-0.0997195,0.995075) 0.137201 (0.900002,5.82137) 1.50958 1.67068 (0.359444,2.59417) (-0.0656059,0.223446) 0.122751 (0.817285,2.55738) (-0.1062,0.273801) 0.145517 (1.36149,2.8947) (0.141423,0.343603) 0.154777 (1.71865,2.88236) (0.104242,0.317275) 0.1372 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.22508,2.57673) (-0.0996311,0.995007) 0.137201 (0.900002,5.82137) 1.50958 1.67059 (0.343038,2.65003) (-0.0656209,0.223441) 0.122751 (0.789142,2.62519) (-0.112569,0.271244) 0.145517 (1.3952,2.98127) (0.134826,0.346244) 0.154777 (1.74642,2.9611) (0.111077,0.314947) 0.1372 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.20015,2.82551) (-0.0997235,0.995102) 0.137201 (0.900002,5.82137) 1.50958 1.67068 (0.326636,2.70589) (-0.0656119,0.223444) 0.122751 (0.760186,2.69265) (-0.115824,0.269871) 0.145517 (1.42891,3.06783) (0.134826,0.346244) 0.154777 (1.77419,3.03984) (0.111077,0.314947) 0.1372 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.17522,3.07426) (-0.0997049,0.995) 0.137201 (0.900002,5.82137) 1.50958 1.67067 (0.310228,2.76175) (-0.0656281,0.223439) 0.122751 (0.730801,2.75994) (-0.117541,0.269127) 0.145517 (1.46261,3.15439) (0.134826,0.346244) 0.154777 (1.80196,3.11857) (0.111077,0.314947) 0.1372 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.15029,3.323) (-0.0997103,0.994967) 0.137201 (0.900002,5.82137) 1.50958 1.67068 (0.293834,2.81761) (-0.0655765,0.223454) 0.122751 (0.701189,2.82712) (-0.118449,0.268729) 0.145517 (1.49632,3.24095) (0.134826,0.346244) 0.154777 (1.82973,3.19731) (0.111077,0.314947) 0.1372 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
