timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.12943,1.22244) (0,0) 0.172782 (0.900002,5.82137) 1.57707 0 (0.794689,2.33138) (0,0) 0.185179 (1.23634,2.35564) (0,0) 0.134338 (0,1.22244) (0,0) 0.3 (2.1,1.22244) (0,0) 0.3
0.25 (1.11699,1.47212) (-0.0497739,0.998726) 0.172782 (0.900002,5.82137) 1.57707 1.62059 (0.764402,2.39398) (-0.121149,0.250432) 0.185179 (1.28108,2.43098) (0.17895,0.301356) 0.134338 (0,1.47212) (0,0) 0.3 (2.1,1.47212) (0,0) 0.3
0.5 (1.10452,1.72182) (-0.0498791,0.998806) 0.172782 (0.900002,5.82137) 1.57707 1.62069 (0.734116,2.45659) (-0.121144,0.250434) 0.185179 (1.32581,2.50633) (0.178927,0.30137) 0.134338 (0,1.72182) (0,0) 0.3 (2.1,1.72182) (0,0) 0.3
0.75 (1.09206,1.97151) (-0.0498236,0.998775) 0.172782 (0.900002,5.82137) 1.57707 1.62064 (0.703828,2.5192) (-0.121153,0.25043) 0.185179 (1.37055,2.58166) (0.178956,0.301353) 0.134338 (0,1.97151) (0,0) 0.3 (2.1,1.97151) (0,0) 0.3
1 (1.07959,2.2212) (-0.0498716,0.998743) 0.172782 (0.900002,5.82137) 1.57707 1.62069 (0.673545,2.58181) (-0.121131,0.250441) 0.185179 (1.41529,2.657) (0.178953,0.301354) 0.134338 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.06714,2.47089) (-0.0498084,0.99875) 0.172782 (0.900002,5.82137) 1.57707 1.62063 (0.643264,2.64442) (-0.121125,0.250443) 0.185179 (1.46002,2.73234) (0.17893,0.301368) 0.134338 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.05469,2.72058) (-0.049822,0.998758) 0.172782 (0.900002,5.82137) 1.57707 1.62064 (0.612977,2.70703) (-0.121146,0.250433) 0.185179 (1.50476,2.80768) (0.178951,0.301355) 0.134338 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.04223,2.97027) (-0.049841,0.998774) 0.172782 (0.900002,5.82137) 1.57707 1.62066 (0.582693,2.76964) (-0.121136,0.250438) 0.185179 (1.54949,2.88303) (0.178916,0.301377) 0.134338 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.02978,3.21996) (-0.0497923,0.998747) 0.172782 (0.900002,5.82137) 1.57707 1.62061 (0.552403,2.83224) (-0.121162,0.250425) 0.185179 (1.59423,2.95836) (0.178962,0.301349) 0.134338 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.01731,3.46965) (-0.0498607,0.998751) 0.172782 (0.900002,5.82137) 1.57707 1.62068 (0.522117,2.89485) (-0.121144,0.250434) 0.185179 (1.63896,3.0337) (0.178942,0.301361) 0.134338 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.00486,3.71935) (-0.0498097,0.998818) 0.172782 (0.900002,5.82137) 1.57707 1.62062 (0.491834,2.95746) (-0.121133,0.25044) 0.185179 (1.6837,3.10905) (0.178939,0.301363) 0.134338 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.992411,3.96905) (-0.0497965,0.998816) 0.172782 (0.900002,5.82137) 1.57707 1.62061 (0.461543,3.02007) (-0.121161,0.250426) 0.185179 (1.72843,3.18438) (0.178948,0.301357) 0.134338 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.979934,4.21874) (-0.0499066,0.998738) 0.172782 (0.900002,5.82137) 1.57707 1.62072 (0.431248,3.08267) (-0.121183,0.250415) 0.185179 (1.77318,3.25972) (0.178973,0.301342) 0.134338 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.967488,4.46842) (-0.0497852,0.99874) 0.172782 (0.900002,5.82137) 1.57707 1.6206 (0.400942,3.14527) (-0.121221,0.250397) 0.185179 (1.81792,3.33506) (0.178966,0.301347) 0.134338 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.955033,4.71811) (-0.04982,0.998756) 0.172782 (0.900002,5.82137) 1.57707 1.62064 (0.375742,3.19735) (-0.100802,0.208326) 0.185179 (1.86265,3.4104) (0.178938,0.301363) 0.134338 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.942569,4.96781) (-0.0498557,0.998791) 0.172782 (0.900002,5.82137) 1.57707 1.62067 (0.356848,3.23642) (-0.0755744,0.156255) 0.185179 (1.90739,3.48574) (0.178926,0.30137) 0.134338 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.931919,5.18122) (-0.0425979,0.853632) 0.172782 (0.900002,5.82137) 1.57707 1.62066 (0.342696,3.26571) (-0.0566099,0.117176) 0.185179 (1.94206,3.54415) (0.138702,0.233622) 0.134338 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.923948,5.34125) (-0.0318865,0.640122) 0.172782 (0.900002,5.82137) 1.57707 1.62057 (0.33206,3.28769) (-0.0425434,0.0878934) 0.185179 (1.96806,3.58796) (0.103989,0.175272) 0.134338 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
