timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (0.975875,1.37831) (0,0) 0.134549 (0.900002,5.82137) 1.59717 0 (0.481246,2.36451) (0,0) 0.134019 (0.913344,2.3182) (0,0) 0.148907 (1.32961,2.29963) (0,0) 0.170718 (1.559,2.30669) (0,0) 0.147232 (0,1.37831) (0,0) 0.3 (2.1,1.37831) (0,0) 0.3
0.25 (0.979769,1.39507) (0.0155777,0.0670327) 0.134549 (0.900002,5.82137) 1.59717 1.34246 (0.470759,2.39459) (-0.0419479,0.12032) 0.134019 (0.915867,2.37732) (0.0100898,0.236469) 0.148907 (1.30606,2.27012) (-0.0941855,-0.118051) 0.170718 (1.60056,2.39393) (0.166246,0.348957) 0.147232 (0,1.39507) (0,0) 0.3 (2.1,1.39507) (0,0) 0.3
0.5 (1.01405,1.44215) (0.137136,0.188311) 0.134549 (0.900002,5.82137) 1.59717 0.941364 (0.460276,2.42467) (-0.0419319,0.120325) 0.134019 (0.9002,2.43438) (-0.0626677,0.228237) 0.148907 (1.3139,2.28515) (0.0313689,0.0601359) 0.170718 (1.62317,2.48788) (0.0904362,0.375806) 0.147232 (0,1.44215) (0,0) 0.3 (2.1,1.44215) (0,0) 0.3
0.75 (1.13111,1.58301) (0.468225,0.56342) 0.134549 (0.900002,5.82137) 1.59717 0.877412 (0.44979,2.45475) (-0.0419423,0.120322) 0.134019 (0.874815,2.48783) (-0.101538,0.213798) 0.148907 (1.33002,2.31929) (0.0644731,0.136565) 0.170718 (1.64579,2.58183) (0.0904641,0.375799) 0.147232 (0,1.58301) (0,0) 0.3 (2.1,1.58301) (0,0) 0.3
1 (1.24545,1.73009) (0.457379,0.588336) 0.134549 (0.900002,5.82137) 1.59717 0.909981 (0.439307,2.48483) (-0.0419338,0.120325) 0.134019 (0.844739,2.53878) (-0.120305,0.203829) 0.148907 (1.34614,2.35343) (0.0644859,0.136559) 0.170718 (1.66841,2.67578) (0.0904765,0.375796) 0.147232 (0,1.73009) (0,0) 0.3 (2.1,1.73009) (0,0) 0.3
1.25 (1.35482,1.87701) (0.437453,0.587676) 0.134549 (0.900002,5.82137) 1.59717 0.930903 (0.428822,2.51491) (-0.0419399,0.120322) 0.134019 (0.81378,2.58921) (-0.123838,0.201702) 0.148907 (1.36226,2.38758) (0.0644661,0.136569) 0.170718 (1.69102,2.76973) (0.090466,0.375798) 0.147232 (0,1.87701) (0,0) 0.3 (2.1,1.87701) (0,0) 0.3
1.5 (1.45986,2.02257) (0.420177,0.582254) 0.134549 (0.900002,5.82137) 1.59717 0.945694 (0.418339,2.54499) (-0.0419294,0.120326) 0.134019 (0.782821,2.63963) (-0.123836,0.201703) 0.148907 (1.37838,2.42172) (0.0644721,0.136566) 0.170718 (1.71365,2.86367) (0.0904981,0.375791) 0.147232 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.56099,2.16624) (0.404523,0.574689) 0.134549 (0.900002,5.82137) 1.59717 0.957458 (0.407854,2.57507) (-0.0419419,0.120322) 0.134019 (0.751859,2.69006) (-0.123846,0.201697) 0.148907 (1.3945,2.45586) (0.0644796,0.136562) 0.170718 (1.73626,2.95762) (0.0904471,0.375803) 0.147232 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.65859,2.30851) (0.390384,0.56906) 0.134549 (0.900002,5.82137) 1.59717 0.969518 (0.397369,2.60515) (-0.0419385,0.120323) 0.134019 (0.720899,2.74048) (-0.12384,0.201701) 0.148907 (1.41061,2.49) (0.0644662,0.136568) 0.170718 (1.75888,3.05157) (0.0904743,0.375796) 0.147232 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.75576,2.46765) (0.388703,0.636559) 0.134549 (0.900002,5.82137) 1.59717 1.0226 (0.38688,2.63523) (-0.041957,0.120316) 0.134019 (0.68994,2.79091) (-0.123836,0.201703) 0.148907 (1.42673,2.52414) (0.0644732,0.136565) 0.170718 (1.78151,3.14552) (0.0905161,0.375786) 0.147232 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.83753,2.63762) (0.327042,0.679873) 0.134549 (0.900002,5.82137) 1.59717 1.12244 (0.376397,2.66531) (-0.0419316,0.120325) 0.134019 (0.658984,2.84134) (-0.123827,0.201708) 0.148907 (1.44285,2.55828) (0.064476,0.136564) 0.170718 (1.80414,3.23947) (0.0905106,0.375788) 0.147232 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
