timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.17499,1.43294) (0,0) 0.183049 (0.900002,5.82137) 1.80818 0 (0.495191,2.22784) (0,0) 0.12006 (0.812718,2.2892) (0,0) 0.197335 (1.63483,2.28795) (0,0) 0.151918 (1.5889,2.2423) (0,0) 0.188249 (0,1.43294) (0,0) 0.3 (2.1,1.43294) (0,0) 0.3
0.25 (1.17519,1.44794) (0.000802245,0.0599902) 0.183049 (0.900002,5.82137) 1.80818 1.55742 (0.48758,2.25172) (-0.0304449,0.0955297) 0.12006 (0.797476,2.36728) (-0.0609685,0.312305) 0.197335 (1.67478,2.32765) (0.159815,0.15883) 0.151918 (1.54123,2.19194) (-0.190709,-0.201456) 0.188249 (0,1.44794) (0,0) 0.3 (2.1,1.44794) (0,0) 0.3
0.5 (1.19728,1.46504) (0.0883521,0.0684099) 0.183049 (0.900002,5.82137) 1.80818 0.658865 (0.479971,2.2756) (-0.0304331,0.0955334) 0.12006 (0.768713,2.44145) (-0.115053,0.296672) 0.197335 (1.7142,2.36789) (0.157676,0.160954) 0.151918 (1.48858,2.14156) (-0.210595,-0.201501) 0.188249 (0,1.46504) (0,0) 0.3 (2.1,1.46504) (0,0) 0.3
0.75 (1.21826,1.47517) (0.0839345,0.040529) 0.183049 (0.900002,5.82137) 1.80818 0.449846 (0.472361,2.29949) (-0.0304406,0.095531) 0.12006 (0.732706,2.51238) (-0.144027,0.283739) 0.197335 (1.72139,2.42376) (0.0287481,0.223476) 0.151918 (1.45021,2.15375) (-0.153478,0.048736) 0.188249 (0,1.47517) (0,0) 0.3 (2.1,1.47517) (0,0) 0.3
1 (1.2382,1.51031) (0.0797378,0.140536) 0.183049 (0.900002,5.82137) 1.80818 1.0547 (0.464751,2.32337) (-0.0304404,0.0955311) 0.12006 (0.696696,2.58332) (-0.144042,0.283731) 0.197335 (1.72857,2.47963) (0.0287498,0.223475) 0.151918 (1.43166,2.19236) (-0.0741894,0.154438) 0.188249 (0,1.51031) (0,0) 0.3 (2.1,1.51031) (0,0) 0.3
1.25 (1.29428,1.59129) (0.22435,0.323942) 0.183049 (0.900002,5.82137) 1.80818 0.96508 (0.45714,2.34725) (-0.030445,0.0955296) 0.12006 (0.66068,2.65425) (-0.144064,0.28372) 0.197335 (1.73577,2.5355) (0.0287624,0.223474) 0.151918 (1.40857,2.26481) (-0.0923572,0.289808) 0.188249 (0,1.59129) (0,0) 0.3 (2.1,1.59129) (0,0) 0.3
1.5 (1.37841,1.74168) (0.336509,0.601533) 0.183049 (0.900002,5.82137) 1.80818 1.06075 (0.44953,2.37114) (-0.0304417,0.0955307) 0.12006 (0.624664,2.72518) (-0.144065,0.28372) 0.197335 (1.74295,2.59137) (0.0287387,0.223477) 0.151918 (1.40006,2.34037) (-0.0340536,0.302256) 0.188249 (0,1.74168) (0,0) 0.3 (2.1,1.74168) (0,0) 0.3
1.75 (1.45995,1.88136) (0.326145,0.558751) 0.183049 (0.900002,5.82137) 1.80818 1.04245 (0.44192,2.39502) (-0.0304401,0.0955312) 0.12006 (0.588651,2.79611) (-0.144051,0.283727) 0.197335 (1.74268,2.64769) (-0.00107942,0.225315) 0.151918 (1.3995,2.41641) (-0.00221229,0.304161) 0.188249 (0,1.88136) (0,0) 0.3 (2.1,1.88136) (0,0) 0.3
2 (1.53812,2.01763) (0.312699,0.545049) 0.183049 (0.900002,5.82137) 1.80818 1.04993 (0.43431,2.4189) (-0.0304397,0.0955313) 0.12006 (0.552638,2.86704) (-0.144052,0.283726) 0.197335 (1.74241,2.70402) (-0.00107943,0.225315) 0.151918 (1.39922,2.49246) (-0.00113774,0.304166) 0.188249 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.61279,2.15031) (0.298667,0.53075) 0.183049 (0.900002,5.82137) 1.80818 1.05824 (0.426698,2.44278) (-0.0304453,0.0955295) 0.12006 (0.516621,2.93797) (-0.144066,0.283719) 0.197335 (1.74214,2.76035) (-0.00107946,0.225315) 0.151918 (1.39908,2.5685) (-0.0005515,0.304168) 0.188249 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.6838,2.27928) (0.28406,0.515867) 0.183049 (0.900002,5.82137) 1.80818 1.06746 (0.419086,2.46667) (-0.030447,0.095529) 0.12006 (0.480608,3.0089) (-0.144053,0.283726) 0.197335 (1.74187,2.81668) (-0.00107947,0.225315) 0.151918 (1.39902,2.64454) (-0.00022903,0.304169) 0.188249 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.75103,2.40438) (0.268889,0.500407) 0.183049 (0.900002,5.82137) 1.80818 1.07773 (0.411476,2.49055) (-0.0304403,0.0955311) 0.12006 (0.444599,3.07983) (-0.144036,0.283734) 0.197335 (1.7416,2.87301) (-0.00107948,0.225315) 0.151918 (1.39901,2.72058) (-4.98874e-05,0.304169) 0.188249 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.81437,2.52553) (0.253384,0.484608) 0.183049 (0.900002,5.82137) 1.80818 1.08903 (0.403866,2.51443) (-0.0304433,0.0955302) 0.12006 (0.408588,3.15077) (-0.144044,0.28373) 0.197335 (1.74133,2.92934) (-0.0010795,0.225315) 0.151918 (1.39902,2.79662) (5.08848e-05,0.304169) 0.188249 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (1.8737,2.6426) (0.237325,0.468244) 0.183049 (0.900002,5.82137) 1.80818 1.10169 (0.396257,2.53831) (-0.0304332,0.0955334) 0.12006 (0.372579,3.2217) (-0.144035,0.283735) 0.197335 (1.74106,2.98567) (-0.00107951,0.225315) 0.151918 (1.39905,2.87267) (0.000108435,0.304169) 0.188249 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (1.929,2.75554) (0.221177,0.45179) 0.183049 (0.900002,5.82137) 1.80818 1.11554 (0.388647,2.5622) (-0.0304413,0.0955308) 0.12006 (0.336568,3.29263) (-0.144046,0.283729) 0.197335 (1.74079,3.04199) (-0.00107962,0.225315) 0.151918 (1.39909,2.94871) (0.000142008,0.304169) 0.188249 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (1.98016,2.86428) (0.204637,0.434936) 0.183049 (0.900002,5.82137) 1.80818 1.13103 (0.381036,2.58608) (-0.0304441,0.0955299) 0.12006 (0.300547,3.36356) (-0.144082,0.283711) 0.197335 (1.74052,3.09832) (-0.00107981,0.225315) 0.151918 (1.39913,3.02475) (0.000162078,0.304169) 0.188249 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (2.02768,2.96952) (0.1901,0.420992) 0.183049 (0.900002,5.82137) 1.80818 1.14665 (0.373426,2.60996) (-0.0304391,0.0955315) 0.12006 (0.264525,3.43449) (-0.14409,0.283707) 0.197335 (1.7405,3.15465) (-9.33961e-05,0.225317) 0.151918 (1.39917,3.10079) (0.00017447,0.304169) 0.188249 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (2.08758,3.14242) (0.239589,0.691567) 0.183049 (0.900002,5.82137) 1.80818 1.23729 (0.365818,2.63385) (-0.0304345,0.095533) 0.12006 (0.22851,3.50542) (-0.144059,0.283722) 0.197335 (1.754,3.20934) (0.0540268,0.218744) 0.151918 (1.39938,3.17684) (0.0008378,0.304167) 0.188249 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
