timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (0.900002,1.06577) (0,0) 0.17297 (0.900002,5.82137) 1.83557 0 (0.537595,2.30655) (0,0) 0.12077 (1.10366,2.33586) (0,0) 0.126684 (1.55582,2.36619) (0,0) 0.188677 (0,1.06577) (0,0) 0.3 (2.1,1.06577) (0,0) 0.3
0.25 (0.900021,1.31576) (7.6662e-05,0.999964) 0.17297 (0.900002,5.82137) 1.83557 1.57072 (0.520825,2.35763) (-0.0670808,0.204293) 0.12077 (1.0928,2.39111) (-0.0434221,0.221021) 0.126684 (1.58112,2.43058) (0.101168,0.257534) 0.188677 (0,1.31576) (0,0) 0.3 (2.1,1.31576) (0,0) 0.3
0.5 (0.900021,1.56575) (-2.25019e-06,0.999974) 0.17297 (0.900002,5.82137) 1.83557 1.5708 (0.504059,2.4087) (-0.0670638,0.204299) 0.12077 (1.07103,2.44305) (-0.0870826,0.207731) 0.126684 (1.60641,2.49496) (0.101177,0.257531) 0.188677 (0,1.56575) (0,0) 0.3 (2.1,1.56575) (0,0) 0.3
0.75 (0.900785,1.6393) (0.00305697,0.294182) 0.17297 (0.900002,5.82137) 1.83557 1.56041 (0.487292,2.45978) (-0.0670661,0.204298) 0.12077 (1.07441,2.49926) (0.0134915,0.224841) 0.126684 (1.63171,2.55934) (0.101177,0.257531) 0.188677 (0,1.6393) (0,0) 0.3 (2.1,1.6393) (0,0) 0.3
1 (0.891677,1.72432) (-0.036432,0.340076) 0.17297 (0.900002,5.82137) 1.83557 1.67752 (0.470519,2.51085) (-0.067093,0.204289) 0.12077 (1.06368,2.55454) (-0.042892,0.221124) 0.126684 (1.657,2.62373) (0.10116,0.257538) 0.188677 (0,1.72432) (0,0) 0.3 (2.1,1.72432) (0,0) 0.3
1.25 (0.875788,1.81261) (-0.0635576,0.353163) 0.17297 (0.900002,5.82137) 1.83557 1.74886 (0.453752,2.56192) (-0.0670676,0.204298) 0.12077 (1.05393,2.61) (-0.0390273,0.221839) 0.126684 (1.68228,2.68811) (0.101151,0.257541) 0.188677 (0,1.81261) (0,0) 0.3 (2.1,1.81261) (0,0) 0.3
1.5 (0.856359,1.91038) (-0.0777159,0.39107) 0.17297 (0.900002,5.82137) 1.83557 1.76697 (0.436981,2.613) (-0.0670865,0.204291) 0.12077 (1.04334,2.66531) (-0.0423262,0.221233) 0.126684 (1.70758,2.75249) (0.101178,0.257531) 0.188677 (0,1.91038) (0,0) 0.3 (2.1,1.91038) (0,0) 0.3
1.75 (0.815686,2.15368) (-0.162692,0.973201) 0.17297 (0.900002,5.82137) 1.83557 1.73644 (0.420213,2.66407) (-0.0670709,0.204297) 0.12077 (1.03164,2.72039) (-0.0468112,0.220328) 0.126684 (1.73287,2.81688) (0.101187,0.257527) 0.188677 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.775093,2.39646) (-0.162372,0.971123) 0.17297 (0.900002,5.82137) 1.83557 1.73646 (0.403443,2.71514) (-0.0670803,0.204294) 0.12077 (1.01994,2.77547) (-0.0468112,0.220328) 0.126684 (1.75816,2.88126) (0.101153,0.257541) 0.188677 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.734593,2.63863) (-0.161998,0.968695) 0.17297 (0.900002,5.82137) 1.83557 1.7365 (0.386674,2.76622) (-0.067077,0.204295) 0.12077 (1.00824,2.83055) (-0.0468113,0.220328) 0.126684 (1.78345,2.94565) (0.101141,0.257545) 0.188677 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.694207,2.88007) (-0.161546,0.965762) 0.17297 (0.900002,5.82137) 1.83557 1.73654 (0.369904,2.81729) (-0.0670787,0.204294) 0.12077 (0.996533,2.88563) (-0.0468115,0.220328) 0.126684 (1.80874,3.01003) (0.101154,0.25754) 0.188677 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.680362,3.13311) (-0.0553783,1.01215) 0.17297 (0.900002,5.82137) 1.83557 1.62546 (0.353126,2.86836) (-0.06711,0.204284) 0.12077 (0.972989,2.93679) (-0.0941768,0.204613) 0.126684 (1.83402,3.07442) (0.101118,0.257554) 0.188677 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.70072,3.38227) (0.0814314,0.996624) 0.17297 (0.900002,5.82137) 1.83557 1.48927 (0.33636,2.91944) (-0.0670648,0.204299) 0.12077 (0.943766,2.98492) (-0.116894,0.192539) 0.126684 (1.85931,3.1388) (0.101173,0.257533) 0.188677 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.72108,3.63144) (0.0814378,0.996686) 0.17297 (0.900002,5.82137) 1.83557 1.48927 (0.31959,2.97051) (-0.0670798,0.204294) 0.12077 (0.911803,3.03128) (-0.12785,0.185445) 0.126684 (1.88461,3.20319) (0.101191,0.257525) 0.188677 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
