timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.15443,1.40393) (0,0) 0.138663 (0.900002,5.82137) 1.80964 0 (0.542431,2.34404) (0,0) 0.13687 (1.59517,2.35833) (0,0) 0.140332 (0,1.40393) (0,0) 0.3 (2.1,1.40393) (0,0) 0.3
0.25 (1.14003,1.65351) (-0.057587,0.998308) 0.138663 (0.900002,5.82137) 1.80964 1.62842 (0.529649,2.39732) (-0.0511294,0.213139) 0.13687 (1.60924,2.40081) (0.0563015,0.169929) 0.140332 (0,1.65351) (0,0) 0.3 (2.1,1.65351) (0,0) 0.3
0.5 (1.12566,1.90309) (-0.0574952,0.998339) 0.138663 (0.900002,5.82137) 1.80964 1.62832 (0.516862,2.45061) (-0.0511487,0.213135) 0.13687 (1.62331,2.44329) (0.0562948,0.169931) 0.140332 (0,1.90309) (0,0) 0.3 (2.1,1.90309) (0,0) 0.3
0.75 (1.11128,2.15268) (-0.0574968,0.998344) 0.138663 (0.900002,5.82137) 1.80964 1.62832 (0.50408,2.50389) (-0.0511276,0.21314) 0.13687 (1.63739,2.48578) (0.0562969,0.16993) 0.140332 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1 (1.09689,2.40225) (-0.0575557,0.998275) 0.138663 (0.900002,5.82137) 1.80964 1.62839 (0.491295,2.55718) (-0.0511372,0.213137) 0.13687 (1.65146,2.52826) (0.0563027,0.169928) 0.140332 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.08252,2.65185) (-0.0574804,0.998398) 0.138663 (0.900002,5.82137) 1.80964 1.62831 (0.478511,2.61046) (-0.0511358,0.213138) 0.13687 (1.66554,2.57074) (0.0562989,0.16993) 0.140332 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.06815,2.90143) (-0.057492,0.998349) 0.138663 (0.900002,5.82137) 1.80964 1.62832 (0.465725,2.66374) (-0.0511464,0.213135) 0.13687 (1.67961,2.61322) (0.0562992,0.169929) 0.140332 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.05377,3.15104) (-0.0575022,0.998414) 0.138663 (0.900002,5.82137) 1.80964 1.62833 (0.452937,2.71703) (-0.0511528,0.213134) 0.13687 (1.69369,2.65571) (0.0563001,0.169929) 0.140332 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.03942,3.40063) (-0.0574225,0.998375) 0.138663 (0.900002,5.82137) 1.80964 1.62825 (0.440153,2.77031) (-0.0511362,0.213138) 0.13687 (1.70776,2.69819) (0.0562988,0.16993) 0.140332 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.02503,3.65022) (-0.0575678,0.998369) 0.138663 (0.900002,5.82137) 1.80964 1.62839 (0.427367,2.8236) (-0.051141,0.213136) 0.13687 (1.72184,2.74067) (0.0563111,0.169925) 0.140332 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.01066,3.8998) (-0.0574688,0.99832) 0.138663 (0.900002,5.82137) 1.80964 1.6283 (0.414579,2.87688) (-0.0511527,0.213134) 0.13687 (1.73592,2.78315) (0.0563068,0.169927) 0.140332 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.99629,4.1494) (-0.0574753,0.998397) 0.138663 (0.900002,5.82137) 1.80964 1.6283 (0.401798,2.93016) (-0.0511262,0.21314) 0.13687 (1.74999,2.82563) (0.0562902,0.169932) 0.140332 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.981899,4.39898) (-0.0575661,0.998327) 0.138663 (0.900002,5.82137) 1.80964 1.6284 (0.389012,2.98345) (-0.0511419,0.213136) 0.13687 (1.76406,2.86812) (0.0562924,0.169932) 0.140332 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.967534,4.64856) (-0.0574576,0.998308) 0.138663 (0.900002,5.82137) 1.80964 1.62829 (0.376234,3.03673) (-0.0511129,0.213143) 0.13687 (1.77814,2.9106) (0.0562986,0.16993) 0.140332 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.953183,4.89816) (-0.0574054,0.998393) 0.138663 (0.900002,5.82137) 1.80964 1.62823 (0.363455,3.09002) (-0.0511171,0.213142) 0.13687 (1.79221,2.95308) (0.0562984,0.16993) 0.140332 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.939883,5.12896) (-0.0532016,0.923205) 0.138663 (0.900002,5.82137) 1.80964 1.62836 (0.350671,3.1433) (-0.0511346,0.213138) 0.13687 (1.80629,2.99556) (0.0562892,0.169933) 0.140332 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.929935,5.30206) (-0.0397915,0.692414) 0.138663 (0.900002,5.82137) 1.80964 1.6282 (0.338049,3.1959) (-0.0504874,0.210386) 0.13687 (1.82036,3.03805) (0.0562997,0.169929) 0.140332 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.922454,5.4319) (-0.029923,0.519344) 0.138663 (0.900002,5.82137) 1.80964 1.62835 (0.328581,3.23533) (-0.0378733,0.157724) 0.13687 (1.83444,3.08053) (0.056307,0.169927) 0.140332 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
