timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (0.927523,1.48023) (0,0) 0.173849 (0.900002,5.82137) 1.70982 0 (0.794635,2.28936) (0,0) 0.124437 (1.43772,2.30091) (0,0) 0.130043 (0,1.48023) (0,0) 0.3 (2.1,1.48023) (0,0) 0.3
0.25 (0.935519,1.49476) (0.0319827,0.0581202) 0.173849 (0.900002,5.82137) 1.70982 1.06773 (0.758701,2.36671) (-0.143737,0.309373) 0.124437 (1.47592,2.38999) (0.152813,0.356288) 0.130043 (0,1.49476) (0,0) 0.3 (2.1,1.49476) (0,0) 0.3
0.5 (0.970051,1.58042) (0.138126,0.342625) 0.173849 (0.900002,5.82137) 1.70982 1.18758 (0.72277,2.44405) (-0.143724,0.309379) 0.124437 (1.51413,2.47906) (0.15282,0.356285) 0.130043 (0,1.58042) (0,0) 0.3 (2.1,1.58042) (0,0) 0.3
0.75 (1.02298,1.80636) (0.211718,0.903765) 0.173849 (0.900002,5.82137) 1.70982 1.34068 (0.686834,2.52139) (-0.143744,0.30937) 0.124437 (1.55233,2.56813) (0.152818,0.356286) 0.130043 (0,1.80636) (0,0) 0.3 (2.1,1.80636) (0,0) 0.3
1 (1.0263,2.05682) (0.0132838,1.00185) 0.173849 (0.900002,5.82137) 1.70982 1.55754 (0.650898,2.59874) (-0.143743,0.30937) 0.124437 (1.59053,2.6572) (0.152812,0.356288) 0.130043 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.01792,2.3067) (-0.0335389,0.999528) 0.173849 (0.900002,5.82137) 1.70982 1.60434 (0.614965,2.67608) (-0.143735,0.309374) 0.124437 (1.62873,2.74628) (0.152776,0.356304) 0.130043 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.00953,2.55656) (-0.0335339,0.999427) 0.173849 (0.900002,5.82137) 1.70982 1.60434 (0.579031,2.75342) (-0.143733,0.309375) 0.124437 (1.66693,2.83535) (0.15282,0.356285) 0.130043 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.00116,2.80642) (-0.0334922,0.999456) 0.173849 (0.900002,5.82137) 1.70982 1.60429 (0.543099,2.83077) (-0.143728,0.309377) 0.124437 (1.70514,2.92442) (0.152828,0.356281) 0.130043 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.992758,3.05627) (-0.0336085,0.999386) 0.173849 (0.900002,5.82137) 1.70982 1.60441 (0.507166,2.90811) (-0.143733,0.309375) 0.124437 (1.74335,3.01349) (0.152828,0.356281) 0.130043 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.984378,3.30614) (-0.0335205,0.999478) 0.173849 (0.900002,5.82137) 1.70982 1.60432 (0.471235,2.98546) (-0.143724,0.309379) 0.124437 (1.78155,3.10256) (0.152807,0.356291) 0.130043 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.975981,3.55598) (-0.0335869,0.99936) 0.173849 (0.900002,5.82137) 1.70982 1.60439 (0.435297,3.0628) (-0.143754,0.309365) 0.124437 (1.81974,3.19164) (0.152772,0.356305) 0.130043 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.967602,3.80584) (-0.0335138,0.999464) 0.173849 (0.900002,5.82137) 1.70982 1.60432 (0.401522,3.1355) (-0.135099,0.2908) 0.124437 (1.85794,3.28071) (0.152789,0.356298) 0.130043 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.959234,4.05572) (-0.0334749,0.999489) 0.173849 (0.900002,5.82137) 1.70982 1.60428 (0.376192,3.19003) (-0.101321,0.218128) 0.124437 (1.89615,3.36978) (0.152833,0.356279) 0.130043 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.950844,4.30556) (-0.0335571,0.999372) 0.173849 (0.900002,5.82137) 1.70982 1.60436 (0.357189,3.2309) (-0.0760107,0.163492) 0.124437 (1.93363,3.45719) (0.149938,0.349618) 0.130043 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.942468,4.55542) (-0.0335068,0.999438) 0.173849 (0.900002,5.82137) 1.70982 1.60431 (0.342942,3.26158) (-0.0569893,0.122707) 0.124437 (1.96176,3.52275) (0.112502,0.262243) 0.130043 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.934093,4.80528) (-0.0334997,0.999448) 0.173849 (0.900002,5.82137) 1.70982 1.6043 (0.332244,3.28457) (-0.0427887,0.0919793) 0.124437 (1.98283,3.57192) (0.0842734,0.19669) 0.130043 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.925702,5.05515) (-0.0335628,0.999476) 0.173849 (0.900002,5.82137) 1.70982 1.60436 (0.324236,3.30184) (-0.0320323,0.0690458) 0.124437 (1.99863,3.60878) (0.0632047,0.147433) 0.130043 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
