timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (0.902169,1.26226) (0,0) 0.208738 (0.900002,5.82137) 1.57705 0 (0.716383,2.37271) (0,0) 0.21032 (1.61968,2.22543) (0,0) 0.169431 (0,1.26226) (0,0) 0.3 (2.1,1.26226) (0,0) 0.3
0.25 (0.90205,1.51226) (-0.000477597,0.999984) 0.208738 (0.900002,5.82137) 1.57705 1.57127 (0.706486,2.39604) (-0.0395891,0.0933148) 0.21032 (1.64609,2.31797) (0.105652,0.370166) 0.169431 (0,1.51226) (0,0) 0.3 (2.1,1.51226) (0,0) 0.3
0.5 (0.925882,1.7558) (0.0953289,0.974165) 0.208738 (0.900002,5.82137) 1.57705 1.47325 (0.682019,2.40264) (-0.097865,0.0264082) 0.21032 (1.67251,2.41052) (0.105654,0.370165) 0.169431 (0,1.7558) (0,0) 0.3 (2.1,1.7558) (0,0) 0.3
0.75 (0.959764,1.99516) (0.135528,0.957448) 0.208738 (0.900002,5.82137) 1.57705 1.43018 (0.657742,2.40991) (-0.097111,0.0290584) 0.21032 (1.69892,2.50306) (0.105643,0.370168) 0.169431 (0,1.99516) (0,0) 0.3 (2.1,1.99516) (0,0) 0.3
1 (1.00214,2.22947) (0.169492,0.937215) 0.208738 (0.900002,5.82137) 1.57705 1.39188 (0.633738,2.41803) (-0.0960136,0.0325013) 0.21032 (1.72533,2.5956) (0.10565,0.370166) 0.169431 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.03416,2.48275) (0.128111,1.01313) 0.208738 (0.900002,5.82137) 1.57705 1.44501 (0.617461,2.43745) (-0.0651093,0.0776899) 0.21032 (1.75175,2.68814) (0.105671,0.37016) 0.169431 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.02713,2.73293) (-0.0281435,1.00073) 0.208738 (0.900002,5.82137) 1.57705 1.59891 (0.609169,2.4614) (-0.033168,0.0957853) 0.21032 (1.77816,2.78068) (0.105645,0.370168) 0.169431 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.01685,2.98272) (-0.0411042,0.999174) 0.208738 (0.900002,5.82137) 1.57705 1.61191 (0.600874,2.48535) (-0.0331796,0.0957813) 0.21032 (1.80457,2.87322) (0.105653,0.370165) 0.169431 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.00657,3.23251) (-0.0411225,0.999158) 0.208738 (0.900002,5.82137) 1.57705 1.61193 (0.592582,2.50929) (-0.0331692,0.0957849) 0.21032 (1.83098,2.96576) (0.105652,0.370166) 0.169431 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.996279,3.48231) (-0.0411741,0.999183) 0.208738 (0.900002,5.82137) 1.57705 1.61198 (0.584287,2.53324) (-0.0331783,0.0957818) 0.21032 (1.8574,3.0583) (0.105648,0.370167) 0.169431 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.985982,3.7321) (-0.0411871,0.999167) 0.208738 (0.900002,5.82137) 1.57705 1.61199 (0.575997,2.55718) (-0.0331619,0.0957874) 0.21032 (1.88382,3.15084) (0.105699,0.370152) 0.169431 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.975715,3.98188) (-0.0410675,0.999097) 0.208738 (0.900002,5.82137) 1.57705 1.61188 (0.567704,2.58113) (-0.0331694,0.0957848) 0.21032 (1.91023,3.24338) (0.105644,0.370168) 0.169431 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.965447,4.23166) (-0.041072,0.999119) 0.208738 (0.900002,5.82137) 1.57705 1.61188 (0.559412,2.60508) (-0.0331706,0.0957844) 0.21032 (1.93664,3.33593) (0.105637,0.37017) 0.169431 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.955173,4.48146) (-0.0410968,0.999225) 0.208738 (0.900002,5.82137) 1.57705 1.6119 (0.551118,2.62902) (-0.0331752,0.0957828) 0.21032 (1.96305,3.42847) (0.105651,0.370166) 0.169431 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.944893,4.73125) (-0.0411181,0.999136) 0.208738 (0.900002,5.82137) 1.57705 1.61193 (0.542823,2.65297) (-0.0331775,0.095782) 0.21032 (1.98382,3.50118) (0.0830782,0.290848) 0.169431 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.934608,4.98105) (-0.0411417,0.99921) 0.208738 (0.900002,5.82137) 1.57705 1.61195 (0.53453,2.67691) (-0.0331725,0.0957838) 0.21032 (1.99939,3.55573) (0.0622481,0.218215) 0.169431 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.925951,5.19114) (-0.0346263,0.840384) 0.208738 (0.900002,5.82137) 1.57705 1.61198 (0.526235,2.70086) (-0.0331804,0.095781) 0.21032 (2.01107,3.59663) (0.0467428,0.163596) 0.169431 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.919464,5.3487) (-0.0259499,0.630214) 0.208738 (0.900002,5.82137) 1.57705 1.61195 (0.517942,2.7248) (-0.0331748,0.095783) 0.21032 (2.01985,3.62732) (0.0351038,0.122744) 0.169431 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
