timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.17876,1.0988) (0,0) 0.137514 (0.900002,5.82137) 1.80274 0 (0.553971,2.28335) (0,0) 0.141058 (0.862473,2.37966) (0,0) 0.172958 (1.24128,2.29073) (0,0) 0.159581 (1.58478,2.26709) (0,0) 0.18684 (0,1.0988) (0,0) 0.3 (2.1,1.0988) (0,0) 0.3
0.25 (1.16404,1.34836) (-0.0588957,0.998261) 0.137514 (0.900002,5.82137) 1.80274 1.62973 (0.53738,2.32589) (-0.0663654,0.170132) 0.141058 (0.840371,2.44969) (-0.0884078,0.280128) 0.172958 (1.24039,2.29311) (-0.00357794,0.00951133) 0.159581 (1.60466,2.3533) (0.0795078,0.344829) 0.18684 (0,1.34836) (0,0) 0.3 (2.1,1.34836) (0,0) 0.3
0.5 (1.12751,1.59262) (-0.146109,0.977021) 0.137514 (0.900002,5.82137) 1.80274 1.71924 (0.52079,2.36842) (-0.0663619,0.170133) 0.141058 (0.811909,2.51739) (-0.113848,0.270788) 0.172958 (1.2543,2.32963) (0.055632,0.146093) 0.159581 (1.62454,2.43951) (0.0795144,0.344827) 0.18684 (0,1.59262) (0,0) 0.3 (2.1,1.59262) (0,0) 0.3
0.75 (1.09461,1.82194) (-0.131605,0.917279) 0.137514 (0.900002,5.82137) 1.80274 1.7133 (0.504198,2.41095) (-0.0663673,0.170131) 0.141058 (0.779307,2.58319) (-0.130408,0.263214) 0.172958 (1.27803,2.37309) (0.0949317,0.173847) 0.159581 (1.64441,2.52571) (0.0795064,0.344829) 0.18684 (0,1.82194) (0,0) 0.3 (2.1,1.82194) (0,0) 0.3
1 (1.06599,2.06805) (-0.114466,0.98446) 0.137514 (0.900002,5.82137) 1.80274 1.68655 (0.487607,2.45348) (-0.0663644,0.170132) 0.141058 (0.74391,2.64753) (-0.141587,0.257373) 0.172958 (1.30176,2.41656) (0.0949261,0.173851) 0.159581 (1.66429,2.61192) (0.0795181,0.344826) 0.18684 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.04386,2.31567) (-0.0885164,0.990461) 0.137514 (0.900002,5.82137) 1.80274 1.65993 (0.471017,2.49602) (-0.0663585,0.170135) 0.141058 (0.706964,2.711) (-0.147785,0.253865) 0.172958 (1.32549,2.46002) (0.0949313,0.173848) 0.159581 (1.68417,2.69813) (0.0795097,0.344828) 0.18684 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.03192,2.56526) (-0.0477885,0.99836) 0.137514 (0.900002,5.82137) 1.80274 1.61863 (0.454421,2.53855) (-0.0663829,0.170125) 0.141058 (0.670016,2.77446) (-0.147791,0.253861) 0.172958 (1.34923,2.50348) (0.0949257,0.173851) 0.159581 (1.70405,2.78433) (0.0795156,0.344827) 0.18684 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.02181,2.81504) (-0.0404437,0.999131) 0.137514 (0.900002,5.82137) 1.80274 1.61125 (0.437827,2.58108) (-0.0663768,0.170128) 0.141058 (0.633065,2.83793) (-0.147805,0.253853) 0.172958 (1.37296,2.54694) (0.0949302,0.173848) 0.159581 (1.72392,2.87054) (0.0795009,0.34483) 0.18684 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.0117,3.06484) (-0.0404247,0.999215) 0.137514 (0.900002,5.82137) 1.80274 1.61123 (0.421234,2.62361) (-0.0663735,0.170129) 0.141058 (0.596117,2.90139) (-0.147792,0.253861) 0.172958 (1.39669,2.59041) (0.0949179,0.173855) 0.159581 (1.74379,2.95675) (0.0794814,0.344835) 0.18684 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.00159,3.31463) (-0.0404261,0.999165) 0.137514 (0.900002,5.82137) 1.80274 1.61123 (0.40464,2.66615) (-0.0663762,0.170128) 0.141058 (0.55917,2.96486) (-0.147785,0.253865) 0.172958 (1.42042,2.63387) (0.0949295,0.173849) 0.159581 (1.76367,3.04296) (0.0794915,0.344833) 0.18684 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.991481,3.56442) (-0.0404496,0.999165) 0.137514 (0.900002,5.82137) 1.80274 1.61126 (0.388049,2.70868) (-0.0663628,0.170133) 0.141058 (0.522226,3.02833) (-0.147777,0.253869) 0.172958 (1.44415,2.67733) (0.0949295,0.173849) 0.159581 (1.78355,3.12916) (0.079514,0.344827) 0.18684 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
