timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.03137,1.36108) (0,0) 0.121378 (0.900002,5.82137) 1.78852 0 (0.484433,2.37956) (0,0) 0.161545 (0.776344,2.21201) (0,0) 0.168398 (1.45611,2.26211) (0,0) 0.147767 (1.56545,2.39219) (0,0) 0.136937 (0,1.36108) (0,0) 0.3 (2.1,1.36108) (0,0) 0.3
0.25 (1.03717,1.37844) (0.0231944,0.0694367) 0.121378 (0.900002,5.82137) 1.78852 1.24841 (0.463535,2.43807) (-0.0835917,0.234019) 0.161545 (0.784441,2.22645) (0.0323873,0.0577594) 0.168398 (1.43023,2.23345) (-0.103559,-0.114645) 0.147767 (1.58269,2.45678) (0.0689603,0.258356) 0.136937 (0,1.37844) (0,0) 0.3 (2.1,1.37844) (0,0) 0.3
0.5 (1.06924,1.41629) (0.128291,0.151378) 0.121378 (0.900002,5.82137) 1.78852 0.867763 (0.442635,2.49657) (-0.0835999,0.234016) 0.161545 (0.780552,2.26621) (-0.0155546,0.159025) 0.168398 (1.41641,2.22351) (-0.0552754,-0.0397797) 0.147767 (1.59993,2.52137) (0.0689721,0.258353) 0.136937 (0,1.41629) (0,0) 0.3 (2.1,1.41629) (0,0) 0.3
0.75 (1.18712,1.55487) (0.471523,0.554335) 0.121378 (0.900002,5.82137) 1.78852 0.865948 (0.421735,2.55508) (-0.0836002,0.234016) 0.161545 (0.76402,2.30257) (-0.0661261,0.145458) 0.168398 (1.42773,2.24821) (0.0452915,0.098813) 0.147767 (1.61717,2.58596) (0.0689603,0.258356) 0.136937 (0,1.55487) (0,0) 0.3 (2.1,1.55487) (0,0) 0.3
1 (1.3001,1.69285) (0.451915,0.551926) 0.121378 (0.900002,5.82137) 1.78852 0.884699 (0.400833,2.61358) (-0.0836059,0.234014) 0.161545 (0.747488,2.33894) (-0.0661284,0.145457) 0.168398 (1.4587,2.29069) (0.123876,0.169903) 0.147767 (1.63441,2.65055) (0.068959,0.258356) 0.136937 (0,1.69285) (0,0) 0.3 (2.1,1.69285) (0,0) 0.3
1.25 (1.40968,1.82688) (0.438335,0.536111) 0.121378 (0.900002,5.82137) 1.78852 0.885404 (0.379934,2.67208) (-0.0835948,0.234018) 0.161545 (0.730957,2.3753) (-0.0661261,0.145458) 0.168398 (1.50233,2.34791) (0.174529,0.228892) 0.147767 (1.65165,2.71514) (0.068962,0.258355) 0.136937 (0,1.82688) (0,0) 0.3 (2.1,1.82688) (0,0) 0.3
1.5 (1.51566,1.95671) (0.423921,0.519325) 0.121378 (0.900002,5.82137) 1.78852 0.8862 (0.35904,2.73059) (-0.0835792,0.234023) 0.161545 (0.714425,2.41167) (-0.0661276,0.145458) 0.168398 (1.55351,2.41718) (0.204712,0.27709) 0.147767 (1.6689,2.77972) (0.0689775,0.258351) 0.136937 (0,1.95671) (0,0) 0.3 (2.1,1.95671) (0,0) 0.3
1.75 (1.61756,2.08373) (0.407571,0.508062) 0.121378 (0.900002,5.82137) 1.78852 0.894712 (0.338144,2.78909) (-0.0835841,0.234022) 0.161545 (0.697893,2.44803) (-0.0661282,0.145457) 0.168398 (1.60012,2.48961) (0.186441,0.289699) 0.147767 (1.68614,2.84431) (0.0689566,0.258357) 0.136937 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.71499,2.21204) (0.389716,0.513241) 0.121378 (0.900002,5.82137) 1.78852 0.921355 (0.317245,2.8476) (-0.0835961,0.234017) 0.161545 (0.681362,2.4844) (-0.0661215,0.14546) 0.168398 (1.644,2.56372) (0.175529,0.296438) 0.147767 (1.70338,2.9089) (0.0689572,0.258357) 0.136937 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.8084,2.34324) (0.373677,0.524823) 0.121378 (0.900002,5.82137) 1.78852 0.952057 (0.296343,2.9061) (-0.0836059,0.234014) 0.161545 (0.664828,2.52076) (-0.0661361,0.145454) 0.168398 (1.68628,2.63875) (0.169136,0.300132) 0.147767 (1.72061,2.97349) (0.0689448,0.25836) 0.136937 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.89851,2.4783) (0.360438,0.540234) 0.121378 (0.900002,5.82137) 1.78852 0.982433 (0.275443,2.96461) (-0.0835991,0.234016) 0.161545 (0.648296,2.55712) (-0.0661277,0.145458) 0.168398 (1.72763,2.7143) (0.165391,0.302211) 0.147767 (1.73785,3.03808) (0.068949,0.258359) 0.136937 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
