timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.02958,1.26465) (0,0) 0.188413 (0.900002,5.82137) 1.60571 0 (0.395662,2.34272) (0,0) 0.15403 (1.6198,2.35764) (0,0) 0.177124 (0,1.26465) (0,0) 0.3 (2.1,1.26465) (0,0) 0.3
0.25 (1.02248,1.51455) (-0.0284109,0.999588) 0.188413 (0.900002,5.82137) 1.60571 1.59921 (0.390088,2.40168) (-0.0222952,0.235848) 0.15403 (1.64527,2.43901) (0.101906,0.325497) 0.177124 (0,1.51455) (0,0) 0.3 (2.1,1.51455) (0,0) 0.3
0.5 (1.01537,1.76444) (-0.0284461,0.999568) 0.188413 (0.900002,5.82137) 1.60571 1.59925 (0.384519,2.46064) (-0.0222765,0.23585) 0.15403 (1.67074,2.52039) (0.101872,0.325508) 0.177124 (0,1.76444) (0,0) 0.3 (2.1,1.76444) (0,0) 0.3
0.75 (1.00825,2.01433) (-0.0284525,0.999562) 0.188413 (0.900002,5.82137) 1.60571 1.59925 (0.378953,2.51961) (-0.0222644,0.235851) 0.15403 (1.69622,2.60176) (0.101897,0.3255) 0.177124 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1 (1.00114,2.26424) (-0.0284398,0.999644) 0.188413 (0.900002,5.82137) 1.60571 1.59924 (0.373386,2.57857) (-0.0222677,0.235851) 0.15403 (1.72169,2.68314) (0.101892,0.325502) 0.177124 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (0.994042,2.51413) (-0.0284064,0.999545) 0.188413 (0.900002,5.82137) 1.60571 1.59921 (0.367815,2.63753) (-0.0222834,0.235849) 0.15403 (1.74717,2.76451) (0.101903,0.325498) 0.177124 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.986937,2.76403) (-0.0284173,0.999606) 0.188413 (0.900002,5.82137) 1.60571 1.59922 (0.362248,2.69649) (-0.0222673,0.235851) 0.15403 (1.77264,2.84588) (0.101916,0.325494) 0.177124 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.979831,3.01391) (-0.028423,0.999506) 0.188413 (0.900002,5.82137) 1.60571 1.59923 (0.356679,2.75546) (-0.0222758,0.23585) 0.15403 (1.79812,2.92726) (0.1019,0.325499) 0.177124 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.972725,3.26379) (-0.028425,0.999515) 0.188413 (0.900002,5.82137) 1.60571 1.59923 (0.351113,2.81442) (-0.0222624,0.235851) 0.15403 (1.8236,3.00863) (0.101906,0.325497) 0.177124 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.965636,3.51368) (-0.0283559,0.999564) 0.188413 (0.900002,5.82137) 1.60571 1.59916 (0.345545,2.87338) (-0.0222726,0.23585) 0.15403 (1.84907,3.09001) (0.101878,0.325506) 0.177124 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.95851,3.76357) (-0.0285056,0.999554) 0.188413 (0.900002,5.82137) 1.60571 1.59931 (0.339981,2.93234) (-0.0222584,0.235852) 0.15403 (1.87454,3.17139) (0.101885,0.325504) 0.177124 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.951409,4.01346) (-0.0284025,0.999595) 0.188413 (0.900002,5.82137) 1.60571 1.5992 (0.334409,2.99131) (-0.0222885,0.235849) 0.15403 (1.90002,3.25276) (0.101916,0.325494) 0.177124 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.944302,4.26338) (-0.0284296,0.999642) 0.188413 (0.900002,5.82137) 1.60571 1.59923 (0.328834,3.05027) (-0.0222973,0.235848) 0.15403 (1.92549,3.33413) (0.101911,0.325496) 0.177124 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.937209,4.51329) (-0.028371,0.999672) 0.188413 (0.900002,5.82137) 1.60571 1.59917 (0.323266,3.10923) (-0.0222737,0.23585) 0.15403 (1.95097,3.41551) (0.101902,0.325498) 0.177124 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.93009,4.76321) (-0.0284766,0.99968) 0.188413 (0.900002,5.82137) 1.60571 1.59927 (0.31769,3.16819) (-0.0223024,0.235847) 0.15403 (1.97476,3.49149) (0.0951795,0.303922) 0.177124 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.922971,5.01312) (-0.0284754,0.999646) 0.188413 (0.900002,5.82137) 1.60571 1.59927 (0.313324,3.21456) (-0.0174645,0.185453) 0.15403 (1.99262,3.54845) (0.0714098,0.227865) 0.177124 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.917234,5.21519) (-0.0229499,0.808245) 0.188413 (0.900002,5.82137) 1.60571 1.59918 (0.310052,3.24933) (-0.013087,0.139119) 0.15403 (2.00598,3.59119) (0.0534541,0.170921) 0.177124 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.912934,5.36671) (-0.0171983,0.606103) 0.188413 (0.900002,5.82137) 1.60571 1.59916 (0.3076,3.27541) (-0.00980962,0.104291) 0.15403 (2.01601,3.62324) (0.0401056,0.128204) 0.177124 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
