timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.07382,1.12319) (0,0) 0.124653 (0.900002,5.82137) 1.52733 0 (0.562107,2.35639) (0,0) 0.173442 (1.05323,2.34664) (0,0) 0.128118 (1.61279,2.21307) (0,0) 0.148831 (0,1.12319) (0,0) 0.3 (2.1,1.12319) (0,0) 0.3
0.25 (1.06459,1.37301) (-0.0369429,0.999263) 0.124653 (0.900002,5.82137) 1.52733 1.60775 (0.529041,2.44591) (-0.132267,0.358095) 0.173442 (1.04957,2.40088) (-0.0146629,0.216961) 0.128118 (1.63156,2.27653) (0.0750787,0.253844) 0.148831 (0,1.37301) (0,0) 0.3 (2.1,1.37301) (0,0) 0.3
0.5 (1.05535,1.62285) (-0.0369465,0.999366) 0.124653 (0.900002,5.82137) 1.52733 1.60775 (0.495978,2.53544) (-0.132251,0.358101) 0.173442 (1.02352,2.44859) (-0.104205,0.190862) 0.128118 (1.65033,2.33999) (0.0750786,0.253844) 0.148831 (0,1.62285) (0,0) 0.3 (2.1,1.62285) (0,0) 0.3
0.75 (1.0645,1.86755) (0.036571,0.978775) 0.124653 (0.900002,5.82137) 1.52733 1.53345 (0.462912,2.62496) (-0.132263,0.358096) 0.173442 (0.971157,2.46321) (-0.209442,0.0584919) 0.128118 (1.6691,2.40345) (0.0750766,0.253845) 0.148831 (0,1.86755) (0,0) 0.3 (2.1,1.86755) (0,0) 0.3
1 (1.07534,2.11129) (0.0433914,0.974979) 0.124653 (0.900002,5.82137) 1.52733 1.52632 (0.429856,2.71449) (-0.132224,0.35811) 0.173442 (0.918868,2.47809) (-0.209157,0.0595035) 0.128118 (1.68786,2.46692) (0.0750696,0.253847) 0.148831 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.08764,2.354) (0.0491778,0.970835) 0.124653 (0.900002,5.82137) 1.52733 1.52018 (0.396795,2.80401) (-0.132246,0.358103) 0.173442 (0.866671,2.49329) (-0.208787,0.0607869) 0.128118 (1.70663,2.53038) (0.075061,0.253849) 0.148831 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.10311,2.59442) (0.0618725,0.961693) 0.124653 (0.900002,5.82137) 1.52733 1.50655 (0.363733,2.89354) (-0.132245,0.358103) 0.173442 (0.81486,2.50975) (-0.207246,0.0658515) 0.128118 (1.7254,2.59384) (0.075075,0.253845) 0.148831 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.08742,2.84394) (-0.062735,0.998064) 0.124653 (0.900002,5.82137) 1.52733 1.63357 (0.330679,2.98307) (-0.132218,0.358113) 0.173442 (0.794626,2.56021) (-0.0809363,0.201833) 0.128118 (1.74416,2.6573) (0.0750586,0.25385) 0.148831 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.07172,3.09344) (-0.0628234,0.998026) 0.124653 (0.900002,5.82137) 1.52733 1.63366 (0.297626,3.0726) (-0.132211,0.358115) 0.173442 (0.774393,2.61067) (-0.0809329,0.201834) 0.128118 (1.76293,2.72076) (0.0750796,0.253844) 0.148831 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.05602,3.34295) (-0.0627803,0.998028) 0.124653 (0.900002,5.82137) 1.52733 1.63362 (0.271685,3.14286) (-0.103765,0.281042) 0.173442 (0.754159,2.66113) (-0.0809332,0.201834) 0.128118 (1.7817,2.78422) (0.0750851,0.253842) 0.148831 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.04032,3.59246) (-0.0628229,0.998049) 0.124653 (0.900002,5.82137) 1.52733 1.63366 (0.2522,3.19554) (-0.0779401,0.210742) 0.173442 (0.733923,2.71158) (-0.0809435,0.20183) 0.128118 (1.80047,2.84768) (0.0750805,0.253843) 0.148831 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.02461,3.84197) (-0.0628068,0.998013) 0.124653 (0.900002,5.82137) 1.52733 1.63365 (0.235598,3.23731) (-0.066408,0.167092) 0.173442 (0.713692,2.76204) (-0.0809265,0.201837) 0.128118 (1.81925,2.91114) (0.0750909,0.25384) 0.148831 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.00891,4.09146) (-0.0627981,0.997966) 0.124653 (0.900002,5.82137) 1.52733 1.63364 (0.219193,3.27081) (-0.0656202,0.134002) 0.173442 (0.693454,2.8125) (-0.0809526,0.201826) 0.128118 (1.83801,2.97461) (0.0750669,0.253847) 0.148831 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.993208,4.34096) (-0.0628238,0.998023) 0.124653 (0.900002,5.82137) 1.52733 1.63366 (0.202811,3.29451) (-0.0655248,0.0947886) 0.173442 (0.67322,2.86296) (-0.080936,0.201833) 0.128118 (1.85678,3.03807) (0.0750781,0.253844) 0.148831 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.977505,4.59046) (-0.0628123,0.997999) 0.124653 (0.900002,5.82137) 1.52733 1.63365 (0.192087,3.30707) (-0.0428978,0.0502225) 0.173442 (0.652984,2.91341) (-0.0809425,0.20183) 0.128118 (1.87555,3.10153) (0.0750891,0.253841) 0.148831 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.961793,4.83997) (-0.0628467,0.998022) 0.124653 (0.900002,5.82137) 1.52733 1.63368 (0.184712,3.31589) (-0.0295011,0.0353003) 0.173442 (0.632749,2.96387) (-0.08094,0.201831) 0.128118 (1.89432,3.16499) (0.0750606,0.253849) 0.148831 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.946339,5.08533) (-0.0618157,0.981437) 0.124653 (0.900002,5.82137) 1.52733 1.6337 (0.179235,3.32251) (-0.0219049,0.0264755) 0.173442 (0.612515,3.01433) (-0.0809344,0.201834) 0.128118 (1.9131,3.22845) (0.0751031,0.253837) 0.148831 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.934755,5.26934) (-0.0463379,0.736047) 0.124653 (0.900002,5.82137) 1.52733 1.63367 (0.174996,3.32741) (-0.0169564,0.0195929) 0.173442 (0.592283,3.06479) (-0.080928,0.201836) 0.128118 (1.92724,3.27625) (0.0565643,0.19122) 0.148831 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.5 (0.926082,5.40734) (-0.0346925,0.551982) 0.124653 (0.900002,5.82137) 1.52733 1.63356 (0.171584,3.33099) (-0.0136502,0.0143209) 0.173442 (0.572052,3.11525) (-0.0809247,0.201838) 0.128118 (1.93785,3.3121) (0.0424599,0.143384) 0.148831 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
