timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.18375,1.2848) (0,0) 0.176474 (0.900002,5.82137) 1.77956 0 (0.459468,2.27077) (0,0) 0.145638 (0.896312,2.36647) (0,0) 0.186125 (1.51606,2.20948) (0,0) 0.207646 (1.5281,2.3486) (0,0) 0.123225 (0,1.2848) (0,0) 0.3 (2.1,1.2848) (0,0) 0.3
0.25 (1.14839,1.3134) (-0.141455,0.114429) 0.176474 (0.900002,5.82137) 1.77956 2.46142 (0.431703,2.36386) (-0.111064,0.37236) 0.145638 (0.877739,2.43776) (-0.074294,0.285184) 0.186125 (1.48757,2.15865) (-0.113933,-0.203348) 0.207646 (1.55534,2.44392) (0.108967,0.381297) 0.123225 (0,1.3134) (0,0) 0.3 (2.1,1.3134) (0,0) 0.3
0.5 (1.11479,1.33336) (-0.134382,0.0798236) 0.176474 (0.900002,5.82137) 1.77956 2.60559 (0.403933,2.45695) (-0.111077,0.372356) 0.145638 (0.844638,2.50358) (-0.132404,0.263284) 0.186125 (1.48836,2.16075) (0.00313946,0.00839925) 0.207646 (1.58257,2.53925) (0.108907,0.381314) 0.123225 (0,1.33336) (0,0) 0.3 (2.1,1.33336) (0,0) 0.3
0.75 (1.08287,1.39744) (-0.127663,0.25634) 0.176474 (0.900002,5.82137) 1.77956 2.03286 (0.376165,2.55003) (-0.111074,0.372357) 0.145638 (0.806915,2.56687) (-0.150892,0.253142) 0.186125 (1.50435,2.21044) (0.0639798,0.198774) 0.207646 (1.6098,2.63458) (0.108932,0.381307) 0.123225 (0,1.39744) (0,0) 0.3 (2.1,1.39744) (0,0) 0.3
1 (1.01746,1.62628) (-0.261647,0.915344) 0.176474 (0.900002,5.82137) 1.77956 1.84922 (0.348398,2.64312) (-0.111067,0.372358) 0.145638 (0.769195,2.63016) (-0.15088,0.25315) 0.186125 (1.52349,2.27747) (0.0765433,0.268125) 0.207646 (1.63704,2.7299) (0.108953,0.381301) 0.123225 (0,1.62628) (0,0) 0.3 (2.1,1.62628) (0,0) 0.3
1.25 (1.01044,1.87618) (-0.0280826,0.999595) 0.176474 (0.900002,5.82137) 1.77956 1.59888 (0.320629,2.73621) (-0.111076,0.372356) 0.145638 (0.731473,2.69344) (-0.150887,0.253145) 0.186125 (1.54263,2.3445) (0.0765492,0.268123) 0.207646 (1.66428,2.82523) (0.108951,0.381301) 0.123225 (0,1.87618) (0,0) 0.3 (2.1,1.87618) (0,0) 0.3
1.5 (1.00345,2.12607) (-0.0279818,0.999578) 0.176474 (0.900002,5.82137) 1.77956 1.59878 (0.29286,2.8293) (-0.111076,0.372356) 0.145638 (0.69375,2.75673) (-0.150892,0.253143) 0.186125 (1.56176,2.41153) (0.0765386,0.268126) 0.207646 (1.69151,2.92055) (0.108946,0.381303) 0.123225 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.996462,2.376) (-0.0279353,0.999689) 0.176474 (0.900002,5.82137) 1.77956 1.59873 (0.265084,2.92239) (-0.111107,0.372347) 0.145638 (0.656026,2.82001) (-0.150897,0.25314) 0.186125 (1.58089,2.47857) (0.076529,0.268129) 0.207646 (1.71876,3.01588) (0.108979,0.381293) 0.123225 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.989465,2.6259) (-0.0279883,0.999603) 0.176474 (0.900002,5.82137) 1.77956 1.59879 (0.2373,3.01547) (-0.111133,0.372339) 0.145638 (0.618304,2.8833) (-0.150886,0.253146) 0.186125 (1.60003,2.5456) (0.0765253,0.26813) 0.207646 (1.746,3.1112) (0.108952,0.381301) 0.123225 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.982483,2.8758) (-0.027928,0.999596) 0.176474 (0.900002,5.82137) 1.77956 1.59873 (0.212083,3.10003) (-0.100869,0.338216) 0.145638 (0.580577,2.94658) (-0.150908,0.253133) 0.186125 (1.61916,2.61263) (0.0765246,0.26813) 0.207646 (1.77322,3.20653) (0.108902,0.381315) 0.123225 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.975486,3.1257) (-0.0279893,0.999599) 0.176474 (0.900002,5.82137) 1.77956 1.59879 (0.184472,3.17651) (-0.110443,0.30594) 0.145638 (0.542848,3.00987) (-0.150915,0.253129) 0.186125 (1.63829,2.67966) (0.0765303,0.268129) 0.207646 (1.80046,3.30186) (0.108945,0.381303) 0.123225 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
