timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.05179,1.3002) (0,0) 0.173743 (0.900002,5.82137) 1.75722 0 (0.626753,2.29245) (0,0) 0.130343 (1.0318,2.36494) (0,0) 0.177672 (1.69614,2.39088) (0,0) 0.164004 (0,1.3002) (0,0) 0.3 (2.1,1.3002) (0,0) 0.3
0.25 (1.04341,1.55004) (-0.0335042,0.999385) 0.173743 (0.900002,5.82137) 1.75722 1.60431 (0.605578,2.34435) (-0.0846999,0.207594) 0.130343 (1.01327,2.45377) (-0.074103,0.355325) 0.177672 (1.71663,2.46794) (0.0819575,0.308214) 0.164004 (0,1.55004) (0,0) 0.3 (2.1,1.55004) (0,0) 0.3
0.5 (1.0575,1.79129) (0.0563752,0.964988) 0.173743 (0.900002,5.82137) 1.75722 1.51244 (0.584402,2.39625) (-0.0847047,0.207592) 0.130343 (0.970104,2.53359) (-0.172677,0.319264) 0.177672 (1.73712,2.54499) (0.0819434,0.308217) 0.164004 (0,1.79129) (0,0) 0.3 (2.1,1.79129) (0,0) 0.3
0.75 (1.07384,2.0309) (0.0653583,0.958423) 0.173743 (0.900002,5.82137) 1.75722 1.50271 (0.563227,2.44814) (-0.0847014,0.207594) 0.130343 (0.923219,2.61128) (-0.187542,0.310765) 0.177672 (1.7576,2.62205) (0.081941,0.308218) 0.164004 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1 (1.08994,2.26988) (0.0643941,0.955954) 0.173743 (0.900002,5.82137) 1.75722 1.50354 (0.542053,2.50004) (-0.0846944,0.207597) 0.130343 (0.876333,2.68897) (-0.187542,0.310765) 0.177672 (1.77809,2.6991) (0.0819351,0.30822) 0.164004 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.10576,2.50814) (0.0632509,0.953026) 0.173743 (0.900002,5.82137) 1.75722 1.50453 (0.520875,2.55194) (-0.0847111,0.20759) 0.130343 (0.829448,2.76666) (-0.187542,0.310765) 0.177672 (1.79858,2.77615) (0.0819543,0.308215) 0.164004 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.12124,2.74557) (0.0619569,0.949713) 0.173743 (0.900002,5.82137) 1.75722 1.50565 (0.499698,2.60384) (-0.0847096,0.20759) 0.130343 (0.782562,2.84435) (-0.187542,0.310765) 0.177672 (1.81906,2.85321) (0.081941,0.308218) 0.164004 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.12294,2.99104) (0.00677774,0.981894) 0.173743 (0.900002,5.82137) 1.75722 1.56389 (0.478522,2.65574) (-0.0847017,0.207594) 0.130343 (0.74086,2.92494) (-0.166807,0.32237) 0.177672 (1.83955,2.93026) (0.0819556,0.308214) 0.164004 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.10333,3.24026) (-0.0784333,0.996884) 0.173743 (0.900002,5.82137) 1.75722 1.64931 (0.457347,2.70764) (-0.0847001,0.207594) 0.130343 (0.699155,3.00554) (-0.16682,0.322364) 0.177672 (1.86004,3.00732) (0.0819585,0.308213) 0.164004 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.08369,3.4895) (-0.0785572,0.996925) 0.173743 (0.900002,5.82137) 1.75722 1.64943 (0.436173,2.75953) (-0.0846961,0.207596) 0.130343 (0.65746,3.08613) (-0.166782,0.322383) 0.177672 (1.88052,3.08437) (0.0819219,0.308223) 0.164004 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.06407,3.73873) (-0.0785037,0.996942) 0.173743 (0.900002,5.82137) 1.75722 1.64938 (0.414998,2.81143) (-0.0847019,0.207594) 0.130343 (0.615756,3.16672) (-0.166815,0.322366) 0.177672 (1.90101,3.16142) (0.0819604,0.308213) 0.164004 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.04443,3.98796) (-0.0785321,0.996922) 0.173743 (0.900002,5.82137) 1.75722 1.64941 (0.393827,2.86333) (-0.0846835,0.207601) 0.130343 (0.574045,3.24731) (-0.166845,0.32235) 0.177672 (1.91817,3.22596) (0.068618,0.25816) 0.164004 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.02479,4.23717) (-0.078564,0.996856) 0.173743 (0.900002,5.82137) 1.75722 1.64945 (0.372659,2.91523) (-0.0846736,0.207605) 0.130343 (0.532346,3.3279) (-0.166798,0.322374) 0.177672 (1.93104,3.27438) (0.0514849,0.19368) 0.164004 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (1.00516,4.48639) (-0.0785237,0.996859) 0.173743 (0.900002,5.82137) 1.75722 1.64941 (0.351477,2.96713) (-0.0847256,0.207584) 0.130343 (0.490642,3.4085) (-0.166813,0.322367) 0.177672 (1.94069,3.3107) (0.0386273,0.145283) 0.164004 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.985507,4.73562) (-0.0786135,0.99692) 0.173743 (0.900002,5.82137) 1.75722 1.64949 (0.330303,3.01903) (-0.0846961,0.207596) 0.130343 (0.450427,3.4862) (-0.160862,0.310834) 0.177672 (1.94794,3.33795) (0.0289953,0.10899) 0.164004 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.965874,4.98486) (-0.0785303,0.996968) 0.173743 (0.900002,5.82137) 1.75722 1.6494 (0.309123,3.07093) (-0.0847203,0.207586) 0.130343 (0.419341,3.54799) (-0.124342,0.247134) 0.177672 (1.95336,3.35838) (0.0216766,0.0817303) 0.164004 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.949397,5.19399) (-0.0659105,0.836518) 0.173743 (0.900002,5.82137) 1.75722 1.64943 (0.28795,3.12282) (-0.084691,0.207598) 0.130343 (0.39558,3.60133) (-0.0950459,0.213386) 0.177672 (1.95743,3.37369) (0.0162605,0.0612104) 0.164004 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.93703,5.35084) (-0.0494671,0.627376) 0.173743 (0.900002,5.82137) 1.75722 1.64948 (0.266767,3.17472) (-0.0847348,0.20758) 0.130343 (0.381058,3.64857) (-0.0580852,0.188946) 0.177672 (1.96048,3.38519) (0.0122073,0.0460088) 0.164004 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
