timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.16944,1.35453) (0,0) 0.203757 (0.900002,5.82137) 1.5063 0 (0.697487,2.23769) (0,0) 0.193086 (0.978822,2.37921) (0,0) 0.216293 (1.43112,2.23651) (0,0) 0.191098 (0,1.35453) (0,0) 0.3 (2.1,1.35453) (0,0) 0.3
0.25 (1.13615,1.3781) (-0.133136,0.0942758) 0.203757 (0.900002,5.82137) 1.5063 2.52544 (0.651554,2.28819) (-0.183731,0.202015) 0.193086 (0.985548,2.47093) (0.0269006,0.366898) 0.216293 (1.45339,2.28544) (0.0890804,0.195696) 0.191098 (0,1.3781) (0,0) 0.3 (2.1,1.3781) (0,0) 0.3
0.5 (1.10453,1.45738) (-0.126479,0.317115) 0.203757 (0.900002,5.82137) 1.5063 1.95031 (0.62112,2.3493) (-0.121737,0.244433) 0.193086 (0.971146,2.56177) (-0.0576051,0.363345) 0.216293 (1.47565,2.33436) (0.0890695,0.195701) 0.191098 (0,1.45738) (0,0) 0.3 (2.1,1.45738) (0,0) 0.3
0.75 (1.06941,1.70275) (-0.140491,0.981461) 0.203757 (0.900002,5.82137) 1.5063 1.71298 (0.594388,2.41212) (-0.106927,0.251265) 0.193086 (0.941649,2.64888) (-0.117988,0.348449) 0.216293 (1.49792,2.38329) (0.0890784,0.195696) 0.191098 (0,1.70275) (0,0) 0.3 (2.1,1.70275) (0,0) 0.3
1 (1.06434,1.9508) (-0.0202984,0.992222) 0.203757 (0.900002,5.82137) 1.5063 1.59125 (0.567662,2.47494) (-0.106904,0.251274) 0.193086 (0.892622,2.7267) (-0.19611,0.311254) 0.216293 (1.52019,2.43221) (0.089084,0.195694) 0.191098 (0,1.9508) (0,0) 0.3 (2.1,1.9508) (0,0) 0.3
1.25 (1.06635,2.19612) (0.0080467,0.981284) 0.203757 (0.900002,5.82137) 1.5063 1.5626 (0.538007,2.53643) (-0.118619,0.245961) 0.193086 (0.841205,2.80295) (-0.205666,0.305024) 0.216293 (1.54246,2.48113) (0.0890782,0.195697) 0.191098 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.07193,2.43963) (0.0223299,0.974021) 0.203757 (0.900002,5.82137) 1.5063 1.54787 (0.503078,2.59508) (-0.139717,0.23462) 0.193086 (0.79072,2.87983) (-0.201942,0.307502) 0.216293 (1.56473,2.53006) (0.089081,0.195695) 0.191098 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.08062,2.68112) (0.0347474,0.965971) 0.203757 (0.900002,5.82137) 1.5063 1.53484 (0.46718,2.65315) (-0.143592,0.232268) 0.193086 (0.738873,2.95579) (-0.20739,0.303855) 0.216293 (1.587,2.57898) (0.089071,0.1957) 0.191098 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.09177,2.92033) (0.0446282,0.956839) 0.203757 (0.900002,5.82137) 1.5063 1.52419 (0.431591,2.71141) (-0.142356,0.233028) 0.193086 (0.685122,3.03042) (-0.215001,0.298518) 0.216293 (1.60927,2.62791) (0.089083,0.195694) 0.191098 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.0876,3.16744) (-0.0166826,0.988448) 0.203757 (0.900002,5.82137) 1.5063 1.58767 (0.396169,2.76976) (-0.141689,0.233434) 0.193086 (0.642965,3.11216) (-0.168631,0.326958) 0.216293 (1.63154,2.67683) (0.0890797,0.195696) 0.191098 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.06997,3.41682) (-0.0705447,0.997485) 0.203757 (0.900002,5.82137) 1.5063 1.6414 (0.372499,2.8338) (-0.0946792,0.256131) 0.193086 (0.600808,3.1939) (-0.168628,0.32696) 0.216293 (1.65381,2.72575) (0.0890792,0.195696) 0.191098 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
