timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.18787,1.26994) (0,0) 0.168377 (0.900002,5.82137) 1.81927 0 (0.446445,2.32208) (0,0) 0.212481 (0.815816,2.39559) (0,0) 0.16948 (1.25644,2.34674) (0,0) 0.13466 (1.58907,2.31143) (0,0) 0.215513 (0,1.26994) (0,0) 0.3 (2.1,1.26994) (0,0) 0.3
0.25 (1.17209,1.51945) (-0.0631258,0.998039) 0.168377 (0.900002,5.82137) 1.81927 1.63396 (0.432166,2.36961) (-0.0571177,0.190127) 0.212481 (0.812905,2.42391) (-0.0116448,0.113293) 0.16948 (1.24455,2.2896) (-0.0475648,-0.228539) 0.13466 (1.61004,2.40073) (0.0838824,0.357194) 0.215513 (0,1.51945) (0,0) 0.3 (2.1,1.51945) (0,0) 0.3
0.5 (1.16418,1.59704) (-0.0316259,0.310374) 0.168377 (0.900002,5.82137) 1.81927 1.67234 (0.417886,2.41714) (-0.0571199,0.190126) 0.212481 (0.804573,2.45114) (-0.0333266,0.108905) 0.16948 (1.2643,2.28786) (0.0789987,-0.00698249) 0.13466 (1.63101,2.49003) (0.0838667,0.357198) 0.215513 (0,1.59704) (0,0) 0.3 (2.1,1.59704) (0,0) 0.3
0.75 (1.15524,1.68217) (-0.0357936,0.340531) 0.168377 (0.900002,5.82137) 1.81927 1.67552 (0.403604,2.46467) (-0.0571271,0.190124) 0.212481 (0.79219,2.47677) (-0.0495339,0.102554) 0.16948 (1.28673,2.33054) (0.0896946,0.170738) 0.13466 (1.65198,2.57933) (0.0838824,0.357194) 0.215513 (0,1.68217) (0,0) 0.3 (2.1,1.68217) (0,0) 0.3
1 (1.14209,1.81637) (-0.0525903,0.536769) 0.168377 (0.900002,5.82137) 1.81927 1.66846 (0.389321,2.5122) (-0.0571318,0.190123) 0.212481 (0.778641,2.50182) (-0.0541951,0.100169) 0.16948 (1.34626,2.38413) (0.238149,0.214356) 0.13466 (1.67295,2.66863) (0.0838674,0.357198) 0.215513 (0,1.81637) (0,0) 0.3 (2.1,1.81637) (0,0) 0.3
1.25 (1.127,2.06592) (-0.0603363,0.998206) 0.168377 (0.900002,5.82137) 1.81927 1.63117 (0.375038,2.55973) (-0.0571332,0.190122) 0.212481 (0.765093,2.52686) (-0.0541907,0.100171) 0.16948 (1.41523,2.44901) (0.275862,0.259508) 0.13466 (1.69391,2.75793) (0.0838691,0.357197) 0.215513 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.11193,2.31548) (-0.0602995,0.998238) 0.168377 (0.900002,5.82137) 1.81927 1.63113 (0.360753,2.60726) (-0.0571395,0.19012) 0.212481 (0.751545,2.5519) (-0.054195,0.100169) 0.16948 (1.47307,2.52397) (0.23137,0.299853) 0.13466 (1.71488,2.84723) (0.0838559,0.357201) 0.215513 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.09685,2.56504) (-0.0603111,0.998257) 0.168377 (0.900002,5.82137) 1.81927 1.63114 (0.34647,2.65479) (-0.0571315,0.190123) 0.212481 (0.737997,2.57694) (-0.0541918,0.10017) 0.16948 (1.52219,2.60492) (0.196494,0.323781) 0.13466 (1.73584,2.93653) (0.0838492,0.357202) 0.215513 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.08174,2.81458) (-0.0604362,0.998172) 0.168377 (0.900002,5.82137) 1.81927 1.63127 (0.332187,2.70232) (-0.0571342,0.190122) 0.212481 (0.724448,2.60199) (-0.0541949,0.100169) 0.16948 (1.56516,2.68929) (0.171846,0.33751) 0.13466 (1.75681,3.02583) (0.0838787,0.357195) 0.215513 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.06664,3.06413) (-0.0603972,0.998194) 0.168377 (0.900002,5.82137) 1.81927 1.63123 (0.317902,2.74985) (-0.0571374,0.190121) 0.212481 (0.7109,2.62703) (-0.054192,0.10017) 0.16948 (1.6041,2.7756) (0.155788,0.345216) 0.13466 (1.77778,3.11513) (0.0838634,0.357199) 0.215513 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.05156,3.31368) (-0.0603261,0.998178) 0.168377 (0.900002,5.82137) 1.81927 1.63116 (0.303618,2.79738) (-0.0571364,0.190121) 0.212481 (0.697352,2.65207) (-0.0541936,0.100169) 0.16948 (1.64059,2.86297) (0.145939,0.349494) 0.13466 (1.79874,3.20443) (0.0838697,0.357197) 0.215513 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
