timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.17365,1.28309) (0,0) 0.144639 (0.900002,5.82137) 1.52432 0 (0.793807,2.37612) (0,0) 0.174036 (1.57226,2.31304) (0,0) 0.209821 (0,1.28309) (0,0) 0.3 (2.1,1.28309) (0,0) 0.3
0.25 (1.15858,1.53263) (-0.0602606,0.998182) 0.144639 (0.900002,5.82137) 1.52432 1.63109 (0.756098,2.45079) (-0.150836,0.29865) 0.174036 (1.58685,2.35634) (0.0583648,0.173228) 0.209821 (0,1.53263) (0,0) 0.3 (2.1,1.53263) (0,0) 0.3
0.5 (1.14352,1.78219) (-0.0602505,0.998236) 0.144639 (0.900002,5.82137) 1.52432 1.63108 (0.718394,2.52545) (-0.150816,0.29866) 0.174036 (1.60144,2.39965) (0.0583507,0.173233) 0.209821 (0,1.78219) (0,0) 0.3 (2.1,1.78219) (0,0) 0.3
0.75 (1.12848,2.03174) (-0.0601451,0.998207) 0.144639 (0.900002,5.82137) 1.52432 1.63098 (0.680691,2.60012) (-0.150813,0.298661) 0.174036 (1.61603,2.44296) (0.058373,0.173225) 0.209821 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1 (1.11343,2.2813) (-0.060223,0.998228) 0.144639 (0.900002,5.82137) 1.52432 1.63105 (0.642991,2.67478) (-0.150798,0.298669) 0.174036 (1.63063,2.48627) (0.0583651,0.173228) 0.209821 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.09839,2.53086) (-0.0601512,0.998237) 0.144639 (0.900002,5.82137) 1.52432 1.63098 (0.605287,2.74945) (-0.150815,0.29866) 0.174036 (1.64522,2.52957) (0.0583705,0.173226) 0.209821 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.08334,2.78041) (-0.0601799,0.998188) 0.144639 (0.900002,5.82137) 1.52432 1.63101 (0.567583,2.82411) (-0.150818,0.298659) 0.174036 (1.65981,2.57288) (0.0583734,0.173225) 0.209821 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.06829,3.02997) (-0.0602101,0.998256) 0.144639 (0.900002,5.82137) 1.52432 1.63104 (0.529876,2.89878) (-0.150825,0.298655) 0.174036 (1.6744,2.61619) (0.0583644,0.173228) 0.209821 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.05326,3.27953) (-0.0601135,0.998213) 0.144639 (0.900002,5.82137) 1.52432 1.63094 (0.492172,2.97344) (-0.15082,0.298658) 0.174036 (1.68899,2.65949) (0.0583582,0.17323) 0.209821 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.03822,3.52907) (-0.0601849,0.998199) 0.144639 (0.900002,5.82137) 1.52432 1.63102 (0.45447,3.04811) (-0.150806,0.298665) 0.174036 (1.70358,2.7028) (0.0583629,0.173229) 0.209821 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.02315,3.77862) (-0.0602653,0.998168) 0.144639 (0.900002,5.82137) 1.52432 1.6311 (0.416757,3.12277) (-0.150851,0.298642) 0.174036 (1.71818,2.74611) (0.0583704,0.173226) 0.209821 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.00811,4.02816) (-0.0601777,0.998169) 0.144639 (0.900002,5.82137) 1.52432 1.63101 (0.387619,3.1805) (-0.116553,0.230926) 0.174036 (1.73277,2.78941) (0.0583754,0.173224) 0.209821 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.993084,4.27769) (-0.0600871,0.998143) 0.144639 (0.900002,5.82137) 1.52432 1.63092 (0.365775,3.22375) (-0.087378,0.173014) 0.174036 (1.74736,2.83272) (0.0583507,0.173233) 0.209821 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.978036,4.52724) (-0.0601904,0.998188) 0.144639 (0.900002,5.82137) 1.52432 1.63102 (0.349394,3.25623) (-0.0655203,0.129904) 0.174036 (1.76195,2.87603) (0.0583687,0.173227) 0.209821 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.962984,4.77678) (-0.0602082,0.998155) 0.144639 (0.900002,5.82137) 1.52432 1.63104 (0.337105,3.28057) (-0.0491568,0.0973705) 0.174036 (1.77654,2.91933) (0.0583725,0.173225) 0.209821 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.947942,5.02634) (-0.0601688,0.998226) 0.144639 (0.900002,5.82137) 1.52432 1.631 (0.327882,3.29884) (-0.0368947,0.0730535) 0.174036 (1.79113,2.96264) (0.058363,0.173229) 0.209821 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.935942,5.2251) (-0.0479984,0.795036) 0.144639 (0.900002,5.82137) 1.52432 1.6311 (0.320959,3.31252) (-0.0276907,0.0547164) 0.174036 (1.80572,3.00595) (0.0583627,0.173229) 0.209821 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.926962,5.37416) (-0.03592,0.596266) 0.144639 (0.900002,5.82137) 1.52432 1.63097 (0.315759,3.32279) (-0.0208007,0.0410873) 0.174036 (1.82032,3.04925) (0.0583742,0.173225) 0.209821 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
