timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.18183,1.08805) (0,0) 0.167373 (0.900002,5.82137) 1.97699 0 (0.914567,2.20661) (0,0) 0.182336 (1.15515,2.28708) (0,0) 0.12874 (0,1.08805) (0,0) 0.3 (2.1,1.08805) (0,0) 0.3
0.25 (1.16698,1.33761) (-0.0593988,0.998227) 0.167373 (0.900002,5.82137) 1.97699 1.63023 (0.866402,2.27675) (-0.192661,0.28059) 0.182336 (1.20727,2.37086) (0.208472,0.335088) 0.12874 (0,1.33761) (0,0) 0.3 (2.1,1.33761) (0,0) 0.3
0.5 (1.15214,1.58717) (-0.0593851,0.998248) 0.167373 (0.900002,5.82137) 1.97699 1.63022 (0.826801,2.35207) (-0.1584,0.301261) 0.182336 (1.25938,2.45463) (0.208446,0.335104) 0.12874 (0,1.58717) (0,0) 0.3 (2.1,1.58717) (0,0) 0.3
0.75 (1.13727,1.83675) (-0.0594615,0.998329) 0.167373 (0.900002,5.82137) 1.97699 1.63029 (0.787201,2.42738) (-0.158404,0.301259) 0.182336 (1.31149,2.53841) (0.208445,0.335105) 0.12874 (0,1.83675) (0,0) 0.3 (2.1,1.83675) (0,0) 0.3
1 (1.1224,2.08633) (-0.0594687,0.998315) 0.167373 (0.900002,5.82137) 1.97699 1.6303 (0.747605,2.5027) (-0.158381,0.301271) 0.182336 (1.36361,2.62218) (0.208443,0.335106) 0.12874 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.10753,2.33589) (-0.0594802,0.998258) 0.167373 (0.900002,5.82137) 1.97699 1.63031 (0.708011,2.57802) (-0.158376,0.301274) 0.182336 (1.41572,2.70596) (0.208442,0.335107) 0.12874 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.09267,2.58546) (-0.0594674,0.998253) 0.167373 (0.900002,5.82137) 1.97699 1.6303 (0.66841,2.65333) (-0.158404,0.301259) 0.182336 (1.46783,2.78974) (0.208454,0.335099) 0.12874 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.07781,2.835) (-0.0594149,0.998176) 0.167373 (0.900002,5.82137) 1.97699 1.63025 (0.628809,2.72865) (-0.158405,0.301258) 0.182336 (1.51994,2.87351) (0.208457,0.335098) 0.12874 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.06293,3.08456) (-0.0595126,0.998235) 0.167373 (0.900002,5.82137) 1.97699 1.63034 (0.589211,2.80397) (-0.158392,0.301265) 0.182336 (1.57206,2.95729) (0.20845,0.335102) 0.12874 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.04808,3.33412) (-0.0594199,0.998244) 0.167373 (0.900002,5.82137) 1.97699 1.63025 (0.549619,2.87928) (-0.158368,0.301278) 0.182336 (1.62417,3.04106) (0.208466,0.335092) 0.12874 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.0332,3.58369) (-0.0595073,0.998283) 0.167373 (0.900002,5.82137) 1.97699 1.63034 (0.510014,2.9546) (-0.158418,0.301251) 0.182336 (1.67628,3.12484) (0.20842,0.33512) 0.12874 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.01833,3.83325) (-0.0594818,0.998221) 0.167373 (0.900002,5.82137) 1.97699 1.63031 (0.470409,3.02991) (-0.158422,0.30125) 0.182336 (1.72839,3.20861) (0.208468,0.33509) 0.12874 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.00348,4.08281) (-0.0593967,0.998262) 0.167373 (0.900002,5.82137) 1.97699 1.63023 (0.4308,3.10522) (-0.158433,0.301244) 0.182336 (1.7805,3.29239) (0.208436,0.33511) 0.12874 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.988641,4.33239) (-0.0593708,0.998299) 0.167373 (0.900002,5.82137) 1.97699 1.6302 (0.398139,3.1673) (-0.130647,0.248326) 0.182336 (1.83261,3.37617) (0.208438,0.335109) 0.12874 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
