timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (0.905304,1.06382) (0,0) 0.156178 (0.900002,5.82137) 1.70029 0 (0.840611,2.34789) (0,0) 0.170724 (1.07393,2.2488) (0,0) 0.196677 (0,1.06382) (0,0) 0.3 (2.1,1.06382) (0,0) 0.3
2.75 (0.932554,3.13353) (-0.0121573,0.99993) 0.156178 (0.900002,5.82137) 1.70029 1.58295 (0.578754,2.55226) (-0.0428659,0.123317) 0.170724 (1.32345,2.37622) (0.0556203,0.103374) 0.196677 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.929524,3.38351) (-0.0121191,0.999945) 0.156178 (0.900002,5.82137) 1.70029 1.58292 (0.568037,2.58309) (-0.0428667,0.123316) 0.170724 (1.33735,2.40207) (0.0556093,0.10338) 0.196677 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.92648,3.63351) (-0.0121739,0.999969) 0.156178 (0.900002,5.82137) 1.70029 1.58297 (0.557317,2.61392) (-0.0428811,0.123311) 0.170724 (1.35126,2.42791) (0.0556208,0.103374) 0.196677 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.923454,3.88348) (-0.0121072,0.999911) 0.156178 (0.900002,5.82137) 1.70029 1.5829 (0.546599,2.64475) (-0.042873,0.123314) 0.170724 (1.36516,2.45375) (0.0556217,0.103373) 0.196677 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.920436,4.13348) (-0.0120724,1) 0.156178 (0.900002,5.82137) 1.70029 1.58287 (0.53588,2.67558) (-0.0428737,0.123314) 0.170724 (1.37907,2.4796) (0.0556194,0.103374) 0.196677 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.917405,4.38349) (-0.0121206,1.00001) 0.156178 (0.900002,5.82137) 1.70029 1.58292 (0.525166,2.70641) (-0.0428544,0.123321) 0.170724 (1.39297,2.50544) (0.0556241,0.103372) 0.196677 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.914379,4.63347) (-0.0121059,0.999926) 0.156178 (0.900002,5.82137) 1.70029 1.5829 (0.51445,2.73724) (-0.0428642,0.123317) 0.170724 (1.40688,2.53128) (0.0556128,0.103378) 0.196677 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.5 (0.911358,4.88345) (-0.012085,0.999931) 0.156178 (0.900002,5.82137) 1.70029 1.58288 (0.503732,2.76807) (-0.0428741,0.123314) 0.170724 (1.42078,2.55713) (0.0556179,0.103375) 0.196677 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.75 (0.90852,5.11792) (-0.0113525,0.937899) 0.156178 (0.900002,5.82137) 1.70029 1.5829 (0.493014,2.7989) (-0.0428698,0.123315) 0.170724 (1.43468,2.58297) (0.0556142,0.103377) 0.196677 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
5 (0.906388,5.29381) (-0.00852782,0.703538) 0.156178 (0.900002,5.82137) 1.70029 1.58292 (0.482297,2.82972) (-0.0428683,0.123316) 0.170724 (1.44859,2.60882) (0.055619,0.103375) 0.196677 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
5.25 (0.904785,5.42571) (-0.0064095,0.527622) 0.156178 (0.900002,5.82137) 1.70029 1.58294 (0.471582,2.86055) (-0.042863,0.123318) 0.170724 (1.4625,2.63466) (0.0556256,0.103371) 0.196677 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
