timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.195,1.31049) (0,0) 0.13352 (0.900002,5.82137) 1.6944 0 (0.408331,2.21836) (0,0) 0.181638 (0.867543,2.37279) (0,0) 0.185472 (1.64753,2.31644) (0,0) 0.157938 (1.58832,2.30778) (0,0) 0.16217 (0,1.31049) (0,0) 0.3 (2.1,1.31049) (0,0) 0.3
0.25 (1.17868,1.55995) (-0.0652703,0.997862) 0.13352 (0.900002,5.82137) 1.6944 1.63611 (0.389254,2.28429) (-0.0763079,0.263728) 0.181638 (0.837622,2.45256) (-0.119687,0.319072) 0.185472 (1.69211,2.32719) (0.178309,0.0429949) 0.157938 (1.52969,2.30306) (-0.234518,-0.0188583) 0.16217 (0,1.55995) (0,0) 0.3 (2.1,1.55995) (0,0) 0.3
0.5 (1.15273,1.83942) (-0.103784,1.11786) 0.13352 (0.900002,5.82137) 1.6944 1.66337 (0.373461,2.35109) (-0.0631727,0.267179) 0.181638 (0.803725,2.53072) (-0.135588,0.312647) 0.185472 (1.73746,2.33395) (0.181415,0.0270424) 0.157938 (1.47137,2.29545) (-0.233297,-0.0304449) 0.16217 (0,1.83942) (0,0) 0.3 (2.1,1.83942) (0,0) 0.3
0.75 (1.11812,2.12729) (-0.13844,1.15149) 0.13352 (0.900002,5.82137) 1.6944 1.69045 (0.357671,2.41788) (-0.0631583,0.267183) 0.181638 (0.769219,2.60862) (-0.138023,0.311579) 0.185472 (1.75051,2.37791) (0.0522079,0.175832) 0.157938 (1.43368,2.33221) (-0.150746,0.147043) 0.16217 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1 (1.09003,2.3781) (-0.112381,1.00322) 0.13352 (0.900002,5.82137) 1.6944 1.68235 (0.341882,2.48468) (-0.063156,0.267183) 0.181638 (0.734387,2.68637) (-0.139327,0.310999) 0.185472 (1.75485,2.42356) (0.0173522,0.182597) 0.157938 (1.41899,2.38917) (-0.0587729,0.227816) 0.16217 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.07624,2.62772) (-0.0551453,0.998508) 0.13352 (0.900002,5.82137) 1.6944 1.62597 (0.326094,2.55148) (-0.0631535,0.267184) 0.181638 (0.699379,2.76404) (-0.140034,0.310681) 0.185472 (1.75918,2.46921) (0.0173395,0.182598) 0.157938 (1.41548,2.44788) (-0.0140361,0.234856) 0.16217 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.06246,2.87734) (-0.0550995,0.998477) 0.13352 (0.900002,5.82137) 1.6944 1.62592 (0.310308,2.61827) (-0.0631412,0.267187) 0.181638 (0.664274,2.84166) (-0.140421,0.310506) 0.185472 (1.76352,2.51486) (0.0173476,0.182597) 0.157938 (1.41804,2.50664) (0.0102472,0.235052) 0.16217 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.04869,3.12696) (-0.0551182,0.998488) 0.13352 (0.900002,5.82137) 1.6944 1.62594 (0.29452,2.68507) (-0.0631549,0.267183) 0.181638 (0.629116,2.91927) (-0.14063,0.310411) 0.185472 (1.76786,2.56051) (0.0173694,0.182595) 0.157938 (1.42389,2.56517) (0.0233884,0.23411) 0.16217 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.03492,3.37659) (-0.0550649,0.998498) 0.13352 (0.900002,5.82137) 1.6944 1.62589 (0.278728,2.75186) (-0.0631674,0.267181) 0.181638 (0.593928,2.99686) (-0.140754,0.310355) 0.185472 (1.7722,2.60616) (0.0173371,0.182598) 0.157938 (1.43153,2.62349) (0.0305813,0.233279) 0.16217 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.02114,3.62621) (-0.0550984,0.99847) 0.13352 (0.900002,5.82137) 1.6944 1.62592 (0.262946,2.81866) (-0.0631266,0.26719) 0.181638 (0.55872,3.07444) (-0.14083,0.310321) 0.185472 (1.77654,2.65181) (0.01737,0.182595) 0.157938 (1.44017,2.68167) (0.0345422,0.232726) 0.16217 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.00737,3.87582) (-0.0551044,0.998464) 0.13352 (0.900002,5.82137) 1.6944 1.62593 (0.247153,2.88545) (-0.0631743,0.267179) 0.181638 (0.523507,3.15201) (-0.140855,0.310309) 0.185472 (1.78088,2.69746) (0.0173518,0.182597) 0.157938 (1.44937,2.73977) (0.0367805,0.232382) 0.16217 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.993603,4.12545) (-0.0550615,0.998503) 0.13352 (0.900002,5.82137) 1.6944 1.62588 (0.231368,2.95225) (-0.0631386,0.267187) 0.181638 (0.488283,3.22959) (-0.140893,0.310292) 0.185472 (1.78522,2.74311) (0.0173477,0.182597) 0.157938 (1.45888,2.79781) (0.0380445,0.232179) 0.16217 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.979831,4.37507) (-0.05509,0.998476) 0.13352 (0.900002,5.82137) 1.6944 1.62591 (0.215576,3.01905) (-0.0631671,0.267181) 0.181638 (0.453058,3.30716) (-0.140899,0.310289) 0.185472 (1.78955,2.78875) (0.0173487,0.182597) 0.157938 (1.46857,2.85583) (0.0387755,0.232058) 0.16217 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.966036,4.6247) (-0.0551804,0.998523) 0.13352 (0.900002,5.82137) 1.6944 1.626 (0.199784,3.08584) (-0.0631676,0.267181) 0.181638 (0.417829,3.38473) (-0.140919,0.31028) 0.185472 (1.7939,2.8344) (0.0173713,0.182595) 0.157938 (1.47837,2.91382) (0.039211,0.231985) 0.16217 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.952251,4.87431) (-0.0551393,0.998442) 0.13352 (0.900002,5.82137) 1.6944 1.62597 (0.183986,3.15264) (-0.0631944,0.267174) 0.181638 (0.382596,3.4623) (-0.140933,0.310274) 0.185472 (1.79823,2.88005) (0.017328,0.182599) 0.157938 (1.48825,2.97181) (0.0394931,0.231937) 0.16217 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.939188,5.11106) (-0.0522504,0.947011) 0.13352 (0.900002,5.82137) 1.6944 1.62591 (0.172107,3.20286) (-0.0475142,0.200901) 0.181638 (0.347354,3.53986) (-0.140968,0.310258) 0.185472 (1.80256,2.9257) (0.0173455,0.182597) 0.157938 (1.49816,3.02978) (0.0396492,0.23191) 0.16217 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.929391,5.28863) (-0.0391899,0.71028) 0.13352 (0.900002,5.82137) 1.6944 1.62592 (0.163174,3.24054) (-0.0357317,0.150722) 0.181638 (0.298231,3.60947) (-0.19649,0.278431) 0.185472 (1.8069,2.97135) (0.0173617,0.182596) 0.157938 (1.5081,3.08776) (0.0397725,0.231889) 0.16217 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.922031,5.42183) (-0.0294381,0.53281) 0.13352 (0.900002,5.82137) 1.6944 1.62599 (0.156505,3.26882) (-0.0266762,0.113129) 0.181638 (0.253322,3.6629) (-0.179638,0.213736) 0.185472 (1.81124,3.017) (0.0173625,0.182596) 0.157938 (1.51807,3.14572) (0.0398921,0.231869) 0.16217 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
