timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (0.948661,1.07979) (0,0) 0.126014 (0.900002,5.82137) 1.90721 0 (0.411939,2.29362) (0,0) 0.209766 (1.3681,2.28245) (0,0) 0.210122 (0,1.07979) (0,0) 0.3 (2.1,1.07979) (0,0) 0.3
0.25 (0.946103,1.32979) (-0.0102343,0.999998) 0.126014 (0.900002,5.82137) 1.90721 1.58103 (0.402095,2.38707) (-0.0393736,0.37378) 0.209766 (1.40341,2.35729) (0.141229,0.299374) 0.210122 (0,1.32979) (0,0) 0.3 (2.1,1.32979) (0,0) 0.3
0.5 (0.943533,1.5798) (-0.0102779,1.00003) 0.126014 (0.900002,5.82137) 1.90721 1.58107 (0.39224,2.48051) (-0.0394199,0.373775) 0.209766 (1.43872,2.43213) (0.141263,0.299357) 0.210122 (0,1.5798) (0,0) 0.3 (2.1,1.5798) (0,0) 0.3
0.75 (0.940977,1.82978) (-0.0102233,0.999932) 0.126014 (0.900002,5.82137) 1.90721 1.58102 (0.382382,2.57395) (-0.0394344,0.373773) 0.209766 (1.47404,2.50697) (0.141261,0.299359) 0.210122 (0,1.82978) (0,0) 0.3 (2.1,1.82978) (0,0) 0.3
1 (0.938418,2.07978) (-0.0102372,1.00002) 0.126014 (0.900002,5.82137) 1.90721 1.58103 (0.372528,2.6674) (-0.0394138,0.373775) 0.209766 (1.50935,2.58181) (0.141264,0.299357) 0.210122 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (0.935858,2.32977) (-0.0102406,0.999923) 0.126014 (0.900002,5.82137) 1.90721 1.58104 (0.36268,2.76084) (-0.0393919,0.373778) 0.209766 (1.54467,2.65665) (0.141247,0.299365) 0.210122 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.933284,2.57974) (-0.0102941,0.999897) 0.126014 (0.900002,5.82137) 1.90721 1.58109 (0.352834,2.85428) (-0.0393852,0.373778) 0.209766 (1.57998,2.73149) (0.14126,0.299359) 0.210122 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.930735,2.82971) (-0.0101966,0.999894) 0.126014 (0.900002,5.82137) 1.90721 1.58099 (0.342981,2.94773) (-0.0394122,0.373775) 0.209766 (1.61529,2.80633) (0.141238,0.299369) 0.210122 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.928166,3.0797) (-0.0102769,0.999936) 0.126014 (0.900002,5.82137) 1.90721 1.58107 (0.333133,3.04117) (-0.0393898,0.373778) 0.209766 (1.6506,2.88118) (0.14123,0.299373) 0.210122 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.925599,3.32969) (-0.0102689,0.999986) 0.126014 (0.900002,5.82137) 1.90721 1.58107 (0.324914,3.11928) (-0.0328755,0.312416) 0.209766 (1.68591,2.95602) (0.141252,0.299363) 0.210122 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.923017,3.5797) (-0.0103279,1.00001) 0.126014 (0.900002,5.82137) 1.90721 1.58112 (0.318738,3.17785) (-0.024707,0.23428) 0.209766 (1.72123,3.03086) (0.141263,0.299358) 0.210122 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
