timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.10798,1.31424) (0,0) 0.152003 (0.900002,5.82137) 1.84627 0 (0.401945,2.35351) (0,0) 0.178426 (0.819022,2.37775) (0,0) 0.126823 (1.40339,2.2468) (0,0) 0.210827 (1.60439,2.29456) (0,0) 0.212737 (0,1.31424) (0,0) 0.3 (2.1,1.31424) (0,0) 0.3
0.25 (1.07518,1.34077) (-0.131195,0.106114) 0.152003 (0.900002,5.82137) 1.84627 2.46149 (0.382134,2.42815) (-0.0792424,0.298559) 0.178426 (0.811376,2.4608) (-0.0305851,0.332192) 0.126823 (1.36302,2.2166) (-0.161484,-0.120835) 0.210827 (1.64672,2.31422) (0.169309,0.0786152) 0.212737 (0,1.34077) (0,0) 0.3 (2.1,1.34077) (0,0) 0.3
0.5 (1.04402,1.2767) (-0.124635,-0.256288) 0.152003 (0.900002,5.82137) 1.84627 -2.02343 (0.362321,2.50278) (-0.0792531,0.298556) 0.178426 (0.793834,2.54234) (-0.0701689,0.326134) 0.126823 (1.32041,2.18964) (-0.170439,-0.107837) 0.210827 (1.69001,2.33164) (0.173168,0.0697058) 0.212737 (0,1.2767) (0,0) 0.3 (2.1,1.2767) (0,0) 0.3
0.75 (1.02804,1.24453) (-0.0639279,-0.128669) 0.152003 (0.900002,5.82137) 1.84627 -2.03191 (0.34251,2.57742) (-0.079242,0.298559) 0.178426 (0.771318,2.62264) (-0.0900628,0.32121) 0.126823 (1.29245,2.21745) (-0.111866,0.111263) 0.210827 (1.69762,2.37769) (0.0304447,0.184171) 0.212737 (0,1.24453) (0,0) 0.3 (2.1,1.24453) (0,0) 0.3
1 (1.02104,1.49441) (-0.0280029,0.999521) 0.152003 (0.900002,5.82137) 1.84627 1.59881 (0.322698,2.65206) (-0.0792485,0.298558) 0.178426 (0.746353,2.70221) (-0.0998617,0.3183) 0.126823 (1.27733,2.26555) (-0.0604662,0.192411) 0.210827 (1.70523,2.42373) (0.0304424,0.184172) 0.212737 (0,1.49441) (0,0) 0.3 (2.1,1.49441) (0,0) 0.3
1.25 (0.995926,1.74172) (-0.100446,0.989219) 0.152003 (0.900002,5.82137) 1.84627 1.67199 (0.302886,2.7267) (-0.0792502,0.298557) 0.178426 (0.720231,2.78142) (-0.104487,0.316812) 0.126823 (1.27701,2.31598) (-0.00126144,0.201686) 0.210827 (1.71285,2.46977) (0.0304706,0.184167) 0.212737 (0,1.74172) (0,0) 0.3 (2.1,1.74172) (0,0) 0.3
1.5 (0.968598,1.98844) (-0.109315,0.986882) 0.152003 (0.900002,5.82137) 1.84627 1.68111 (0.283074,2.80134) (-0.0792456,0.298558) 0.178426 (0.693619,2.86046) (-0.106448,0.316158) 0.126823 (1.28111,2.36623) (0.0163808,0.201022) 0.210827 (1.72046,2.51581) (0.0304692,0.184167) 0.212737 (0,1.98844) (0,0) 0.3 (2.1,1.98844) (0,0) 0.3
1.75 (0.94291,2.23536) (-0.102752,0.987677) 0.152003 (0.900002,5.82137) 1.84627 1.67446 (0.263269,2.87598) (-0.0792201,0.298565) 0.178426 (0.666574,2.93935) (-0.108181,0.31557) 0.126823 (1.28751,2.41625) (0.0256186,0.200055) 0.210827 (1.72808,2.56186) (0.0304598,0.184169) 0.212737 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.921961,2.48329) (-0.0837955,0.991736) 0.152003 (0.900002,5.82137) 1.84627 1.65509 (0.243285,2.95058) (-0.0799387,0.298374) 0.178426 (0.639702,3.0183) (-0.107488,0.315806) 0.126823 (1.2951,2.46609) (0.0303488,0.199392) 0.210827 (1.7357,2.6079) (0.0304626,0.184168) 0.212737 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.920317,2.73329) (-0.00657649,0.999996) 0.152003 (0.900002,5.82137) 1.84627 1.57737 (0.223206,3.02515) (-0.0803154,0.298272) 0.178426 (0.612921,3.09728) (-0.107124,0.31593) 0.126823 (1.30327,2.51585) (0.0326746,0.199024) 0.210827 (1.74331,2.65394) (0.0304436,0.184172) 0.212737 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.918654,2.9833) (-0.00665215,1.00002) 0.152003 (0.900002,5.82137) 1.84627 1.57745 (0.203041,3.09969) (-0.0806604,0.298179) 0.178426 (0.586223,3.17629) (-0.106792,0.316042) 0.126823 (1.3117,2.56556) (0.0337156,0.19885) 0.210827 (1.75092,2.69998) (0.0304555,0.18417) 0.212737 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
