timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.10048,1.33723) (0,0) 0.214198 (0.900002,5.82137) 1.94118 0 (0.542554,2.29339) (0,0) 0.186093 (1.70283,2.28902) (0,0) 0.137035 (0,1.33723) (0,0) 0.3 (2.1,1.33723) (0,0) 0.3
0.25 (1.08932,1.58698) (-0.0446584,0.999011) 0.214198 (0.900002,5.82137) 1.94118 1.61547 (0.533573,2.33267) (-0.0359212,0.15712) 0.186093 (1.70894,2.31451) (0.0244637,0.101928) 0.137035 (0,1.58698) (0,0) 0.3 (2.1,1.58698) (0,0) 0.3
0.5 (1.07815,1.83673) (-0.0446613,0.999003) 0.214198 (0.900002,5.82137) 1.94118 1.61547 (0.524596,2.37195) (-0.0359088,0.157123) 0.186093 (1.71506,2.33999) (0.0244665,0.101927) 0.137035 (0,1.83673) (0,0) 0.3 (2.1,1.83673) (0,0) 0.3
0.75 (1.06699,2.08649) (-0.0446417,0.999045) 0.214198 (0.900002,5.82137) 1.94118 1.61545 (0.515618,2.41123) (-0.0359147,0.157122) 0.186093 (1.72117,2.36547) (0.024457,0.101929) 0.137035 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1 (1.05581,2.33624) (-0.0447403,0.999015) 0.214198 (0.900002,5.82137) 1.94118 1.61555 (0.506638,2.45051) (-0.0359183,0.157121) 0.186093 (1.72729,2.39095) (0.0244575,0.101929) 0.137035 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.04465,2.58597) (-0.0446153,0.998917) 0.214198 (0.900002,5.82137) 1.94118 1.61543 (0.49766,2.4898) (-0.0359124,0.157122) 0.186093 (1.7334,2.41644) (0.0244522,0.10193) 0.137035 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.03349,2.83572) (-0.0446502,0.998981) 0.214198 (0.900002,5.82137) 1.94118 1.61546 (0.488679,2.52908) (-0.0359224,0.15712) 0.186093 (1.73952,2.44192) (0.0244544,0.10193) 0.137035 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.02231,3.08548) (-0.0447089,0.999031) 0.214198 (0.900002,5.82137) 1.94118 1.61552 (0.4797,2.56836) (-0.0359191,0.157121) 0.186093 (1.74563,2.4674) (0.0244541,0.10193) 0.137035 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.01115,3.33524) (-0.0446642,0.999033) 0.214198 (0.900002,5.82137) 1.94118 1.61547 (0.470722,2.60764) (-0.0359086,0.157123) 0.186093 (1.75174,2.49288) (0.0244581,0.101929) 0.137035 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.99998,3.58499) (-0.0446684,0.999016) 0.214198 (0.900002,5.82137) 1.94118 1.61548 (0.461744,2.64692) (-0.0359122,0.157122) 0.186093 (1.75786,2.51836) (0.0244603,0.101929) 0.137035 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.988824,3.83473) (-0.0446239,0.998984) 0.214198 (0.900002,5.82137) 1.94118 1.61544 (0.452766,2.6862) (-0.0359145,0.157122) 0.186093 (1.76397,2.54385) (0.0244538,0.10193) 0.137035 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.977663,4.08449) (-0.0446437,0.999028) 0.214198 (0.900002,5.82137) 1.94118 1.61545 (0.443786,2.72548) (-0.0359195,0.15712) 0.186093 (1.77009,2.56933) (0.024463,0.101928) 0.137035 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.966484,4.33425) (-0.0447148,0.999046) 0.214198 (0.900002,5.82137) 1.94118 1.61552 (0.434806,2.76476) (-0.0359191,0.157121) 0.186093 (1.7762,2.59481) (0.0244614,0.101928) 0.137035 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.955307,4.584) (-0.0447079,0.998989) 0.214198 (0.900002,5.82137) 1.94118 1.61552 (0.425827,2.80404) (-0.0359183,0.157121) 0.186093 (1.78232,2.62029) (0.0244553,0.10193) 0.137035 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.944145,4.83375) (-0.0446511,0.999003) 0.214198 (0.900002,5.82137) 1.94118 1.61546 (0.416848,2.84332) (-0.0359156,0.157121) 0.186093 (1.78843,2.64578) (0.0244561,0.10193) 0.137035 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.933107,5.08066) (-0.044152,0.987636) 0.214198 (0.900002,5.82137) 1.94118 1.61547 (0.407869,2.8826) (-0.035915,0.157121) 0.186093 (1.79455,2.67126) (0.0244709,0.101926) 0.137035 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.924832,5.26583) (-0.0330995,0.740692) 0.214198 (0.900002,5.82137) 1.94118 1.61545 (0.398891,2.92188) (-0.0359111,0.157122) 0.186093 (1.80066,2.69674) (0.0244596,0.101929) 0.137035 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
