timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.17932,1.30682) (0,0) 0.125789 (0.900002,5.82137) 1.98476 0 (0.420337,2.24243) (0,0) 0.196775 (0.890165,2.28907) (0,0) 0.195199 (1.68723,2.35517) (0,0) 0.164984 (1.56721,2.24857) (0,0) 0.180337 (0,1.30682) (0,0) 0.3 (2.1,1.30682) (0,0) 0.3
0.25 (1.1639,1.55635) (-0.0616824,0.998126) 0.125789 (0.900002,5.82137) 1.98476 1.63252 (0.404192,2.30564) (-0.0645835,0.252828) 0.196775 (0.880059,2.37059) (-0.0404235,0.326095) 0.195199 (1.72913,2.39239) (0.167617,0.148884) 0.164984 (1.52684,2.19978) (-0.161485,-0.195134) 0.180337 (0,1.55635) (0,0) 0.3 (2.1,1.55635) (0,0) 0.3
0.5 (1.16194,1.95643) (-0.0078612,1.60031) 0.125789 (0.900002,5.82137) 1.98476 1.57571 (0.388045,2.36885) (-0.0645866,0.252827) 0.196775 (0.860577,2.4504) (-0.077928,0.319217) 0.195199 (1.73566,2.44806) (0.0261125,0.222665) 0.164984 (1.48908,2.18616) (-0.151036,-0.0544925) 0.180337 (0,1.95643) (0,0) 0.3 (2.1,1.95643) (0,0) 0.3
0.75 (1.15565,2.30656) (-0.0251497,1.40049) 0.125789 (0.900002,5.82137) 1.98476 1.58875 (0.371899,2.43205) (-0.0645841,0.252828) 0.196775 (0.835918,2.52876) (-0.098637,0.313437) 0.195199 (1.74218,2.50372) (0.0260901,0.222668) 0.164984 (1.45724,2.21864) (-0.127391,0.129942) 0.180337 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1 (1.14038,2.55588) (-0.0610967,0.997289) 0.125789 (0.900002,5.82137) 1.98476 1.63198 (0.355756,2.49526) (-0.0645712,0.252831) 0.196775 (0.808594,2.60623) (-0.109294,0.309882) 0.195199 (1.74871,2.55939) (0.0260865,0.222668) 0.164984 (1.43405,2.27976) (-0.0927438,0.244461) 0.180337 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.12202,2.8052) (-0.0734176,0.997291) 0.125789 (0.900002,5.82137) 1.98476 1.64428 (0.339612,2.55847) (-0.0645775,0.252829) 0.196775 (0.779869,2.68319) (-0.1149,0.307848) 0.195199 (1.75523,2.61506) (0.0261045,0.222666) 0.164984 (1.41973,2.37216) (-0.0572937,0.3696) 0.180337 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.10367,3.05451) (-0.0733873,0.997231) 0.125789 (0.900002,5.82137) 1.98476 1.64425 (0.323469,2.62168) (-0.0645728,0.252831) 0.196775 (0.750394,2.75987) (-0.117899,0.306712) 0.195199 (1.76175,2.67072) (0.0260863,0.222668) 0.164984 (1.41501,2.46578) (-0.0188564,0.374466) 0.180337 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.08532,3.30383) (-0.0734152,0.997292) 0.125789 (0.900002,5.82137) 1.98476 1.64428 (0.307327,2.68489) (-0.0645667,0.252832) 0.196775 (0.720515,2.83639) (-0.119519,0.306084) 0.195199 (1.76828,2.72639) (0.0260959,0.222667) 0.164984 (1.41605,2.55951) (0.00414119,0.374917) 0.180337 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.06696,3.55316) (-0.0734281,0.997321) 0.125789 (0.900002,5.82137) 1.98476 1.64429 (0.291178,2.74809) (-0.0645938,0.252825) 0.196775 (0.690414,2.91282) (-0.120401,0.305738) 0.195199 (1.7748,2.78206) (0.0260866,0.222668) 0.164984 (1.42058,2.65313) (0.0181292,0.374502) 0.180337 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.04861,3.80249) (-0.0734231,0.997296) 0.125789 (0.900002,5.82137) 1.98476 1.64429 (0.275035,2.8113) (-0.0645742,0.25283) 0.196775 (0.660189,2.98921) (-0.120902,0.305541) 0.195199 (1.78133,2.83772) (0.0261069,0.222666) 0.164984 (1.42731,2.74662) (0.0269033,0.373974) 0.180337 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.03026,4.05181) (-0.073378,0.997293) 0.125789 (0.900002,5.82137) 1.98476 1.64424 (0.25889,2.87451) (-0.0645807,0.252829) 0.196775 (0.629896,3.06557) (-0.121172,0.305434) 0.195199 (1.78784,2.89339) (0.0260615,0.222671) 0.164984 (1.43548,2.84) (0.0327151,0.37351) 0.180337 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
