timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.1765,1.30327) (0,0) 0.161254 (0.900002,5.82137) 1.74549 0 (0.55492,2.30211) (0,0) 0.124037 (0.897902,2.30274) (0,0) 0.145895 (1.40091,2.26397) (0,0) 0.175801 (1.63979,2.20399) (0,0) 0.137026 (0,1.30327) (0,0) 0.3 (2.1,1.30327) (0,0) 0.3
0.25 (1.14074,1.3283) (-0.14305,0.100113) 0.161254 (0.900002,5.82137) 1.74549 2.53097 (0.530534,2.3634) (-0.0975432,0.245135) 0.124037 (0.896016,2.3352) (-0.00754212,0.12985) 0.145895 (1.39164,2.32518) (-0.0370692,0.244848) 0.175801 (1.68537,2.24893) (0.182333,0.17975) 0.137026 (0,1.3283) (0,0) 0.3 (2.1,1.3283) (0,0) 0.3
0.5 (1.12736,1.57794) (-0.0535147,0.998555) 0.161254 (0.900002,5.82137) 1.74549 1.62434 (0.50615,2.42468) (-0.0975367,0.245138) 0.124037 (0.880113,2.36356) (-0.0636119,0.113452) 0.145895 (1.4068,2.38521) (0.0606263,0.240102) 0.175801 (1.70997,2.30802) (0.0984069,0.236372) 0.137026 (0,1.57794) (0,0) 0.3 (2.1,1.57794) (0,0) 0.3
0.75 (1.12124,1.82704) (-0.0244685,0.99642) 0.161254 (0.900002,5.82137) 1.74549 1.59535 (0.481764,2.48596) (-0.0975455,0.245134) 0.124037 (0.856437,2.38585) (-0.0947043,0.0891573) 0.145895 (1.42647,2.44391) (0.0786801,0.234806) 0.175801 (1.73014,2.36877) (0.0806768,0.242995) 0.137026 (0,1.82704) (0,0) 0.3 (2.1,1.82704) (0,0) 0.3
1 (1.11512,2.07606) (-0.0244979,0.996041) 0.161254 (0.900002,5.82137) 1.74549 1.59539 (0.457376,2.54725) (-0.0975501,0.245132) 0.124037 (0.832761,2.40814) (-0.0947042,0.0891573) 0.145895 (1.44614,2.50261) (0.0786804,0.234806) 0.175801 (1.75031,2.42952) (0.0806766,0.242995) 0.137026 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.10899,2.32501) (-0.0245156,0.995811) 0.161254 (0.900002,5.82137) 1.74549 1.59541 (0.432987,2.60853) (-0.0975564,0.24513) 0.124037 (0.809085,2.43043) (-0.0947043,0.0891572) 0.145895 (1.46581,2.56131) (0.0787065,0.234797) 0.175801 (1.77047,2.49027) (0.0806504,0.243004) 0.137026 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.10286,2.57387) (-0.0245432,0.995457) 0.161254 (0.900002,5.82137) 1.74549 1.59545 (0.408599,2.66981) (-0.0975524,0.245131) 0.124037 (0.785409,2.45272) (-0.0947042,0.0891574) 0.145895 (1.4855,2.62001) (0.0787345,0.234788) 0.175801 (1.79063,2.55103) (0.0806224,0.243013) 0.137026 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.08727,2.82338) (-0.0623608,0.998037) 0.161254 (0.900002,5.82137) 1.74549 1.6332 (0.384207,2.73109) (-0.0975662,0.245126) 0.124037 (0.770283,2.48151) (-0.0605044,0.11514) 0.145895 (1.50519,2.6787) (0.0787608,0.234779) 0.175801 (1.81078,2.61178) (0.0805961,0.243022) 0.137026 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.07168,3.07289) (-0.0623483,0.998047) 0.161254 (0.900002,5.82137) 1.74549 1.63319 (0.359815,2.79237) (-0.0975695,0.245125) 0.124037 (0.75516,2.51029) (-0.0604916,0.115146) 0.145895 (1.52489,2.73739) (0.078789,0.23477) 0.175801 (1.83092,2.67254) (0.0805678,0.243031) 0.137026 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.05609,3.32241) (-0.0623493,0.998063) 0.161254 (0.900002,5.82137) 1.74549 1.63319 (0.335422,2.85366) (-0.0975702,0.245124) 0.124037 (0.740038,2.53908) (-0.0604885,0.115148) 0.145895 (1.54459,2.79608) (0.078815,0.234761) 0.175801 (1.85105,2.7333) (0.0805418,0.24304) 0.137026 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.04051,3.57191) (-0.0623205,0.998013) 0.161254 (0.900002,5.82137) 1.74549 1.63316 (0.31104,2.91494) (-0.097529,0.245141) 0.124037 (0.724914,2.56786) (-0.060496,0.115144) 0.145895 (1.5643,2.85477) (0.0788436,0.234751) 0.175801 (1.87118,2.79406) (0.0805132,0.24305) 0.137026 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
