timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (0.981406,1.31126) (0,0) 0.169249 (0.900002,5.82137) 1.66698 0 (0.609015,2.34545) (0,0) 0.122594 (1.19073,2.36005) (0,0) 0.151854 (1.50625,2.32437) (0,0) 0.140575 (0,1.31126) (0,0) 0.3 (2.1,1.31126) (0,0) 0.3
0.25 (0.976893,1.56122) (-0.0180491,0.999827) 0.169249 (0.900002,5.82137) 1.66698 1.58885 (0.598631,2.37067) (-0.041535,0.100856) 0.122594 (1.18126,2.43129) (-0.0379052,0.284951) 0.151854 (1.54475,2.41535) (0.153972,0.363926) 0.140575 (0,1.56122) (0,0) 0.3 (2.1,1.56122) (0,0) 0.3
0.5 (0.957899,1.80899) (-0.0759776,0.991095) 0.169249 (0.900002,5.82137) 1.66698 1.64731 (0.588248,2.39588) (-0.0415352,0.100855) 0.122594 (1.1865,2.50296) (0.0209855,0.286694) 0.151854 (1.58323,2.50633) (0.153949,0.363935) 0.140575 (0,1.80899) (0,0) 0.3 (2.1,1.80899) (0,0) 0.3
0.75 (0.938896,2.05683) (-0.0760128,0.99135) 0.169249 (0.900002,5.82137) 1.66698 1.64732 (0.577863,2.42109) (-0.041538,0.100854) 0.122594 (1.19175,2.57464) (0.0209854,0.286694) 0.151854 (1.62173,2.59731) (0.153975,0.363925) 0.140575 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1 (0.919909,2.30455) (-0.0759462,0.990867) 0.169249 (0.900002,5.82137) 1.66698 1.64729 (0.567477,2.44631) (-0.0415438,0.100852) 0.122594 (1.197,2.64631) (0.0209854,0.286694) 0.151854 (1.66022,2.68829) (0.153973,0.363925) 0.140575 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (0.900942,2.55212) (-0.0758688,0.990305) 0.169249 (0.900002,5.82137) 1.66698 1.64726 (0.557093,2.47152) (-0.0415374,0.100855) 0.122594 (1.20224,2.71798) (0.0209853,0.286694) 0.151854 (1.69872,2.77927) (0.153982,0.363922) 0.140575 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.881998,2.79953) (-0.0757778,0.989644) 0.169249 (0.900002,5.82137) 1.66698 1.64722 (0.546709,2.49674) (-0.0415368,0.100855) 0.122594 (1.20749,2.78966) (0.0209854,0.286694) 0.151854 (1.7372,2.87026) (0.153943,0.363938) 0.140575 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.883474,3.04953) (0.00590353,1) 0.169249 (0.900002,5.82137) 1.66698 1.56489 (0.536325,2.52195) (-0.0415335,0.100856) 0.122594 (1.18218,2.85692) (-0.101246,0.269041) 0.151854 (1.77568,2.96124) (0.153933,0.363942) 0.140575 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.884976,3.29952) (0.00600823,0.99994) 0.169249 (0.900002,5.82137) 1.66698 1.56479 (0.52594,2.54716) (-0.0415405,0.100853) 0.122594 (1.13166,2.90803) (-0.202059,0.204466) 0.151854 (1.81418,3.05222) (0.153987,0.363919) 0.140575 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.886464,3.5495) (0.00595194,0.999948) 0.169249 (0.900002,5.82137) 1.66698 1.56484 (0.515554,2.57238) (-0.041545,0.100851) 0.122594 (1.08115,2.95915) (-0.202061,0.204463) 0.151854 (1.85267,3.1432) (0.153971,0.363926) 0.140575 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.887952,3.79951) (0.00595529,1) 0.169249 (0.900002,5.82137) 1.66698 1.56484 (0.50517,2.59759) (-0.0415381,0.100854) 0.122594 (1.03063,3.01026) (-0.202069,0.204455) 0.151854 (1.88192,3.21229) (0.117002,0.27636) 0.140575 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.88945,4.0495) (0.00599225,0.99999) 0.169249 (0.900002,5.82137) 1.66698 1.5648 (0.494788,2.6228) (-0.0415278,0.100858) 0.122594 (0.980109,3.06137) (-0.202078,0.204446) 0.151854 (1.90386,3.26412) (0.0877334,0.207302) 0.140575 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.890929,4.29952) (0.00591484,1.00007) 0.169249 (0.900002,5.82137) 1.66698 1.56488 (0.484405,2.64802) (-0.0415317,0.100857) 0.122594 (0.929591,3.11249) (-0.202073,0.204452) 0.151854 (1.92031,3.30301) (0.0658063,0.155542) 0.140575 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.892417,4.54952) (0.00595362,0.999985) 0.169249 (0.900002,5.82137) 1.66698 1.56484 (0.47402,2.67323) (-0.0415376,0.100854) 0.122594 (0.879078,3.16361) (-0.202052,0.204473) 0.151854 (1.93264,3.33215) (0.0493159,0.116572) 0.140575 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.89392,4.7995) (0.00601118,0.999958) 0.169249 (0.900002,5.82137) 1.66698 1.56479 (0.463636,2.69845) (-0.0415369,0.100855) 0.122594 (0.828561,3.21472) (-0.202068,0.204457) 0.151854 (1.94189,3.35404) (0.0369976,0.0875587) 0.140575 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.895411,5.0495) (0.0059629,0.999975) 0.169249 (0.900002,5.82137) 1.66698 1.56483 (0.45325,2.72366) (-0.0415454,0.100851) 0.122594 (0.778047,3.26584) (-0.202056,0.204469) 0.151854 (1.94881,3.37044) (0.0276786,0.0656211) 0.140575 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.896564,5.24246) (0.00461081,0.771846) 0.169249 (0.900002,5.82137) 1.66698 1.56482 (0.442863,2.74887) (-0.0415464,0.100851) 0.122594 (0.727527,3.31695) (-0.20208,0.204444) 0.151854 (1.95402,3.38275) (0.0208414,0.0492151) 0.140575 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
