timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.03808,1.21541) (0,0) 0.186827 (0.900002,5.82137) 1.83723 0 (0.43476,2.27695) (0,0) 0.171748 (0.892729,2.34432) (0,0) 0.166697 (1.24267,2.33761) (0,0) 0.129364 (1.52567,2.23526) (0,0) 0.164512 (0,1.21541) (0,0) 0.3 (2.1,1.21541) (0,0) 0.3
0.25 (1.03057,1.46528) (-0.0300179,0.999474) 0.186827 (0.900002,5.82137) 1.83723 1.60082 (0.421611,2.32442) (-0.0525973,0.189871) 0.171748 (0.882526,2.39231) (-0.0408145,0.191956) 0.166697 (1.27354,2.42245) (0.123481,0.339364) 0.129364 (1.53777,2.26925) (0.0484212,0.135968) 0.164512 (0,1.46528) (0,0) 0.3 (2.1,1.46528) (0,0) 0.3
0.5 (1.03818,1.68523) (0.0304274,0.879815) 0.186827 (0.900002,5.82137) 1.83723 1.53623 (0.40846,2.37189) (-0.0526041,0.189869) 0.171748 (0.8588,2.43525) (-0.0949025,0.171775) 0.166697 (1.31596,2.50214) (0.169699,0.318776) 0.129364 (1.54696,2.30415) (0.0367573,0.139573) 0.164512 (0,1.68523) (0,0) 0.3 (2.1,1.68523) (0,0) 0.3
0.75 (1.0576,1.92825) (0.0776705,0.972078) 0.186827 (0.900002,5.82137) 1.83723 1.49106 (0.392753,2.41857) (-0.0628292,0.186735) 0.171748 (0.833084,2.47703) (-0.102862,0.16713) 0.166697 (1.36135,2.58019) (0.181545,0.312181) 0.129364 (1.55615,2.33904) (0.0367611,0.139573) 0.164512 (0,1.92825) (0,0) 0.3 (2.1,1.92825) (0,0) 0.3
1 (1.07981,2.16979) (0.0888547,0.966142) 0.186827 (0.900002,5.82137) 1.83723 1.47909 (0.374482,2.46431) (-0.0730825,0.182966) 0.171748 (0.806957,2.51856) (-0.104511,0.166104) 0.166697 (1.40674,2.65823) (0.181566,0.312169) 0.129364 (1.56534,2.37393) (0.0367567,0.139574) 0.164512 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.1041,2.40972) (0.0971638,0.959723) 0.186827 (0.900002,5.82137) 1.83723 1.4699 (0.354591,2.50937) (-0.0795639,0.180242) 0.171748 (0.780317,2.55976) (-0.106558,0.164798) 0.166697 (1.45212,2.73628) (0.181543,0.312182) 0.129364 (1.57453,2.40883) (0.0367611,0.139573) 0.164512 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.13226,2.64608) (0.112648,0.945446) 0.186827 (0.900002,5.82137) 1.83723 1.45221 (0.333482,2.55388) (-0.0844349,0.178012) 0.171748 (0.751555,2.5995) (-0.11505,0.158985) 0.166697 (1.49751,2.81432) (0.181537,0.312186) 0.129364 (1.58372,2.44372) (0.036752,0.139575) 0.164512 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.11404,2.89544) (-0.0729026,0.997414) 0.186827 (0.900002,5.82137) 1.83723 1.64376 (0.310441,2.59741) (-0.0921649,0.174135) 0.171748 (0.727454,2.64224) (-0.0964025,0.170937) 0.166697 (1.54289,2.89237) (0.181542,0.312183) 0.129364 (1.59291,2.47861) (0.0367566,0.139574) 0.164512 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.09579,3.14477) (-0.0729655,0.997348) 0.186827 (0.900002,5.82137) 1.83723 1.64383 (0.288812,2.64166) (-0.0865159,0.17701) 0.171748 (0.703349,2.68497) (-0.0964207,0.170927) 0.166697 (1.58828,2.97041) (0.181548,0.31218) 0.129364 (1.6021,2.51351) (0.0367653,0.139571) 0.164512 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.07755,3.39411) (-0.0729835,0.997337) 0.186827 (0.900002,5.82137) 1.83723 1.64384 (0.267842,2.68623) (-0.0838793,0.178274) 0.171748 (0.679245,2.7277) (-0.0964156,0.17093) 0.166697 (1.63368,3.04845) (0.181583,0.312159) 0.129364 (1.61129,2.5484) (0.0367623,0.139572) 0.164512 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.05932,3.64344) (-0.0729183,0.997326) 0.186827 (0.900002,5.82137) 1.83723 1.64378 (0.247129,2.73092) (-0.0828549,0.178753) 0.171748 (0.655142,2.77044) (-0.0964098,0.170933) 0.166697 (1.67907,3.12649) (0.181577,0.312163) 0.129364 (1.62048,2.58329) (0.0367594,0.139573) 0.164512 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.04108,3.89278) (-0.0729568,0.997379) 0.186827 (0.900002,5.82137) 1.83723 1.64381 (0.22646,2.77563) (-0.0826755,0.178836) 0.171748 (0.631036,2.81317) (-0.0964253,0.170924) 0.166697 (1.72169,3.19977) (0.170477,0.293107) 0.129364 (1.62967,2.61819) (0.0367509,0.139575) 0.164512 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.02286,4.1421) (-0.0728861,0.997286) 0.186827 (0.900002,5.82137) 1.83723 1.64375 (0.205725,2.82031) (-0.0829374,0.178714) 0.171748 (0.606995,2.85594) (-0.0961633,0.171072) 0.166697 (1.75364,3.25475) (0.127797,0.219905) 0.129364 (1.63886,2.65308) (0.0367629,0.139572) 0.164512 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (1.00462,4.39143) (-0.0729612,0.997292) 0.186827 (0.900002,5.82137) 1.83723 1.64383 (0.184908,2.86495) (-0.083268,0.178561) 0.171748 (0.583037,2.89875) (-0.0958324,0.171258) 0.166697 (1.77761,3.29596) (0.0959015,0.164869) 0.129364 (1.64805,2.68797) (0.036772,0.13957) 0.164512 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.986373,4.64078) (-0.0729818,0.997395) 0.186827 (0.900002,5.82137) 1.83723 1.64384 (0.164013,2.90955) (-0.0835819,0.178414) 0.171748 (0.559158,2.94161) (-0.0955183,0.171433) 0.166697 (1.7956,3.32691) (0.0719293,0.123781) 0.129364 (1.65724,2.72286) (0.0367634,0.139572) 0.164512 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.968145,4.89011) (-0.0729125,0.997345) 0.186827 (0.900002,5.82137) 1.83723 1.64377 (0.143043,2.95412) (-0.0838801,0.178274) 0.171748 (0.535353,2.98451) (-0.0952199,0.171599) 0.166697 (1.80959,3.35098) (0.0559746,0.0962658) 0.129364 (1.66643,2.75776) (0.0367581,0.139573) 0.164512 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.951112,5.12291) (-0.0681294,0.931186) 0.186827 (0.900002,5.82137) 1.83723 1.64383 (0.122002,2.99865) (-0.0841634,0.17814) 0.171748 (0.511619,3.02745) (-0.0949364,0.171756) 0.166697 (1.82181,3.37166) (0.0488691,0.0827298) 0.129364 (1.67562,2.79265) (0.0367498,0.139575) 0.164512 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.938335,5.2975) (-0.051111,0.698371) 0.186827 (0.900002,5.82137) 1.83723 1.64385 (0.100894,3.04316) (-0.0844324,0.178013) 0.171748 (0.487952,3.07042) (-0.0946671,0.171904) 0.166697 (1.8336,3.39062) (0.0471808,0.075828) 0.129364 (1.68481,2.82754) (0.0367693,0.13957) 0.164512 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
