timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.07872,1.3121) (0,0) 0.177024 (0.900002,5.82137) 1.52801 0 (0.432916,2.21244) (0,0) 0.172162 (1.02164,2.35973) (0,0) 0.194205 (1.49876,2.32122) (0,0) 0.171414 (0,1.3121) (0,0) 0.3 (2.1,1.3121) (0,0) 0.3
0.25 (1.06883,1.56189) (-0.0395659,0.99915) 0.177024 (0.900002,5.82137) 1.52801 1.61038 (0.414084,2.30228) (-0.0753266,0.359342) 0.172162 (0.996889,2.4339) (-0.099012,0.296674) 0.194205 (1.51113,2.35008) (0.049481,0.115416) 0.171414 (0,1.56189) (0,0) 0.3 (2.1,1.56189) (0,0) 0.3
0.5 (1.08109,1.80345) (0.0490312,0.966261) 0.177024 (0.900002,5.82137) 1.52801 1.5201 (0.395261,2.39212) (-0.0752923,0.359349) 0.172162 (0.926313,2.42573) (-0.282303,-0.0326786) 0.194205 (1.5235,2.37893) (0.0494796,0.115417) 0.171414 (0,1.80345) (0,0) 0.3 (2.1,1.80345) (0,0) 0.3
0.75 (1.09953,2.04155) (0.0737453,0.952394) 0.177024 (0.900002,5.82137) 1.52801 1.49352 (0.376442,2.48195) (-0.0752758,0.359352) 0.172162 (0.857026,2.44007) (-0.277151,0.0573688) 0.194205 (1.53586,2.40778) (0.0494765,0.115418) 0.171414 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1 (1.11768,2.27893) (0.0726238,0.949533) 0.177024 (0.900002,5.82137) 1.52801 1.49446 (0.357618,2.57179) (-0.0752958,0.359348) 0.172162 (0.796021,2.47554) (-0.244019,0.141878) 0.194205 (1.54823,2.43664) (0.0494701,0.115421) 0.171414 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.1355,2.51544) (0.071256,0.946044) 0.177024 (0.900002,5.82137) 1.52801 1.49562 (0.33879,2.66163) (-0.0753131,0.359345) 0.172162 (0.739879,2.52341) (-0.224567,0.191492) 0.194205 (1.5606,2.46549) (0.0494797,0.115417) 0.171414 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.11773,2.76481) (-0.0710491,0.997482) 0.177024 (0.900002,5.82137) 1.52801 1.6419 (0.319964,2.75146) (-0.0753052,0.359346) 0.172162 (0.714517,2.59737) (-0.101449,0.295849) 0.194205 (1.57297,2.49435) (0.0494801,0.115416) 0.171414 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.09996,3.01418) (-0.0710722,0.997474) 0.177024 (0.900002,5.82137) 1.52801 1.64193 (0.301136,2.8413) (-0.0753116,0.359345) 0.172162 (0.689152,2.67134) (-0.101458,0.295846) 0.194205 (1.58534,2.5232) (0.0494777,0.115417) 0.171414 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.0822,3.26357) (-0.0710782,0.997567) 0.177024 (0.900002,5.82137) 1.52801 1.64193 (0.282322,2.93114) (-0.075256,0.359356) 0.172162 (0.663791,2.7453) (-0.101445,0.295851) 0.194205 (1.59771,2.55206) (0.0494765,0.115418) 0.171414 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.06444,3.51293) (-0.0710045,0.997412) 0.177024 (0.900002,5.82137) 1.52801 1.64187 (0.263492,3.02098) (-0.0753211,0.359343) 0.172162 (0.638426,2.81926) (-0.101458,0.295846) 0.194205 (1.61008,2.58091) (0.0494763,0.115418) 0.171414 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.04667,3.76232) (-0.0710966,0.997562) 0.177024 (0.900002,5.82137) 1.52801 1.64195 (0.245376,3.10528) (-0.0724644,0.337199) 0.172162 (0.61306,2.89322) (-0.101464,0.295844) 0.194205 (1.62245,2.60977) (0.0494804,0.115416) 0.171414 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.0289,4.0117) (-0.0710612,0.997535) 0.177024 (0.900002,5.82137) 1.52801 1.64191 (0.222981,3.18403) (-0.0895783,0.315031) 0.172162 (0.5877,2.96718) (-0.101441,0.295852) 0.194205 (1.63482,2.63862) (0.0494904,0.115412) 0.171414 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.01116,4.26106) (-0.0709912,0.997433) 0.177024 (0.900002,5.82137) 1.52801 1.64185 (0.191363,3.25131) (-0.126471,0.269112) 0.172162 (0.562339,3.04115) (-0.101446,0.29585) 0.194205 (1.64719,2.66747) (0.0494756,0.115418) 0.171414 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.993395,4.51045) (-0.0710482,0.997567) 0.177024 (0.900002,5.82137) 1.52801 1.6419 (0.157563,3.28218) (-0.1352,0.123484) 0.172162 (0.536974,3.11511) (-0.101458,0.295846) 0.194205 (1.65956,2.69633) (0.0494862,0.115414) 0.171414 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.975635,4.75981) (-0.071039,0.997416) 0.177024 (0.900002,5.82137) 1.52801 1.6419 (0.130669,3.29743) (-0.107575,0.0610061) 0.172162 (0.511618,3.18907) (-0.101424,0.295858) 0.194205 (1.67193,2.72518) (0.0494885,0.115413) 0.171414 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.957862,5.00917) (-0.0710906,0.997474) 0.177024 (0.900002,5.82137) 1.52801 1.64195 (0.108487,3.30716) (-0.0887281,0.0389028) 0.172162 (0.486255,3.26303) (-0.101454,0.295848) 0.194205 (1.68431,2.75403) (0.0494843,0.115415) 0.171414 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.943374,5.21222) (-0.0579531,0.812182) 0.177024 (0.900002,5.82137) 1.52801 1.64203 (0.0904248,3.3126) (-0.0722503,0.0217485) 0.172162 (0.460894,3.337) (-0.101444,0.295851) 0.194205 (1.69667,2.78289) (0.0494759,0.115418) 0.171414 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.932535,5.36453) (-0.0433586,0.609225) 0.177024 (0.900002,5.82137) 1.52801 1.64185 (0.0776477,3.31388) (-0.0511083,0.00511442) 0.172162 (0.435538,3.41096) (-0.101422,0.295859) 0.194205 (1.70904,2.81174) (0.0494747,0.115419) 0.171414 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
