timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.17803,1.10733) (0,0) 0.145065 (0.900002,5.82137) 1.8762 0 (0.490246,2.25732) (0,0) 0.188391 (1.40489,2.38199) (0,0) 0.167392 (0,1.10733) (0,0) 0.3 (2.1,1.10733) (0,0) 0.3
0.25 (1.16329,1.3569) (-0.0589662,0.998262) 0.145065 (0.900002,5.82137) 1.8762 1.6298 (0.479981,2.31654) (-0.0410605,0.2369) 0.188391 (1.42247,2.41865) (0.0703201,0.146636) 0.167392 (0,1.3569) (0,0) 0.3 (2.1,1.3569) (0,0) 0.3
0.5 (1.14858,1.60647) (-0.0588558,0.998287) 0.145065 (0.900002,5.82137) 1.8762 1.62969 (0.46971,2.37577) (-0.0410815,0.236896) 0.188391 (1.44005,2.45531) (0.070313,0.14664) 0.167392 (0,1.60647) (0,0) 0.3 (2.1,1.60647) (0,0) 0.3
0.75 (1.13385,1.85604) (-0.0589126,0.998277) 0.145065 (0.900002,5.82137) 1.8762 1.62974 (0.45944,2.43499) (-0.0410803,0.236897) 0.188391 (1.45763,2.49197) (0.0703113,0.146641) 0.167392 (0,1.85604) (0,0) 0.3 (2.1,1.85604) (0,0) 0.3
1 (1.11913,2.10562) (-0.0588808,0.998343) 0.145065 (0.900002,5.82137) 1.8762 1.62971 (0.449174,2.49422) (-0.0410658,0.236899) 0.188391 (1.47521,2.52863) (0.0703157,0.146639) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.10442,2.35519) (-0.0588319,0.998286) 0.145065 (0.900002,5.82137) 1.8762 1.62966 (0.438909,2.55344) (-0.0410609,0.2369) 0.188391 (1.49279,2.56529) (0.0703125,0.14664) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.08972,2.60475) (-0.058797,0.998239) 0.145065 (0.900002,5.82137) 1.8762 1.62963 (0.428641,2.61267) (-0.0410724,0.236898) 0.188391 (1.51036,2.60195) (0.0703065,0.146643) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.075,2.85432) (-0.0588767,0.998274) 0.145065 (0.900002,5.82137) 1.8762 1.62971 (0.418374,2.67189) (-0.0410671,0.236899) 0.188391 (1.52794,2.63861) (0.0703179,0.146637) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.06029,3.10388) (-0.0588434,0.998228) 0.145065 (0.900002,5.82137) 1.8762 1.62968 (0.408105,2.73112) (-0.0410737,0.236898) 0.188391 (1.54552,2.67527) (0.0703025,0.146645) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.04557,3.35345) (-0.0588901,0.998271) 0.145065 (0.900002,5.82137) 1.8762 1.62972 (0.397838,2.79034) (-0.0410692,0.236899) 0.188391 (1.56309,2.71194) (0.0703048,0.146644) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.03086,3.60299) (-0.0588402,0.998185) 0.145065 (0.900002,5.82137) 1.8762 1.62968 (0.387579,2.84957) (-0.0410358,0.236904) 0.188391 (1.58067,2.7486) (0.0702938,0.146649) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.01613,3.85255) (-0.0588914,0.99822) 0.145065 (0.900002,5.82137) 1.8762 1.62972 (0.377306,2.90879) (-0.0410917,0.236895) 0.188391 (1.59824,2.78526) (0.0703017,0.146645) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.00143,4.10211) (-0.0588093,0.998259) 0.145065 (0.900002,5.82137) 1.8762 1.62964 (0.367047,2.96802) (-0.0410356,0.236904) 0.188391 (1.61582,2.82192) (0.0703103,0.146641) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.986705,4.35167) (-0.058908,0.998235) 0.145065 (0.900002,5.82137) 1.8762 1.62974 (0.356781,3.02724) (-0.0410661,0.236899) 0.188391 (1.6334,2.85858) (0.0703062,0.146643) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.971993,4.60125) (-0.0588481,0.99832) 0.145065 (0.900002,5.82137) 1.8762 1.62968 (0.346501,3.08646) (-0.0411188,0.23689) 0.188391 (1.65098,2.89524) (0.0703145,0.146639) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.957269,4.85082) (-0.058894,0.998285) 0.145065 (0.900002,5.82137) 1.8762 1.62972 (0.33623,3.14569) (-0.0410834,0.236896) 0.188391 (1.66855,2.9319) (0.0703171,0.146638) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.942952,5.09345) (-0.0572683,0.970533) 0.145065 (0.900002,5.82137) 1.8762 1.62973 (0.327222,3.19767) (-0.0360342,0.207913) 0.188391 (1.68613,2.96856) (0.0703161,0.146638) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.932217,5.27544) (-0.0429418,0.72796) 0.145065 (0.900002,5.82137) 1.8762 1.62972 (0.320463,3.23667) (-0.0270349,0.156) 0.188391 (1.70371,3.00522) (0.0703055,0.146643) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.5 (0.924152,5.41192) (-0.03226,0.545885) 0.145065 (0.900002,5.82137) 1.8762 1.62982 (0.315394,3.2659) (-0.0202779,0.116936) 0.188391 (1.72129,3.04188) (0.0703048,0.146644) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
