timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.1633,1.10887) (0,0) 0.182882 (0.900002,5.82137) 1.74743 0 (0.405249,2.31121) (0,0) 0.143483 (1.22308,2.32603) (0,0) 0.162018 (0,1.10887) (0,0) 0.3 (2.1,1.10887) (0,0) 0.3
0.25 (1.14936,1.35848) (-0.0557928,0.998442) 0.182882 (0.900002,5.82137) 1.74743 1.62662 (0.396198,2.40099) (-0.0362014,0.359096) 0.143483 (1.27166,2.40827) (0.194303,0.328933) 0.162018 (0,1.35848) (0,0) 0.3 (2.1,1.35848) (0,0) 0.3
0.5 (1.13541,1.60809) (-0.0557697,0.998424) 0.182882 (0.900002,5.82137) 1.74743 1.6266 (0.387149,2.49076) (-0.0361989,0.359097) 0.143483 (1.32023,2.4905) (0.194291,0.32894) 0.162018 (0,1.60809) (0,0) 0.3 (2.1,1.60809) (0,0) 0.3
0.75 (1.12147,1.8577) (-0.0557952,0.998463) 0.182882 (0.900002,5.82137) 1.74743 1.62662 (0.378093,2.58053) (-0.0362249,0.359094) 0.143483 (1.3688,2.57274) (0.194296,0.328937) 0.162018 (0,1.8577) (0,0) 0.3 (2.1,1.8577) (0,0) 0.3
1 (1.10754,2.10731) (-0.0556955,0.998419) 0.182882 (0.900002,5.82137) 1.74743 1.62652 (0.369038,2.67031) (-0.0362163,0.359095) 0.143483 (1.41738,2.65497) (0.194303,0.328933) 0.162018 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.09359,2.35689) (-0.0558123,0.998357) 0.182882 (0.900002,5.82137) 1.74743 1.62664 (0.359992,2.76008) (-0.036186,0.359098) 0.143483 (1.46596,2.7372) (0.19431,0.328929) 0.162018 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.07963,2.6065) (-0.0558159,0.998436) 0.182882 (0.900002,5.82137) 1.74743 1.62664 (0.350955,2.84986) (-0.0361498,0.359102) 0.143483 (1.51453,2.81944) (0.194289,0.328941) 0.162018 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.06567,2.8561) (-0.0558393,0.998386) 0.182882 (0.900002,5.82137) 1.74743 1.62667 (0.341901,2.93963) (-0.0362131,0.359095) 0.143483 (1.5631,2.90167) (0.194276,0.328949) 0.162018 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.05173,3.10571) (-0.0557823,0.998452) 0.182882 (0.900002,5.82137) 1.74743 1.62661 (0.332872,3.02941) (-0.0361183,0.359105) 0.143483 (1.61167,2.98391) (0.194308,0.32893) 0.162018 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.03778,3.35533) (-0.0557936,0.998451) 0.182882 (0.900002,5.82137) 1.74743 1.62662 (0.324705,3.11047) (-0.0326656,0.324233) 0.143483 (1.66025,3.06614) (0.194295,0.328937) 0.162018 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.02383,3.60492) (-0.0558022,0.998359) 0.182882 (0.900002,5.82137) 1.74743 1.62663 (0.318577,3.17124) (-0.0245125,0.24311) 0.143483 (1.70882,3.14838) (0.19429,0.328941) 0.162018 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.00987,3.85451) (-0.0558472,0.998372) 0.182882 (0.900002,5.82137) 1.74743 1.62668 (0.31398,3.21684) (-0.0183889,0.182366) 0.143483 (1.75739,3.23062) (0.194264,0.328956) 0.162018 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.99592,4.10412) (-0.0557918,0.998461) 0.182882 (0.900002,5.82137) 1.74743 1.62662 (0.310527,3.25103) (-0.0138129,0.136781) 0.143483 (1.80597,3.31284) (0.194336,0.328913) 0.162018 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.981994,4.35373) (-0.0557063,0.998441) 0.182882 (0.900002,5.82137) 1.74743 1.62653 (0.30795,3.27667) (-0.0103086,0.102545) 0.143483 (1.85454,3.39508) (0.194293,0.328938) 0.162018 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.968049,4.60334) (-0.0557789,0.99844) 0.182882 (0.900002,5.82137) 1.74743 1.6266 (0.306002,3.29592) (-0.00779012,0.0770036) 0.143483 (1.90243,3.47615) (0.191544,0.324283) 0.162018 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.9541,4.85296) (-0.0557967,0.998448) 0.182882 (0.900002,5.82137) 1.74743 1.62662 (0.304571,3.31033) (-0.00572368,0.057654) 0.143483 (1.93834,3.53696) (0.14363,0.24326) 0.162018 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.940573,5.09507) (-0.054108,0.968443) 0.182882 (0.900002,5.82137) 1.74743 1.62661 (0.303489,3.32113) (-0.00432829,0.0431864) 0.143483 (1.96527,3.58257) (0.107713,0.182413) 0.162018 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.93042,5.27665) (-0.0406106,0.726337) 0.182882 (0.900002,5.82137) 1.74743 1.62665 (0.302655,3.32925) (-0.00333664,0.0324787) 0.143483 (1.98547,3.61677) (0.0808051,0.136794) 0.162018 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
