timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.1298,1.07376) (0,0) 0.191379 (0.900002,5.82137) 1.83822 0 (0.561664,2.34156) (0,0) 0.211683 (1.56764,2.38369) (0,0) 0.135925 (0,1.07376) (0,0) 0.3 (2.1,1.07376) (0,0) 0.3
0.25 (1.11772,1.32347) (-0.0483336,0.998843) 0.191379 (0.900002,5.82137) 1.83822 1.61915 (0.551145,2.38227) (-0.0420756,0.162859) 0.211683 (1.59032,2.44701) (0.0907321,0.253278) 0.135925 (0,1.32347) (0,0) 0.3 (2.1,1.32347) (0,0) 0.3
0.5 (1.10563,1.57317) (-0.0483526,0.998799) 0.191379 (0.900002,5.82137) 1.83822 1.61917 (0.540626,2.42299) (-0.0420753,0.162859) 0.211683 (1.613,2.51033) (0.0907299,0.253279) 0.135925 (0,1.57317) (0,0) 0.3 (2.1,1.57317) (0,0) 0.3
0.75 (1.09353,1.82287) (-0.0483957,0.998783) 0.191379 (0.900002,5.82137) 1.83822 1.61921 (0.530103,2.4637) (-0.0420918,0.162855) 0.211683 (1.63569,2.57365) (0.090734,0.253277) 0.135925 (0,1.82287) (0,0) 0.3 (2.1,1.82287) (0,0) 0.3
1 (1.08146,2.07258) (-0.0482657,0.998832) 0.191379 (0.900002,5.82137) 1.83822 1.61908 (0.519584,2.50442) (-0.0420753,0.162859) 0.211683 (1.65837,2.63697) (0.0907226,0.253281) 0.135925 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.06938,2.32227) (-0.0483357,0.99879) 0.191379 (0.900002,5.82137) 1.83822 1.61915 (0.509062,2.54513) (-0.042087,0.162856) 0.211683 (1.68105,2.70029) (0.0907208,0.253282) 0.135925 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.05729,2.57199) (-0.0483739,0.998855) 0.191379 (0.900002,5.82137) 1.83822 1.61919 (0.498544,2.58585) (-0.0420717,0.16286) 0.211683 (1.70373,2.76361) (0.0907384,0.253276) 0.135925 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.04518,2.82169) (-0.048409,0.998815) 0.191379 (0.900002,5.82137) 1.83822 1.61922 (0.488027,2.62656) (-0.0420703,0.16286) 0.211683 (1.72642,2.82693) (0.0907358,0.253276) 0.135925 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.03309,3.07141) (-0.0483659,0.998894) 0.191379 (0.900002,5.82137) 1.83822 1.61918 (0.477509,2.66728) (-0.0420732,0.16286) 0.211683 (1.7491,2.89025) (0.090721,0.253282) 0.135925 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.021,3.32111) (-0.0483755,0.998766) 0.191379 (0.900002,5.82137) 1.83822 1.61919 (0.466993,2.70799) (-0.0420609,0.162863) 0.211683 (1.77178,2.95357) (0.0907243,0.253281) 0.135925 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.00893,3.57083) (-0.0482859,0.99891) 0.191379 (0.900002,5.82137) 1.83822 1.6191 (0.456478,2.74871) (-0.0420626,0.162862) 0.211683 (1.79446,3.01689) (0.0907327,0.253278) 0.135925 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.996851,3.82052) (-0.0483027,0.998746) 0.191379 (0.900002,5.82137) 1.83822 1.61912 (0.445964,2.78942) (-0.042054,0.162865) 0.211683 (1.81714,3.08021) (0.0907298,0.253279) 0.135925 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.984754,4.07023) (-0.0483858,0.998839) 0.191379 (0.900002,5.82137) 1.83822 1.6192 (0.435451,2.83014) (-0.0420542,0.162865) 0.211683 (1.83982,3.14353) (0.0907272,0.25328) 0.135925 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.972682,4.31992) (-0.0482904,0.998774) 0.191379 (0.900002,5.82137) 1.83822 1.61911 (0.424928,2.87085) (-0.0420919,0.162855) 0.211683 (1.8625,3.20685) (0.0907183,0.253283) 0.135925 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.960589,4.56961) (-0.0483715,0.998751) 0.191379 (0.900002,5.82137) 1.83822 1.61919 (0.414409,2.91157) (-0.0420768,0.162859) 0.211683 (1.88518,3.27017) (0.0906836,0.253295) 0.135925 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.948518,4.81932) (-0.0482815,0.998818) 0.191379 (0.900002,5.82137) 1.83822 1.6191 (0.403892,2.95228) (-0.042067,0.162861) 0.211683 (1.90785,3.3335) (0.0907102,0.253286) 0.135925 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.936405,5.06903) (-0.0484518,0.998859) 0.191379 (0.900002,5.82137) 1.83822 1.61927 (0.393369,2.993) (-0.0420926,0.162855) 0.211683 (1.93052,3.39682) (0.0906794,0.253297) 0.135925 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.927316,5.25711) (-0.0363575,0.752315) 0.191379 (0.900002,5.82137) 1.83822 1.61909 (0.382843,3.03371) (-0.0421016,0.162852) 0.211683 (1.95321,3.46014) (0.0907419,0.253274) 0.135925 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
