timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.15787,1.30213) (0,0) 0.194844 (0.900002,5.82137) 1.52399 0 (0.480372,2.20211) (0,0) 0.171466 (1.45571,2.35039) (0,0) 0.138757 (0,1.30213) (0,0) 0.3 (2.1,1.30213) (0,0) 0.3
0.25 (1.14361,1.55173) (-0.0570245,0.998408) 0.194844 (0.900002,5.82137) 1.52399 1.62785 (0.465788,2.29531) (-0.0583365,0.372798) 0.171466 (1.47969,2.40599) (0.0959158,0.222377) 0.138757 (0,1.55173) (0,0) 0.3 (2.1,1.55173) (0,0) 0.3
0.5 (1.12937,1.80133) (-0.056968,0.998404) 0.194844 (0.900002,5.82137) 1.52399 1.62779 (0.451207,2.38851) (-0.058322,0.3728) 0.171466 (1.50366,2.46159) (0.0958884,0.222389) 0.138757 (0,1.80133) (0,0) 0.3 (2.1,1.80133) (0,0) 0.3
0.75 (1.11513,2.05092) (-0.0569426,0.998358) 0.194844 (0.900002,5.82137) 1.52399 1.62777 (0.436624,2.48171) (-0.0583332,0.372798) 0.171466 (1.52764,2.51718) (0.0958986,0.222384) 0.138757 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1 (1.1009,2.30053) (-0.0569173,0.998442) 0.194844 (0.900002,5.82137) 1.52399 1.62774 (0.422036,2.57491) (-0.0583521,0.372795) 0.171466 (1.55162,2.57278) (0.0959215,0.222374) 0.138757 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.08666,2.55014) (-0.0569753,0.998443) 0.194844 (0.900002,5.82137) 1.52399 1.6278 (0.407456,2.66811) (-0.0583191,0.3728) 0.171466 (1.5756,2.62837) (0.0959068,0.222381) 0.138757 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.07241,2.79972) (-0.0569833,0.998321) 0.194844 (0.900002,5.82137) 1.52399 1.62781 (0.392873,2.76131) (-0.0583335,0.372798) 0.171466 (1.59957,2.68397) (0.0959022,0.222383) 0.138757 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.05819,3.04931) (-0.0569113,0.998334) 0.194844 (0.900002,5.82137) 1.52399 1.62774 (0.37829,2.85451) (-0.0583311,0.372798) 0.171466 (1.62355,2.73956) (0.0959023,0.222383) 0.138757 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.04393,3.29888) (-0.0570263,0.998303) 0.194844 (0.900002,5.82137) 1.52399 1.62786 (0.363708,2.94771) (-0.0583279,0.372799) 0.171466 (1.64752,2.79516) (0.0959094,0.22238) 0.138757 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.02967,3.54848) (-0.0570299,0.998388) 0.194844 (0.900002,5.82137) 1.52399 1.62786 (0.349117,3.04091) (-0.0583629,0.372793) 0.171466 (1.6715,2.85075) (0.0959069,0.222381) 0.138757 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.01544,3.79808) (-0.0569119,0.9984) 0.194844 (0.900002,5.82137) 1.52399 1.62774 (0.336897,3.11909) (-0.048881,0.312724) 0.171466 (1.69548,2.90635) (0.0959111,0.222379) 0.138757 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.00121,4.04769) (-0.0569263,0.998442) 0.194844 (0.900002,5.82137) 1.52399 1.62775 (0.327735,3.17772) (-0.0366475,0.234526) 0.171466 (1.71945,2.96194) (0.0959019,0.222383) 0.138757 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.986972,4.29728) (-0.0569675,0.998362) 0.194844 (0.900002,5.82137) 1.52399 1.6278 (0.320841,3.22171) (-0.0275746,0.175961) 0.171466 (1.74343,3.01754) (0.0959019,0.222383) 0.138757 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.972735,4.54688) (-0.0569481,0.998396) 0.194844 (0.900002,5.82137) 1.52399 1.62777 (0.315702,3.25468) (-0.0205556,0.131872) 0.171466 (1.76741,3.07313) (0.095903,0.222382) 0.138757 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.958472,4.79648) (-0.0570491,0.998407) 0.194844 (0.900002,5.82137) 1.52399 1.62787 (0.311829,3.2794) (-0.0154925,0.0989045) 0.171466 (1.79139,3.12873) (0.0959263,0.222372) 0.138757 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.944245,5.04607) (-0.0569091,0.998352) 0.194844 (0.900002,5.82137) 1.52399 1.62774 (0.308941,3.29796) (-0.0115548,0.0742068) 0.171466 (1.81536,3.18432) (0.0959017,0.222383) 0.138757 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.933189,5.23987) (-0.0442258,0.775214) 0.194844 (0.900002,5.82137) 1.52399 1.62778 (0.306752,3.31188) (-0.00875371,0.0556775) 0.171466 (1.83934,3.23992) (0.0958947,0.222386) 0.138757 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
