timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (0.911261,1.45067) (0,0) 0.153166 (0.900002,5.82137) 1.59582 0 (1.01774,2.21192) (0,0) 0.12247 (1.78126,2.21952) (0,0) 0.158462 (0,1.45067) (0,0) 0.3 (2.1,1.45067) (0,0) 0.3
0.25 (0.888357,1.46632) (-0.0916191,0.0625975) 0.153166 (0.900002,5.82137) 1.59582 2.54221 (1.00179,2.2373) (-0.0637974,0.101508) 0.12247 (1.78947,2.26602) (0.0328462,0.186008) 0.158462 (0,1.46632) (0,0) 0.3 (2.1,1.46632) (0,0) 0.3
0.5 (0.866597,1.50033) (-0.0870381,0.136067) 0.153166 (0.900002,5.82137) 1.59582 2.13988 (0.985841,2.26267) (-0.0637966,0.101508) 0.12247 (1.79769,2.31253) (0.03285,0.186007) 0.158462 (0,1.50033) (0,0) 0.3 (2.1,1.50033) (0,0) 0.3
0.75 (0.829079,1.55031) (-0.150071,0.199918) 0.153166 (0.900002,5.82137) 1.59582 2.21472 (0.969893,2.28805) (-0.0637911,0.101512) 0.12247 (1.8059,2.35903) (0.0328458,0.186008) 0.158462 (0,1.55031) (0,0) 0.3 (2.1,1.55031) (0,0) 0.3
1 (0.733513,1.75747) (-0.382264,0.828637) 0.153166 (0.900002,5.82137) 1.59582 2.00302 (0.953944,2.31343) (-0.063798,0.101507) 0.12247 (1.81411,2.40553) (0.0328427,0.186008) 0.158462 (0,1.75747) (0,0) 0.3 (2.1,1.75747) (0,0) 0.3
1.25 (0.664972,1.99924) (-0.274165,0.96706) 0.153166 (0.900002,5.82137) 1.59582 1.84705 (0.937995,2.33881) (-0.0637954,0.101509) 0.12247 (1.82232,2.45203) (0.0328414,0.186009) 0.158462 (0,1.99924) (0,0) 0.3 (2.1,1.99924) (0,0) 0.3
1.5 (0.621835,2.24832) (-0.172547,0.996316) 0.153166 (0.900002,5.82137) 1.59582 1.74228 (0.922045,2.36418) (-0.0637978,0.101508) 0.12247 (1.83053,2.49853) (0.0328354,0.18601) 0.158462 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.612849,2.50256) (-0.0359469,1.01698) 0.153166 (0.900002,5.82137) 1.59582 1.60613 (0.906096,2.38956) (-0.0637958,0.101509) 0.12247 (1.83874,2.54504) (0.0328423,0.186008) 0.158462 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.634389,2.75162) (0.0861627,0.996246) 0.153166 (0.900002,5.82137) 1.59582 1.48452 (0.890147,2.41494) (-0.0637954,0.101509) 0.12247 (1.84695,2.59154) (0.0328375,0.186009) 0.158462 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.65593,3.0007) (0.0861647,0.996299) 0.153166 (0.900002,5.82137) 1.59582 1.48453 (0.8742,2.44032) (-0.063789,0.101513) 0.12247 (1.85516,2.63804) (0.0328592,0.186005) 0.158462 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.677504,3.24977) (0.0862938,0.996283) 0.153166 (0.900002,5.82137) 1.59582 1.4844 (0.858252,2.46569) (-0.0637915,0.101512) 0.12247 (1.86337,2.68454) (0.0328426,0.186008) 0.158462 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.699047,3.49884) (0.0861726,0.996275) 0.153166 (0.900002,5.82137) 1.59582 1.48452 (0.842304,2.49107) (-0.0637944,0.10151) 0.12247 (1.87159,2.73104) (0.032854,0.186006) 0.158462 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.72059,3.74793) (0.0861733,0.996353) 0.153166 (0.900002,5.82137) 1.59582 1.48452 (0.826355,2.51645) (-0.0637928,0.101511) 0.12247 (1.8798,2.77755) (0.0328467,0.186008) 0.158462 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.742122,3.99701) (0.0861273,0.996336) 0.153166 (0.900002,5.82137) 1.59582 1.48457 (0.810406,2.54183) (-0.0637986,0.101507) 0.12247 (1.88801,2.82405) (0.032829,0.186011) 0.158462 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.763676,4.24608) (0.0862161,0.996275) 0.153166 (0.900002,5.82137) 1.59582 1.48447 (0.794454,2.5672) (-0.0638054,0.101503) 0.12247 (1.89622,2.87055) (0.0328501,0.186007) 0.158462 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.785212,4.49516) (0.0861432,0.996339) 0.153166 (0.900002,5.82137) 1.59582 1.48455 (0.778506,2.59258) (-0.0637929,0.101511) 0.12247 (1.90443,2.91705) (0.0328425,0.186008) 0.158462 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.806747,4.74423) (0.0861386,0.996276) 0.153166 (0.900002,5.82137) 1.59582 1.48455 (0.762558,2.61796) (-0.0637938,0.10151) 0.12247 (1.91264,2.96355) (0.0328575,0.186006) 0.158462 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.828313,4.9933) (0.0862653,0.996275) 0.153166 (0.900002,5.82137) 1.59582 1.48442 (0.746607,2.64333) (-0.0638022,0.101505) 0.12247 (1.92085,3.01006) (0.0328399,0.186009) 0.158462 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.5 (0.846249,5.20031) (0.0717447,0.828023) 0.153166 (0.900002,5.82137) 1.59582 1.48437 (0.730659,2.66871) (-0.063791,0.101512) 0.12247 (1.92906,3.05656) (0.0328338,0.18601) 0.158462 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.75 (0.859675,5.35556) (0.0537028,0.621017) 0.153166 (0.900002,5.82137) 1.59582 1.48454 (0.714708,2.69409) (-0.0638039,0.101504) 0.12247 (1.93727,3.10306) (0.0328282,0.186011) 0.158462 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
