timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.01196,1.07454) (0,0) 0.141741 (0.900002,5.82137) 1.54629 0 (0.400028,2.31128) (0,0) 0.134819 (1.19995,2.24478) (0,0) 0.149925 (1.62592,2.32009) (0,0) 0.20921 (0,1.07454) (0,0) 0.3 (2.1,1.07454) (0,0) 0.3
0.25 (1.00604,1.32447) (-0.023671,0.999713) 0.141741 (0.900002,5.82137) 1.54629 1.59447 (0.386519,2.37955) (-0.0540336,0.273083) 0.134819 (1.19171,2.30194) (-0.0329658,0.228642) 0.149925 (1.64613,2.38475) (0.0808595,0.258647) 0.20921 (0,1.32447) (0,0) 0.3 (2.1,1.32447) (0,0) 0.3
0.5 (0.988475,1.57311) (-0.0702541,0.994562) 0.141741 (0.900002,5.82137) 1.54629 1.64132 (0.373012,2.44782) (-0.0540308,0.273084) 0.134819 (1.19508,2.36068) (0.0134901,0.234948) 0.149925 (1.66635,2.44941) (0.080861,0.258646) 0.20921 (0,1.57311) (0,0) 0.3 (2.1,1.57311) (0,0) 0.3
0.75 (0.970917,1.82169) (-0.0702291,0.994335) 0.141741 (0.900002,5.82137) 1.54629 1.64131 (0.359505,2.51609) (-0.0540255,0.273085) 0.134819 (1.19845,2.41941) (0.0134901,0.234948) 0.149925 (1.68656,2.51408) (0.0808591,0.258647) 0.20921 (0,1.82169) (0,0) 0.3 (2.1,1.82169) (0,0) 0.3
1 (0.953366,2.07022) (-0.0702041,0.994108) 0.141741 (0.900002,5.82137) 1.54629 1.6413 (0.345995,2.58436) (-0.0540416,0.273082) 0.134819 (1.20183,2.47815) (0.0134901,0.234948) 0.149925 (1.70677,2.57874) (0.0808502,0.25865) 0.20921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (0.935827,2.31864) (-0.0701564,0.993675) 0.141741 (0.900002,5.82137) 1.54629 1.64128 (0.332495,2.65263) (-0.0539997,0.27309) 0.134819 (1.2052,2.53689) (0.0134901,0.234948) 0.149925 (1.72698,2.6434) (0.0808358,0.258654) 0.20921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.918297,2.56698) (-0.0701229,0.993372) 0.141741 (0.900002,5.82137) 1.54629 1.64127 (0.31898,2.7209) (-0.0540603,0.273078) 0.134819 (1.20857,2.59562) (0.0134901,0.234948) 0.149925 (1.7472,2.70806) (0.0808603,0.258647) 0.20921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.902918,2.81576) (-0.0615137,0.995115) 0.141741 (0.900002,5.82137) 1.54629 1.63253 (0.305479,2.78917) (-0.0540027,0.273089) 0.134819 (1.20975,2.65445) (0.00469936,0.235288) 0.149925 (1.76741,2.77273) (0.0808354,0.258654) 0.20921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.902675,3.06576) (-0.000973672,0.999998) 0.141741 (0.900002,5.82137) 1.54629 1.57177 (0.291978,2.85745) (-0.0540067,0.273088) 0.134819 (1.18465,2.70766) (-0.100398,0.212844) 0.149925 (1.78762,2.83739) (0.0808547,0.258648) 0.20921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.902435,3.31576) (-0.000960172,0.999998) 0.141741 (0.900002,5.82137) 1.54629 1.57176 (0.278461,2.92572) (-0.0540651,0.273077) 0.134819 (1.14667,2.7526) (-0.151888,0.179756) 0.149925 (1.80784,2.90205) (0.0808628,0.258646) 0.20921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.902186,3.56576) (-0.000992958,1.00002) 0.141741 (0.900002,5.82137) 1.54629 1.57179 (0.264951,2.99399) (-0.0540396,0.273082) 0.134819 (1.1087,2.79754) (-0.151889,0.179756) 0.149925 (1.82805,2.96671) (0.0808646,0.258645) 0.20921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.901955,3.81576) (-0.000927535,1.00001) 0.141741 (0.900002,5.82137) 1.54629 1.57172 (0.251447,3.06226) (-0.0540174,0.273086) 0.134819 (1.07073,2.84248) (-0.151885,0.179759) 0.149925 (1.84826,3.03137) (0.0808337,0.258655) 0.20921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.901717,4.06578) (-0.00094857,1.00008) 0.141741 (0.900002,5.82137) 1.54629 1.57174 (0.237935,3.13053) (-0.0540468,0.27308) 0.134819 (1.03276,2.88741) (-0.151898,0.179748) 0.149925 (1.86848,3.09604) (0.0808627,0.258646) 0.20921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.901473,4.31578) (-0.00097752,1) 0.141741 (0.900002,5.82137) 1.54629 1.57177 (0.226796,3.18654) (-0.0445559,0.224035) 0.134819 (0.994786,2.93235) (-0.151883,0.179761) 0.149925 (1.88869,3.1607) (0.0808628,0.258646) 0.20921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.901247,4.56578) (-0.00090453,1.00001) 0.141741 (0.900002,5.82137) 1.54629 1.5717 (0.215061,3.23547) (-0.0469406,0.195729) 0.134819 (0.956811,2.97729) (-0.151901,0.179745) 0.149925 (1.90891,3.22536) (0.0808701,0.258643) 0.20921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.901005,4.81578) (-0.000968123,0.999999) 0.141741 (0.900002,5.82137) 1.54629 1.57176 (0.200644,3.27921) (-0.0576675,0.174948) 0.134819 (0.918836,3.02223) (-0.151898,0.179748) 0.149925 (1.9241,3.27393) (0.0607721,0.194297) 0.20921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.900747,5.06578) (-0.00103049,0.999987) 0.141741 (0.900002,5.82137) 1.54629 1.57183 (0.180656,3.31504) (-0.0799527,0.143326) 0.134819 (0.880868,3.06717) (-0.151872,0.17977) 0.149925 (1.93551,3.31036) (0.0456351,0.145711) 0.20921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.900583,5.25468) (-0.000658584,0.755599) 0.141741 (0.900002,5.82137) 1.54629 1.57167 (0.158159,3.32965) (-0.089987,0.0584314) 0.134819 (0.8429,3.11211) (-0.151873,0.179769) 0.149925 (1.94404,3.33768) (0.0341157,0.109292) 0.20921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.5 (0.90045,5.39635) (-0.000531963,0.566688) 0.141741 (0.900002,5.82137) 1.54629 1.57174 (0.160694,3.329) (0.0101385,-0.00257993) 0.134819 (0.804929,3.15705) (-0.151884,0.17976) 0.149925 (1.95045,3.35819) (0.0256515,0.0820142) 0.20921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
