timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.17729,1.25701) (0,0) 0.121392 (0.900002,5.82137) 1.99261 0 (0.505787,2.31267) (0,0) 0.179286 (0.994228,2.39811) (0,0) 0.132957 (1.4133,2.20232) (0,0) 0.12193 (0,1.25701) (0,0) 0.3 (2.1,1.25701) (0,0) 0.3
0.25 (1.13949,1.28529) (-0.151179,0.113088) 0.121392 (0.900002,5.82137) 1.99261 2.49935 (0.49317,2.35477) (-0.0504717,0.168391) 0.179286 (0.976659,2.47191) (-0.0702761,0.29522) 0.132957 (1.43751,2.25531) (0.09686,0.211947) 0.12193 (0,1.28529) (0,0) 0.3 (2.1,1.28529) (0,0) 0.3
0.5 (1.12631,1.53494) (-0.0527079,0.998633) 0.121392 (0.900002,5.82137) 1.99261 1.62353 (0.480553,2.39687) (-0.0504655,0.168393) 0.179286 (0.942128,2.53946) (-0.138124,0.270213) 0.132957 (1.46173,2.30829) (0.0968622,0.211946) 0.12193 (0,1.53494) (0,0) 0.3 (2.1,1.53494) (0,0) 0.3
0.75 (1.11312,1.78459) (-0.0527623,0.998586) 0.121392 (0.900002,5.82137) 1.99261 1.62358 (0.467937,2.43897) (-0.0504639,0.168393) 0.179286 (0.90718,2.6068) (-0.139793,0.269354) 0.132957 (1.48594,2.36128) (0.0968487,0.211952) 0.12193 (0,1.78459) (0,0) 0.3 (2.1,1.78459) (0,0) 0.3
1 (1.09996,2.03424) (-0.0526451,0.998582) 0.121392 (0.900002,5.82137) 1.99261 1.62347 (0.455321,2.48107) (-0.0504645,0.168393) 0.179286 (0.872232,2.67414) (-0.139794,0.269353) 0.132957 (1.51016,2.41427) (0.0968616,0.211946) 0.12193 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.08678,2.2839) (-0.0527464,0.998678) 0.121392 (0.900002,5.82137) 1.99261 1.62356 (0.442703,2.52316) (-0.0504742,0.16839) 0.179286 (0.837285,2.74148) (-0.139787,0.269357) 0.132957 (1.53437,2.46725) (0.0968659,0.211944) 0.12193 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.0736,2.53358) (-0.052708,0.998695) 0.121392 (0.900002,5.82137) 1.99261 1.62352 (0.430087,2.56526) (-0.050463,0.168394) 0.179286 (0.802337,2.80882) (-0.139791,0.269355) 0.132957 (1.55859,2.52024) (0.0968848,0.211936) 0.12193 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.06042,2.78324) (-0.0527295,0.998634) 0.121392 (0.900002,5.82137) 1.99261 1.62355 (0.417466,2.60736) (-0.0504823,0.168388) 0.179286 (0.767388,2.87616) (-0.139797,0.269352) 0.132957 (1.58281,2.57322) (0.0968593,0.211948) 0.12193 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.04722,3.0329) (-0.0527804,0.998666) 0.121392 (0.900002,5.82137) 1.99261 1.6236 (0.404849,2.64946) (-0.0504697,0.168391) 0.179286 (0.73244,2.9435) (-0.13979,0.269355) 0.132957 (1.60702,2.62621) (0.0968555,0.211949) 0.12193 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.03402,3.28256) (-0.0527942,0.99862) 0.121392 (0.900002,5.82137) 1.99261 1.62361 (0.392232,2.69156) (-0.0504671,0.168392) 0.179286 (0.697498,3.01084) (-0.13977,0.269366) 0.132957 (1.63124,2.6792) (0.0968653,0.211945) 0.12193 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.02084,3.53221) (-0.0527152,0.998595) 0.121392 (0.900002,5.82137) 1.99261 1.62354 (0.379614,2.73365) (-0.0504713,0.168391) 0.179286 (0.66255,3.07818) (-0.139791,0.269355) 0.132957 (1.65545,2.73218) (0.0968529,0.21195) 0.12193 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.00766,3.78186) (-0.0527336,0.998615) 0.121392 (0.900002,5.82137) 1.99261 1.62355 (0.366996,2.77575) (-0.0504709,0.168391) 0.179286 (0.627604,3.14552) (-0.139785,0.269358) 0.132957 (1.67967,2.78517) (0.0968728,0.211941) 0.12193 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.994475,4.03151) (-0.0527419,0.998583) 0.121392 (0.900002,5.82137) 1.99261 1.62356 (0.354378,2.81785) (-0.0504745,0.16839) 0.179286 (0.592649,3.21285) (-0.13982,0.26934) 0.132957 (1.70389,2.83815) (0.0968867,0.211935) 0.12193 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.981298,4.28116) (-0.0527087,0.998633) 0.121392 (0.900002,5.82137) 1.99261 1.62353 (0.341759,2.85995) (-0.0504751,0.16839) 0.179286 (0.557706,3.28019) (-0.139769,0.269366) 0.132957 (1.72811,2.89114) (0.096861,0.211947) 0.12193 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.968135,4.53082) (-0.052655,0.998639) 0.121392 (0.900002,5.82137) 1.99261 1.62347 (0.329145,2.90205) (-0.0504562,0.168396) 0.179286 (0.522771,3.34754) (-0.139743,0.269379) 0.132957 (1.75233,2.94413) (0.0968774,0.211939) 0.12193 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.954956,4.78048) (-0.0527142,0.998617) 0.121392 (0.900002,5.82137) 1.99261 1.62353 (0.316528,2.94414) (-0.050467,0.168392) 0.179286 (0.487819,3.41487) (-0.139806,0.269347) 0.132957 (1.77655,2.99711) (0.0968768,0.21194) 0.12193 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.941776,5.03015) (-0.0527198,0.998705) 0.121392 (0.900002,5.82137) 1.99261 1.62354 (0.303911,2.98624) (-0.0504679,0.168392) 0.179286 (0.452874,3.48221) (-0.139781,0.26936) 0.132957 (1.80076,3.0501) (0.0968475,0.211953) 0.12193 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
