timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.09157,1.13387) (0,0) 0.120573 (0.900002,5.82137) 1.65749 0 (0.417079,2.2521) (0,0) 0.191211 (0.820856,2.20523) (0,0) 0.183036 (1.49608,2.31107) (0,0) 0.163881 (1.62852,2.20858) (0,0) 0.179333 (0,1.13387) (0,0) 0.3 (2.1,1.13387) (0,0) 0.3
0.25 (1.08137,1.38367) (-0.0408077,0.9992) 0.120573 (0.900002,5.82137) 1.65749 1.61161 (0.402133,2.31076) (-0.0597839,0.234652) 0.191211 (0.824013,2.23942) (0.0126288,0.136762) 0.183036 (1.46972,2.33147) (-0.105436,0.0815899) 0.163881 (1.65978,2.22841) (0.125037,0.0793159) 0.179333 (0,1.38367) (0,0) 0.3 (2.1,1.38367) (0,0) 0.3
0.5 (1.08369,1.63277) (0.00929567,0.996421) 0.120573 (0.900002,5.82137) 1.65749 1.56147 (0.387193,2.36942) (-0.05976,0.234659) 0.191211 (0.815066,2.28202) (-0.035789,0.170421) 0.183036 (1.43897,2.34433) (-0.122988,0.0514558) 0.163881 (1.69658,2.2244) (0.147199,-0.0160546) 0.179333 (0,1.63277) (0,0) 0.3 (2.1,1.63277) (0,0) 0.3
0.75 (1.09235,1.99805) (0.0346594,1.46111) 0.120573 (0.900002,5.82137) 1.65749 1.54708 (0.372245,2.42809) (-0.0597934,0.23465) 0.191211 (0.80688,2.33857) (-0.0327448,0.226196) 0.183036 (1.41932,2.37125) (-0.0786192,0.10767) 0.163881 (1.7329,2.23155) (0.14528,0.0286199) 0.179333 (0,1.99805) (0,0) 0.3 (2.1,1.99805) (0,0) 0.3
1 (1.09669,2.28406) (0.0173539,1.14406) 0.120573 (0.900002,5.82137) 1.65749 1.55563 (0.357296,2.48675) (-0.0597941,0.23465) 0.191211 (0.794212,2.39912) (-0.0506703,0.242185) 0.183036 (1.43197,2.40208) (0.0506085,0.123339) 0.163881 (1.74824,2.26524) (0.061359,0.13476) 0.179333 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.09329,2.53358) (-0.0136279,0.99805) 0.120573 (0.900002,5.82137) 1.65749 1.58445 (0.342355,2.54541) (-0.059763,0.234658) 0.191211 (0.778689,2.459) (-0.0620931,0.239511) 0.183036 (1.44462,2.43292) (0.0506092,0.123339) 0.163881 (1.76282,2.29927) (0.0583113,0.136107) 0.179333 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.07862,2.78315) (-0.0586634,0.998279) 0.120573 (0.900002,5.82137) 1.65749 1.62949 (0.327411,2.60408) (-0.0597782,0.234654) 0.191211 (0.76172,2.51848) (-0.0678781,0.237936) 0.183036 (1.45728,2.46375) (0.0506098,0.123338) 0.163881 (1.77697,2.33348) (0.0565996,0.136828) 0.179333 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.06395,3.03271) (-0.0586978,0.998244) 0.120573 (0.900002,5.82137) 1.65749 1.62953 (0.312463,2.66274) (-0.0597917,0.23465) 0.191211 (0.744065,2.57776) (-0.0706169,0.237137) 0.183036 (1.46993,2.49459) (0.0506111,0.123338) 0.163881 (1.79088,2.36778) (0.05565,0.137216) 0.179333 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.04926,3.28229) (-0.058756,0.998342) 0.120573 (0.900002,5.82137) 1.65749 1.62958 (0.297522,2.7214) (-0.0597652,0.234657) 0.191211 (0.726137,2.63697) (-0.0717122,0.236808) 0.183036 (1.48258,2.52542) (0.0506076,0.123339) 0.163881 (1.80466,2.40214) (0.0551243,0.137429) 0.179333 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.03458,3.53187) (-0.0587258,0.998308) 0.120573 (0.900002,5.82137) 1.65749 1.62955 (0.282579,2.78007) (-0.0597689,0.234656) 0.191211 (0.708157,2.69615) (-0.0719206,0.236745) 0.183036 (1.49523,2.55625) (0.0506115,0.123338) 0.163881 (1.81837,2.43652) (0.0548296,0.137546) 0.179333 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.01992,3.78143) (-0.0586075,0.998259) 0.120573 (0.900002,5.82137) 1.65749 1.62944 (0.267581,2.83872) (-0.0599951,0.234599) 0.191211 (0.690234,2.75536) (-0.071692,0.236815) 0.183036 (1.50789,2.58709) (0.0506087,0.123339) 0.163881 (1.83203,2.47093) (0.0546665,0.137611) 0.179333 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
