timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.02333,1.05554) (0,0) 0.178884 (0.900002,5.82137) 1.78773 0 (0.517905,2.32179) (0,0) 0.206264 (0.941126,2.34547) (0,0) 0.154997 (1.16403,2.33506) (0,0) 0.135891 (1.67629,2.3962) (0,0) 0.135929 (0,1.05554) (0,0) 0.3 (2.1,1.05554) (0,0) 0.3
0.25 (1.01685,1.30547) (-0.0258837,0.999713) 0.178884 (0.900002,5.82137) 1.78773 1.59668 (0.499504,2.37157) (-0.0736064,0.199111) 0.206264 (0.922956,2.4382) (-0.0726807,0.370941) 0.154997 (1.18492,2.31219) (0.0835749,-0.0914971) 0.135891 (1.68237,2.42928) (0.0243291,0.132308) 0.135929 (0,1.30547) (0,0) 0.3 (2.1,1.30547) (0,0) 0.3
0.5 (1.01039,1.55538) (-0.0258647,0.999627) 0.178884 (0.900002,5.82137) 1.78773 1.59666 (0.4811,2.42134) (-0.0736125,0.199109) 0.206264 (0.889512,2.52659) (-0.133773,0.353531) 0.154997 (1.20888,2.3137) (0.0958373,0.0060749) 0.135891 (1.68845,2.46235) (0.024324,0.132309) 0.135929 (0,1.55538) (0,0) 0.3 (2.1,1.55538) (0,0) 0.3
0.75 (1.00331,1.78094) (-0.0283296,0.902258) 0.178884 (0.900002,5.82137) 1.78773 1.60218 (0.462697,2.47112) (-0.0736141,0.199108) 0.206264 (0.84766,2.61131) (-0.167411,0.3389) 0.154997 (1.27453,2.31691) (0.262611,0.01281) 0.135891 (1.69453,2.49543) (0.0243198,0.13231) 0.135929 (0,1.78094) (0,0) 0.3 (2.1,1.78094) (0,0) 0.3
1 (0.999979,2.03018) (-0.0133086,0.996964) 0.178884 (0.900002,5.82137) 1.78773 1.58414 (0.444293,2.5209) (-0.0736152,0.199108) 0.206264 (0.800919,2.69344) (-0.186963,0.328518) 0.154997 (1.33945,2.32806) (0.259665,0.0446021) 0.135891 (1.70061,2.52851) (0.0243208,0.13231) 0.135929 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (0.993389,2.2801) (-0.0263592,0.999662) 0.178884 (0.900002,5.82137) 1.78773 1.59716 (0.425896,2.57068) (-0.0735903,0.199117) 0.206264 (0.751167,2.77378) (-0.199006,0.321366) 0.154997 (1.4002,2.34475) (0.243016,0.0667592) 0.135891 (1.7067,2.56158) (0.0243233,0.13231) 0.135929 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.986815,2.53002) (-0.026297,0.999693) 0.178884 (0.900002,5.82137) 1.78773 1.5971 (0.407495,2.62046) (-0.0736004,0.199113) 0.206264 (0.699425,2.85286) (-0.206969,0.316297) 0.154997 (1.45537,2.36536) (0.220666,0.0824553) 0.135891 (1.71278,2.59466) (0.0243232,0.13231) 0.135929 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.980238,2.77995) (-0.0263083,0.999699) 0.178884 (0.900002,5.82137) 1.78773 1.59711 (0.389092,2.67023) (-0.0736137,0.199109) 0.206264 (0.646895,2.93141) (-0.210122,0.314211) 0.154997 (1.50442,2.38884) (0.196191,0.0939218) 0.135891 (1.71886,2.62774) (0.0243265,0.132309) 0.135929 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.973647,3.02987) (-0.0263623,0.99968) 0.178884 (0.900002,5.82137) 1.78773 1.59716 (0.370685,2.72001) (-0.073627,0.199104) 0.206264 (0.594365,3.00996) (-0.210117,0.314214) 0.154997 (1.54738,2.41447) (0.171837,0.102513) 0.135891 (1.72494,2.66082) (0.0243358,0.132307) 0.135929 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.967052,3.27978) (-0.0263795,0.999657) 0.178884 (0.900002,5.82137) 1.78773 1.59718 (0.352283,2.76979) (-0.0736079,0.199111) 0.206264 (0.54184,3.08852) (-0.210101,0.314225) 0.154997 (1.58458,2.44174) (0.148795,0.1091) 0.135891 (1.73102,2.69389) (0.0243264,0.132309) 0.135929 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.960472,3.52969) (-0.0263197,0.999628) 0.178884 (0.900002,5.82137) 1.78773 1.59712 (0.33388,2.81956) (-0.0736131,0.199109) 0.206264 (0.489303,3.16707) (-0.21015,0.314192) 0.154997 (1.61654,2.4703) (0.127875,0.114215) 0.135891 (1.73711,2.72697) (0.0243329,0.132308) 0.135929 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.95386,3.7796) (-0.0264491,0.999659) 0.178884 (0.900002,5.82137) 1.78773 1.59725 (0.315472,2.86934) (-0.0736339,0.199101) 0.206264 (0.436766,3.24561) (-0.210146,0.314195) 0.154997 (1.64336,2.49993) (0.107273,0.118545) 0.135891 (1.74319,2.76005) (0.0243241,0.132309) 0.135929 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
