timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (0.922329,1.47219) (0,0) 0.164691 (0.900002,5.82137) 1.63703 0 (0.505205,2.36869) (0,0) 0.133762 (0.835127,2.32895) (0,0) 0.125332 (1.50641,2.2295) (0,0) 0.178758 (1.56065,2.32075) (0,0) 0.121552 (0,1.47219) (0,0) 0.3 (2.1,1.47219) (0,0) 0.3
0.25 (0.928054,1.48713) (0.0229016,0.0597424) 0.164691 (0.900002,5.82137) 1.63703 1.20474 (0.471924,2.4576) (-0.133123,0.355643) 0.133762 (0.837224,2.36166) (0.00838523,0.130836) 0.125332 (1.47969,2.17959) (-0.106865,-0.199673) 0.178758 (1.60709,2.39888) (0.185785,0.312525) 0.121552 (0,1.48713) (0,0) 0.3 (2.1,1.48713) (0,0) 0.3
0.5 (0.933417,1.52599) (0.0214511,0.155464) 0.164691 (0.900002,5.82137) 1.63703 1.43368 (0.438644,2.54652) (-0.133118,0.355645) 0.133762 (0.821913,2.39064) (-0.0612432,0.115921) 0.125332 (1.4784,2.17318) (-0.00517954,-0.0256408) 0.178758 (1.62803,2.48733) (0.0837337,0.353803) 0.121552 (0,1.52599) (0,0) 0.3 (2.1,1.52599) (0,0) 0.3
0.75 (0.949628,1.59118) (0.0648418,0.260726) 0.164691 (0.900002,5.82137) 1.63703 1.32704 (0.405359,2.63542) (-0.133142,0.355636) 0.133762 (0.8066,2.41962) (-0.0612529,0.115916) 0.125332 (1.4919,2.21429) (0.0540365,0.164455) 0.178758 (1.64896,2.57578) (0.0837413,0.353801) 0.121552 (0,1.59118) (0,0) 0.3 (2.1,1.59118) (0,0) 0.3
1 (0.959871,1.6917) (0.0409728,0.4021) 0.164691 (0.900002,5.82137) 1.63703 1.46925 (0.372077,2.72433) (-0.133128,0.355641) 0.133762 (0.791289,2.4486) (-0.0612437,0.115921) 0.125332 (1.50904,2.27205) (0.0685275,0.231028) 0.178758 (1.6699,2.66423) (0.0837398,0.353802) 0.121552 (0,1.6917) (0,0) 0.3 (2.1,1.6917) (0,0) 0.3
1.25 (0.987172,1.93654) (0.109204,0.979364) 0.164691 (0.900002,5.82137) 1.63703 1.45975 (0.338797,2.81325) (-0.133119,0.355644) 0.133762 (0.775979,2.47758) (-0.0612391,0.115923) 0.125332 (1.52618,2.3298) (0.0685578,0.231019) 0.178758 (1.69083,2.75268) (0.0837408,0.353802) 0.121552 (0,1.93654) (0,0) 0.3 (2.1,1.93654) (0,0) 0.3
1.5 (1.00968,2.1822) (0.090032,0.98262) 0.164691 (0.900002,5.82137) 1.63703 1.47943 (0.305506,2.90215) (-0.133165,0.355627) 0.133762 (0.760668,2.50656) (-0.0612435,0.115921) 0.125332 (1.54332,2.38756) (0.068559,0.231019) 0.178758 (1.71177,2.84113) (0.0837594,0.353797) 0.121552 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.02795,2.42861) (0.0730809,0.985649) 0.164691 (0.900002,5.82137) 1.63703 1.49679 (0.272205,2.99106) (-0.133205,0.355612) 0.133762 (0.745359,2.53554) (-0.0612384,0.115924) 0.125332 (1.56045,2.44531) (0.0685211,0.23103) 0.178758 (1.73271,2.92958) (0.0837679,0.353795) 0.121552 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.03802,2.67692) (0.0402867,0.993264) 0.164691 (0.900002,5.82137) 1.63703 1.53026 (0.238917,3.07996) (-0.133148,0.355634) 0.133762 (0.730048,2.56452) (-0.0612439,0.115921) 0.125332 (1.57758,2.50307) (0.0685378,0.231025) 0.178758 (1.75365,3.01803) (0.083746,0.3538) 0.121552 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.02705,2.92667) (-0.0438798,0.998986) 0.164691 (0.900002,5.82137) 1.63703 1.61469 (0.213311,3.14837) (-0.102426,0.273645) 0.133762 (0.714735,2.5935) (-0.0612527,0.115916) 0.125332 (1.59472,2.56083) (0.0685412,0.231024) 0.178758 (1.77459,3.10648) (0.0837438,0.353801) 0.121552 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.01607,3.17642) (-0.0439279,0.998987) 0.164691 (0.900002,5.82137) 1.63703 1.61474 (0.194121,3.19969) (-0.0767602,0.205271) 0.133762 (0.699423,2.62248) (-0.0612472,0.115919) 0.125332 (1.61185,2.61858) (0.0685403,0.231024) 0.178758 (1.79552,3.19493) (0.0837375,0.353802) 0.121552 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
