timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (0.956267,1.14498) (0,0) 0.211337 (0.900002,5.82137) 1.99222 0 (0.966807,2.33865) (0,0) 0.152981 (1.05377,2.3049) (0,0) 0.170305 (0,1.14498) (0,0) 0.3 (2.1,1.14498) (0,0) 0.3
0.25 (0.953249,1.39495) (-0.0120748,0.999882) 0.211337 (0.900002,5.82137) 1.99222 1.58287 (0.932208,2.35208) (-0.138395,0.0537144) 0.152981 (1.11081,2.36046) (0.228169,0.222232) 0.170305 (0,1.39495) (0,0) 0.3 (2.1,1.39495) (0,0) 0.3
0.5 (0.965677,1.60757) (0.049714,0.850478) 0.211337 (0.900002,5.82137) 1.99222 1.51241 (0.897585,2.36545) (-0.138492,0.0534617) 0.152981 (1.18909,2.37509) (0.313089,0.0585119) 0.170305 (0,1.60757) (0,0) 0.3 (2.1,1.60757) (0,0) 0.3
0.75 (0.992262,1.80734) (0.106341,0.799096) 0.211337 (0.900002,5.82137) 1.99222 1.4385 (0.863542,2.38023) (-0.13617,0.0591279) 0.152981 (1.24737,2.42934) (0.233127,0.217026) 0.170305 (0,1.80734) (0,0) 0.3 (2.1,1.80734) (0,0) 0.3
1 (1.02327,1.98683) (0.124014,0.717957) 0.211337 (0.900002,5.82137) 1.99222 1.39975 (0.830097,2.39632) (-0.133783,0.0643467) 0.152981 (1.30565,2.4836) (0.233127,0.217026) 0.170305 (0,1.98683) (0,0) 0.3 (2.1,1.98683) (0,0) 0.3
1.25 (1.05767,2.15072) (0.137609,0.655546) 0.211337 (0.900002,5.82137) 1.99222 1.36389 (0.797426,2.41392) (-0.130682,0.0704302) 0.152981 (1.36393,2.53786) (0.233127,0.217026) 0.170305 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.09631,2.29512) (0.154581,0.577625) 0.211337 (0.900002,5.82137) 1.99222 1.30931 (0.76708,2.43529) (-0.121385,0.0854629) 0.152981 (1.42221,2.59211) (0.233127,0.217026) 0.170305 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.12063,2.50529) (0.0972817,0.840685) 0.211337 (0.900002,5.82137) 1.99222 1.45559 (0.750262,2.46837) (-0.0672699,0.132337) 0.152981 (1.48049,2.64637) (0.233127,0.217026) 0.170305 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.10404,2.75474) (-0.0663658,0.99777) 0.211337 (0.900002,5.82137) 1.99222 1.63721 (0.733445,2.50146) (-0.067271,0.132336) 0.152981 (1.53878,2.70063) (0.233127,0.217026) 0.170305 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.08743,3.00418) (-0.0664559,0.997757) 0.211337 (0.900002,5.82137) 1.99222 1.6373 (0.716622,2.53454) (-0.0672921,0.132326) 0.152981 (1.57427,2.7719) (0.141989,0.285109) 0.170305 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.07083,3.25363) (-0.0663878,0.997823) 0.211337 (0.900002,5.82137) 1.99222 1.63723 (0.699801,2.56762) (-0.0672809,0.132331) 0.152981 (1.60977,2.84318) (0.142,0.285104) 0.170305 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.05423,3.50309) (-0.0664195,0.997841) 0.211337 (0.900002,5.82137) 1.99222 1.63726 (0.682981,2.60071) (-0.0672821,0.132331) 0.152981 (1.64526,2.91446) (0.141957,0.285125) 0.170305 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.03764,3.75255) (-0.0663552,0.997853) 0.211337 (0.900002,5.82137) 1.99222 1.6372 (0.666162,2.63379) (-0.0672742,0.132335) 0.152981 (1.68076,2.98574) (0.141979,0.285114) 0.170305 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (1.02103,4.002) (-0.0664397,0.997778) 0.211337 (0.900002,5.82137) 1.99222 1.63729 (0.64934,2.66687) (-0.0672902,0.132327) 0.152981 (1.71625,3.05702) (0.141977,0.285115) 0.170305 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (1.00443,4.25145) (-0.0663847,0.997797) 0.211337 (0.900002,5.82137) 1.99222 1.63723 (0.63252,2.69995) (-0.0672771,0.132333) 0.152981 (1.75175,3.1283) (0.141982,0.285113) 0.170305 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
