timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.01498,1.2898) (0,0) 0.197946 (0.900002,5.82137) 1.71277 0 (0.414569,2.24022) (0,0) 0.124053 (1.08203,2.36967) (0,0) 0.131235 (1.57714,2.36581) (0,0) 0.12702 (0,1.2898) (0,0) 0.3 (2.1,1.2898) (0,0) 0.3
0.25 (1.00863,1.53972) (-0.0253842,0.999686) 0.197946 (0.900002,5.82137) 1.71277 1.59618 (0.407869,2.27401) (-0.0268007,0.135158) 0.124053 (1.06239,2.41517) (-0.0785501,0.182001) 0.131235 (1.6073,2.44677) (0.120655,0.323876) 0.12702 (0,1.53972) (0,0) 0.3 (2.1,1.53972) (0,0) 0.3
0.5 (1.03665,1.77319) (0.112066,0.933864) 0.197946 (0.900002,5.82137) 1.71277 1.45137 (0.401171,2.3078) (-0.0267902,0.13516) 0.124053 (1.01845,2.43809) (-0.175757,0.0916734) 0.131235 (1.63746,2.52775) (0.120639,0.323881) 0.12702 (0,1.77319) (0,0) 0.3 (2.1,1.77319) (0,0) 0.3
0.75 (1.07913,1.99587) (0.169924,0.890727) 0.197946 (0.900002,5.82137) 1.71277 1.38229 (0.381027,2.33574) (-0.0805775,0.111773) 0.124053 (0.974734,2.46143) (-0.17487,0.0933531) 0.131235 (1.66762,2.60872) (0.120634,0.323883) 0.12702 (0,1.99587) (0,0) 0.3 (2.1,1.99587) (0,0) 0.3
1 (1.13151,2.20713) (0.209526,0.845061) 0.197946 (0.900002,5.82137) 1.71277 1.32776 (0.358152,2.3615) (-0.0915011,0.103022) 0.124053 (0.932249,2.48694) (-0.16994,0.102053) 0.131235 (1.69778,2.68969) (0.120633,0.323884) 0.12702 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.19166,2.39634) (0.240604,0.756817) 0.197946 (0.900002,5.82137) 1.71277 1.26298 (0.334584,2.38662) (-0.0942696,0.100495) 0.124053 (0.893165,2.51741) (-0.156338,0.121872) 0.131235 (1.72793,2.77066) (0.120606,0.323894) 0.12702 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.21046,2.64922) (0.0751861,1.01154) 0.197946 (0.900002,5.82137) 1.71277 1.4966 (0.312677,2.41321) (-0.087627,0.106337) 0.124053 (0.872135,2.56228) (-0.0841211,0.179494) 0.131235 (1.75808,2.85163) (0.120619,0.323889) 0.12702 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.1861,2.89802) (-0.097438,0.995183) 0.197946 (0.900002,5.82137) 1.71277 1.66839 (0.302487,2.44611) (-0.0407635,0.131622) 0.124053 (0.851103,2.60715) (-0.0841273,0.179491) 0.131235 (1.78824,2.9326) (0.120618,0.323889) 0.12702 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.16174,3.14685) (-0.0974444,0.99533) 0.197946 (0.900002,5.82137) 1.71277 1.66839 (0.29839,2.48032) (-0.0163857,0.136812) 0.124053 (0.830069,2.65203) (-0.0841331,0.179488) 0.131235 (1.8184,3.01358) (0.120631,0.323885) 0.12702 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.13739,3.39568) (-0.0973819,0.995313) 0.197946 (0.900002,5.82137) 1.71277 1.66833 (0.294293,2.51452) (-0.0163881,0.136812) 0.124053 (0.809033,2.6969) (-0.0841449,0.179483) 0.131235 (1.84857,3.09454) (0.120678,0.323867) 0.12702 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.11305,3.6445) (-0.0973978,0.99526) 0.197946 (0.900002,5.82137) 1.71277 1.66835 (0.290196,2.54872) (-0.0163886,0.136812) 0.124053 (0.788,2.74177) (-0.084131,0.179489) 0.131235 (1.87871,3.17552) (0.120596,0.323898) 0.12702 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
