timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.14829,1.43267) (0,0) 0.150998 (0.900002,5.82137) 1.93558 0 (0.501628,2.27327) (0,0) 0.180766 (0.883472,2.33074) (0,0) 0.128058 (1.26025,2.21943) (0,0) 0.187658 (1.66082,2.30089) (0,0) 0.190156 (0,1.43267) (0,0) 0.3 (2.1,1.43267) (0,0) 0.3
0.25 (1.13544,1.44602) (-0.0513734,0.0533732) 0.150998 (0.900002,5.82137) 1.93558 2.33711 (0.4715,2.36241) (-0.120512,0.356572) 0.180766 (0.873995,2.38072) (-0.0379068,0.199907) 0.128058 (1.2599,2.22504) (-0.00140934,0.0224642) 0.187658 (1.66757,2.33789) (0.0269977,0.147999) 0.190156 (0,1.44602) (0,0) 0.3 (2.1,1.44602) (0,0) 0.3
0.5 (1.10122,1.48352) (-0.136889,0.150024) 0.150998 (0.900002,5.82137) 1.93558 2.31045 (0.441373,2.45156) (-0.120506,0.356574) 0.180766 (0.849031,2.42504) (-0.099857,0.17728) 0.128058 (1.25638,2.25376) (-0.0140781,0.11487) 0.187658 (1.67432,2.37489) (0.0269948,0.147999) 0.190156 (0,1.48352) (0,0) 0.3 (2.1,1.48352) (0,0) 0.3
0.75 (1.07131,1.54136) (-0.119663,0.231332) 0.150998 (0.900002,5.82137) 1.93558 2.04817 (0.41124,2.5407) (-0.120536,0.356564) 0.180766 (0.824064,2.46936) (-0.099869,0.177273) 0.128058 (1.25248,2.30175) (-0.0156042,0.191948) 0.187658 (1.68107,2.41189) (0.0269949,0.147999) 0.190156 (0,1.54136) (0,0) 0.3 (2.1,1.54136) (0,0) 0.3
1 (1.04974,1.6112) (-0.0862767,0.279366) 0.150998 (0.900002,5.82137) 1.93558 1.87033 (0.38111,2.62984) (-0.12052,0.356569) 0.180766 (0.799098,2.51367) (-0.0998619,0.177277) 0.128058 (1.25551,2.3498) (0.0121408,0.192198) 0.187658 (1.68782,2.44889) (0.0269962,0.147999) 0.190156 (0,1.6112) (0,0) 0.3 (2.1,1.6112) (0,0) 0.3
1.25 (1.03433,1.69333) (-0.0616065,0.328545) 0.150998 (0.900002,5.82137) 1.93558 1.75616 (0.350982,2.71898) (-0.12051,0.356572) 0.180766 (0.774133,2.55799) (-0.0998626,0.177277) 0.128058 (1.26214,2.39749) (0.0265231,0.190746) 0.187658 (1.69457,2.48589) (0.0270013,0.147998) 0.190156 (0,1.69333) (0,0) 0.3 (2.1,1.69333) (0,0) 0.3
1.5 (1.02187,1.80756) (-0.0498592,0.456908) 0.150998 (0.900002,5.82137) 1.93558 1.67949 (0.320854,2.80813) (-0.12051,0.356572) 0.180766 (0.749164,2.60231) (-0.0998754,0.17727) 0.128058 (1.27063,2.44488) (0.033957,0.189564) 0.187658 (1.70132,2.52289) (0.0270042,0.147998) 0.190156 (0,1.80756) (0,0) 0.3 (2.1,1.80756) (0,0) 0.3
1.75 (1.00403,1.9964) (-0.0713606,0.755361) 0.150998 (0.900002,5.82137) 1.93558 1.66499 (0.290731,2.89727) (-0.120493,0.356578) 0.180766 (0.7242,2.64663) (-0.0998555,0.177281) 0.128058 (1.28009,2.49208) (0.037806,0.188834) 0.187658 (1.70807,2.55989) (0.0269962,0.147999) 0.190156 (0,1.9964) (0,0) 0.3 (2.1,1.9964) (0,0) 0.3
2 (0.982649,2.24439) (-0.0855258,0.991977) 0.150998 (0.900002,5.82137) 1.93558 1.6568 (0.260598,2.98641) (-0.120532,0.356565) 0.180766 (0.699232,2.69095) (-0.0998699,0.177273) 0.128058 (1.29004,2.53919) (0.0398072,0.188422) 0.187658 (1.71482,2.59689) (0.0269809,0.148002) 0.190156 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.965467,2.49303) (-0.0687262,0.994557) 0.150998 (0.900002,5.82137) 1.93558 1.63979 (0.230455,3.07555) (-0.120572,0.356552) 0.180766 (0.674267,2.73527) (-0.0998623,0.177277) 0.128058 (1.30025,2.58624) (0.0408506,0.188199) 0.187658 (1.72156,2.63389) (0.0269914,0.148) 0.190156 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.957366,2.74284) (-0.0324046,0.999238) 0.150998 (0.900002,5.82137) 1.93558 1.60321 (0.206957,3.14507) (-0.093992,0.278069) 0.180766 (0.649298,2.77959) (-0.0998745,0.17727) 0.128058 (1.3106,2.63326) (0.041406,0.188077) 0.187658 (1.72831,2.67089) (0.0270085,0.147997) 0.190156 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.952691,2.9928) (-0.0187006,0.999831) 0.150998 (0.900002,5.82137) 1.93558 1.5895 (0.188549,3.19891) (-0.0736323,0.215368) 0.180766 (0.62433,2.8239) (-0.099871,0.177272) 0.128058 (1.32103,2.68026) (0.0417086,0.18801) 0.187658 (1.73507,2.70789) (0.0270046,0.147998) 0.190156 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.948028,3.24276) (-0.0186495,0.99982) 0.150998 (0.900002,5.82137) 1.93558 1.58945 (0.171945,3.24425) (-0.066417,0.181377) 0.180766 (0.599366,2.86822) (-0.0998588,0.177279) 0.128058 (1.3315,2.72726) (0.0418672,0.187975) 0.187658 (1.74181,2.74489) (0.0269898,0.148) 0.190156 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.943361,3.49272) (-0.0186708,0.999851) 0.150998 (0.900002,5.82137) 1.93558 1.58947 (0.154759,3.28427) (-0.068746,0.160059) 0.180766 (0.574402,2.91254) (-0.0998537,0.177282) 0.128058 (1.34198,2.77425) (0.041944,0.187958) 0.187658 (1.74856,2.78189) (0.0269923,0.148) 0.190156 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.938709,3.74269) (-0.0186058,0.99987) 0.150998 (0.900002,5.82137) 1.93558 1.5894 (0.134425,3.31864) (-0.0813363,0.137496) 0.180766 (0.549434,2.95686) (-0.0998714,0.177272) 0.128058 (1.35248,2.82123) (0.0419864,0.187948) 0.187658 (1.75531,2.81889) (0.0269883,0.148001) 0.190156 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.934038,3.99263) (-0.0186843,0.999755) 0.150998 (0.900002,5.82137) 1.93558 1.58948 (0.10918,3.3404) (-0.100976,0.0870313) 0.180766 (0.524467,3.00118) (-0.0998684,0.177274) 0.128058 (1.36298,2.86822) (0.0420071,0.187944) 0.187658 (1.76206,2.85589) (0.0269891,0.148) 0.190156 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.929397,4.24257) (-0.0185652,0.999779) 0.150998 (0.900002,5.82137) 1.93558 1.58936 (0.0937055,3.33776) (-0.0618999,-0.0105567) 0.180766 (0.499503,3.0455) (-0.0998573,0.17728) 0.128058 (1.37348,2.9152) (0.0420187,0.187941) 0.187658 (1.7688,2.89289) (0.0269946,0.147999) 0.190156 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.924734,4.49254) (-0.0186512,0.9999) 0.150998 (0.900002,5.82137) 1.93558 1.58945 (0.0803616,3.33478) (-0.0533757,-0.0119155) 0.180766 (0.474537,3.08982) (-0.0998623,0.177277) 0.128058 (1.38399,2.96219) (0.042028,0.187939) 0.187658 (1.77555,2.92989) (0.0269883,0.148001) 0.190156 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
