timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.04897,1.02685) (0,0) 0.194327 (0.900002,5.82137) 1.60267 0 (0.689381,2.35439) (0,0) 0.137138 (1.78289,2.29355) (0,0) 0.213973 (0,1.02685) (0,0) 0.3 (2.1,1.02685) (0,0) 0.3
0.25 (1.04121,1.27673) (-0.0310566,0.999525) 0.194327 (0.900002,5.82137) 1.60267 1.60186 (0.67017,2.40372) (-0.0768442,0.197321) 0.137138 (1.80056,2.38929) (0.0707056,0.382983) 0.213973 (0,1.27673) (0,0) 0.3 (2.1,1.27673) (0,0) 0.3
0.5 (1.03346,1.52662) (-0.0309899,0.999569) 0.194327 (0.900002,5.82137) 1.60267 1.60179 (0.650956,2.45305) (-0.0768573,0.197316) 0.137138 (1.81823,2.48504) (0.0706808,0.382988) 0.213973 (0,1.52662) (0,0) 0.3 (2.1,1.52662) (0,0) 0.3
0.75 (1.02568,1.77649) (-0.0311375,0.999477) 0.194327 (0.900002,5.82137) 1.60267 1.60194 (0.631741,2.50238) (-0.0768595,0.197315) 0.137138 (1.83591,2.58079) (0.070697,0.382985) 0.213973 (0,1.77649) (0,0) 0.3 (2.1,1.77649) (0,0) 0.3
1 (1.01793,2.02636) (-0.0309998,0.999494) 0.194327 (0.900002,5.82137) 1.60267 1.6018 (0.612526,2.55171) (-0.0768576,0.197316) 0.137138 (1.85358,2.67653) (0.0706839,0.382987) 0.213973 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.01016,2.27624) (-0.0310586,0.999526) 0.194327 (0.900002,5.82137) 1.60267 1.60186 (0.593311,2.60103) (-0.0768606,0.197315) 0.137138 (1.87125,2.77228) (0.0706989,0.382985) 0.213973 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.0024,2.52614) (-0.0310423,0.999596) 0.194327 (0.900002,5.82137) 1.60267 1.60184 (0.574094,2.65036) (-0.0768691,0.197311) 0.137138 (1.88893,2.86803) (0.0707083,0.382983) 0.213973 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.994637,2.77602) (-0.0310669,0.999492) 0.194327 (0.900002,5.82137) 1.60267 1.60187 (0.554881,2.69969) (-0.0768529,0.197318) 0.137138 (1.9066,2.96377) (0.0706896,0.382986) 0.213973 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.986875,3.02588) (-0.0310462,0.99947) 0.194327 (0.900002,5.82137) 1.60267 1.60185 (0.53567,2.74902) (-0.0768449,0.197321) 0.137138 (1.92427,3.05952) (0.0706939,0.382985) 0.213973 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.979119,3.27579) (-0.0310239,0.999606) 0.194327 (0.900002,5.82137) 1.60267 1.60182 (0.516462,2.79835) (-0.0768309,0.197326) 0.137138 (1.94195,3.15526) (0.0707119,0.382982) 0.213973 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.971352,3.52566) (-0.03107,0.999514) 0.194327 (0.900002,5.82137) 1.60267 1.60187 (0.497248,2.84768) (-0.0768567,0.197316) 0.137138 (1.95961,3.25101) (0.0706471,0.382994) 0.213973 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
