timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (0.934109,1.45094) (0,0) 0.171863 (0.900002,5.82137) 1.79745 0 (0.506841,2.20138) (0,0) 0.168574 (0.778435,2.37073) (0,0) 0.120549 (1.50313,2.20077) (0,0) 0.136635 (1.54149,2.24974) (0,0) 0.175357 (0,1.45094) (0,0) 0.3 (2.1,1.45094) (0,0) 0.3
0.25 (0.93801,1.46784) (0.0156025,0.0675972) 0.171863 (0.900002,5.82137) 1.79745 1.34395 (0.464347,2.27099) (-0.169974,0.278448) 0.168574 (0.758893,2.41075) (-0.0781663,0.160085) 0.120549 (1.45713,2.14739) (-0.183989,-0.213522) 0.136635 (1.59509,2.31818) (0.214427,0.273754) 0.175357 (0,1.46784) (0,0) 0.3 (2.1,1.46784) (0,0) 0.3
0.5 (0.936526,1.51681) (-0.00593298,0.195878) 0.171863 (0.900002,5.82137) 1.79745 1.60108 (0.434112,2.34674) (-0.120943,0.30298) 0.168574 (0.739353,2.45077) (-0.0781606,0.160087) 0.120549 (1.43288,2.11816) (-0.0969937,-0.116935) 0.136635 (1.61471,2.40287) (0.0784549,0.33877) 0.175357 (0,1.51681) (0,0) 0.3 (2.1,1.51681) (0,0) 0.3
0.75 (0.942501,1.5914) (0.0238989,0.298357) 0.171863 (0.900002,5.82137) 1.79745 1.49087 (0.410991,2.42495) (-0.0924838,0.312843) 0.168574 (0.71981,2.49079) (-0.0781723,0.160082) 0.120549 (1.44173,2.14183) (0.035373,0.0946983) 0.136635 (1.63432,2.48756) (0.0784506,0.338771) 0.175357 (0,1.5914) (0,0) 0.3 (2.1,1.5914) (0,0) 0.3
1 (0.986899,1.75658) (0.177591,0.660735) 0.171863 (0.900002,5.82137) 1.79745 1.30822 (0.387864,2.50315) (-0.0925084,0.312836) 0.168574 (0.700269,2.53081) (-0.0781647,0.160085) 0.120549 (1.46936,2.19436) (0.110534,0.210115) 0.136635 (1.65394,2.57225) (0.0785005,0.338759) 0.175357 (0,1.75658) (0,0) 0.3 (2.1,1.75658) (0,0) 0.3
1.25 (1.00043,2.00639) (0.0541164,0.999243) 0.171863 (0.900002,5.82137) 1.79745 1.51669 (0.364741,2.58137) (-0.0924908,0.312841) 0.168574 (0.680728,2.57083) (-0.0781626,0.160086) 0.120549 (1.52685,2.26392) (0.229959,0.278221) 0.136635 (1.67356,2.65694) (0.0784647,0.338767) 0.175357 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.993854,2.25631) (-0.0262964,0.999678) 0.171863 (0.900002,5.82137) 1.79745 1.5971 (0.341621,2.65958) (-0.0924811,0.312844) 0.168574 (0.661183,2.61085) (-0.0781798,0.160078) 0.120549 (1.57034,2.34298) (0.173963,0.316268) 0.136635 (1.69318,2.74164) (0.0784851,0.338763) 0.175357 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.987272,2.50622) (-0.0263254,0.99964) 0.171863 (0.900002,5.82137) 1.79745 1.59713 (0.318504,2.73779) (-0.0924656,0.312849) 0.168574 (0.641641,2.65087) (-0.078168,0.160084) 0.120549 (1.60503,2.42629) (0.138759,0.333218) 0.136635 (1.7128,2.82633) (0.0784709,0.338766) 0.175357 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.980691,2.75613) (-0.0263274,0.999646) 0.171863 (0.900002,5.82137) 1.79745 1.59713 (0.295388,2.816) (-0.0924659,0.312849) 0.168574 (0.622097,2.69089) (-0.0781767,0.16008) 0.120549 (1.63453,2.51157) (0.118005,0.34112) 0.136635 (1.73241,2.91102) (0.0784482,0.338771) 0.175357 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.974105,3.00603) (-0.0263405,0.999573) 0.171863 (0.900002,5.82137) 1.79745 1.59714 (0.272266,2.89421) (-0.0924875,0.312842) 0.168574 (0.602556,2.73091) (-0.0781634,0.160086) 0.120549 (1.66009,2.59811) (0.102218,0.346179) 0.136635 (1.75203,2.99571) (0.0784958,0.33876) 0.175357 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.967515,3.25593) (-0.0263632,0.999634) 0.171863 (0.900002,5.82137) 1.79745 1.59716 (0.249146,2.97242) (-0.0924793,0.312845) 0.168574 (0.583012,2.77093) (-0.0781773,0.160079) 0.120549 (1.68207,2.68563) (0.0879163,0.350084) 0.136635 (1.77165,3.0804) (0.0784603,0.338768) 0.175357 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
