timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (0.933441,1.22399) (0,0) 0.163013 (0.900002,5.82137) 1.59125 0 (0.489916,2.31192) (0,0) 0.155391 (0.803549,2.3656) (0,0) 0.18165 (1.67223,2.29109) (0,0) 0.155663 (1.6883,2.28287) (0,0) 0.129646 (0,1.22399) (0,0) 0.3 (2.1,1.22399) (0,0) 0.3
0.25 (0.931627,1.474) (-0.00725388,1.00004) 0.163013 (0.900002,5.82137) 1.59125 1.57805 (0.47405,2.34876) (-0.0634666,0.147364) 0.155391 (0.801393,2.43406) (-0.00862417,0.27387) 0.18165 (1.61625,2.36763) (-0.22391,0.306175) 0.155663 (1.73338,2.29129) (0.180297,0.0336756) 0.129646 (0,1.474) (0,0) 0.3 (2.1,1.474) (0,0) 0.3
0.5 (0.949703,1.71935) (0.0723046,0.981405) 0.163013 (0.900002,5.82137) 1.59125 1.49725 (0.461274,2.38679) (-0.051102,0.152095) 0.155391 (0.782597,2.49994) (-0.0751831,0.263489) 0.18165 (1.55881,2.44308) (-0.229795,0.301783) 0.155663 (1.7762,2.2749) (0.171292,-0.0655762) 0.129646 (0,1.71935) (0,0) 0.3 (2.1,1.71935) (0,0) 0.3
0.75 (0.987769,2.03506) (0.152262,1.26285) 0.163013 (0.900002,5.82137) 1.59125 1.45081 (0.448503,2.42481) (-0.0510833,0.152101) 0.155391 (0.760573,2.56218) (-0.0880961,0.248985) 0.18165 (1.58587,2.53396) (0.108244,0.363541) 0.155663 (1.78784,2.31925) (0.0465824,0.177401) 0.129646 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1 (1.00894,2.27847) (0.0846921,0.973607) 0.163013 (0.900002,5.82137) 1.59125 1.48403 (0.435731,2.46284) (-0.0510902,0.152099) 0.155391 (0.734716,2.62562) (-0.103426,0.253736) 0.18165 (1.61292,2.62485) (0.108221,0.363548) 0.155663 (1.79213,2.3649) (0.0171648,0.18261) 0.129646 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.02728,2.5224) (0.0733629,0.975743) 0.163013 (0.900002,5.82137) 1.59125 1.49575 (0.422956,2.50086) (-0.0510975,0.152096) 0.155391 (0.706652,2.68811) (-0.112257,0.249954) 0.18165 (1.63998,2.71574) (0.108237,0.363544) 0.155663 (1.79642,2.41056) (0.0171546,0.182611) 0.129646 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.0389,2.76844) (0.0464903,0.984166) 0.163013 (0.900002,5.82137) 1.59125 1.52359 (0.410182,2.53888) (-0.0510992,0.152096) 0.155391 (0.676494,2.74961) (-0.120632,0.246022) 0.18165 (1.66703,2.80662) (0.108211,0.363551) 0.155663 (1.80071,2.45621) (0.0171626,0.182611) 0.129646 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.02755,3.01819) (-0.0454202,0.998973) 0.163013 (0.900002,5.82137) 1.59125 1.61623 (0.397409,2.57691) (-0.0510883,0.152099) 0.155391 (0.644222,2.81003) (-0.129086,0.241693) 0.18165 (1.69408,2.89751) (0.10818,0.36356) 0.155663 (1.805,2.50186) (0.0171627,0.182611) 0.129646 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.0162,3.26793) (-0.0454133,0.998979) 0.163013 (0.900002,5.82137) 1.59125 1.61622 (0.384635,2.61493) (-0.0510987,0.152096) 0.155391 (0.610007,2.86938) (-0.136863,0.237376) 0.18165 (1.72113,2.9884) (0.108215,0.36355) 0.155663 (1.80929,2.54751) (0.0171577,0.182611) 0.129646 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.00485,3.51766) (-0.0453757,0.998932) 0.163013 (0.900002,5.82137) 1.59125 1.61619 (0.371863,2.65296) (-0.0510852,0.1521) 0.155391 (0.57579,2.92872) (-0.136868,0.237373) 0.18165 (1.74818,3.07929) (0.108188,0.363558) 0.155663 (1.81359,2.59317) (0.0171673,0.18261) 0.129646 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.993477,3.76741) (-0.0455021,0.998994) 0.163013 (0.900002,5.82137) 1.59125 1.61631 (0.359089,2.69098) (-0.0510979,0.152096) 0.155391 (0.541569,2.98806) (-0.136883,0.237365) 0.18165 (1.77351,3.16439) (0.101322,0.340376) 0.155663 (1.81788,2.63882) (0.0171603,0.182611) 0.129646 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.982109,4.01715) (-0.0454702,0.998932) 0.163013 (0.900002,5.82137) 1.59125 1.61628 (0.346314,2.72901) (-0.0510987,0.152096) 0.155391 (0.507357,3.04741) (-0.136847,0.237385) 0.18165 (1.79252,3.22821) (0.0760524,0.255289) 0.155663 (1.82217,2.68447) (0.0171572,0.182611) 0.129646 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
