timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.04934,1.31118) (0,0) 0.194587 (0.900002,5.82137) 1.87788 0 (0.400289,2.23825) (0,0) 0.125884 (0.918637,2.22458) (0,0) 0.219757 (1.62715,2.36775) (0,0) 0.126922 (0,1.31118) (0,0) 0.3 (2.1,1.31118) (0,0) 0.3
0.25 (1.07447,1.32762) (0.100515,0.065737) 0.194587 (0.900002,5.82137) 1.87788 0.579184 (0.384023,2.32613) (-0.0650629,0.351511) 0.125884 (0.915395,2.26557) (-0.0129697,0.16398) 0.219757 (1.64338,2.4176) (0.0649045,0.199384) 0.126922 (0,1.32762) (0,0) 0.3 (2.1,1.32762) (0,0) 0.3
0.5 (1.10102,1.37811) (0.106189,0.201988) 0.194587 (0.900002,5.82137) 1.87788 1.08679 (0.367754,2.41401) (-0.0650767,0.351509) 0.125884 (0.900028,2.30372) (-0.0614685,0.152576) 0.219757 (1.65961,2.46744) (0.0649209,0.199379) 0.126922 (0,1.37811) (0,0) 0.3 (2.1,1.37811) (0,0) 0.3
0.75 (1.19014,1.56227) (0.356508,0.736628) 0.194587 (0.900002,5.82137) 1.87788 1.12005 (0.351486,2.50188) (-0.0650739,0.351509) 0.125884 (0.884662,2.34186) (-0.0614616,0.152578) 0.219757 (1.67584,2.51729) (0.0649305,0.199376) 0.126922 (0,1.56227) (0,0) 0.3 (2.1,1.56227) (0,0) 0.3
1 (1.24558,1.80116) (0.221722,0.955571) 0.194587 (0.900002,5.82137) 1.87788 1.3428 (0.335224,2.58976) (-0.0650463,0.351514) 0.125884 (0.869299,2.38001) (-0.0614552,0.152581) 0.219757 (1.69207,2.56713) (0.0649076,0.199383) 0.126922 (0,1.80116) (0,0) 0.3 (2.1,1.80116) (0,0) 0.3
1.25 (1.27284,2.04698) (0.109056,0.983267) 0.194587 (0.900002,5.82137) 1.87788 1.46034 (0.318951,2.67764) (-0.0650913,0.351506) 0.125884 (0.853933,2.41815) (-0.061462,0.152578) 0.219757 (1.7127,2.61532) (0.0825413,0.192752) 0.126922 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.27748,2.29612) (0.0185637,0.996571) 0.194587 (0.900002,5.82137) 1.87788 1.55217 (0.302693,2.76552) (-0.0650312,0.351517) 0.125884 (0.838568,2.4563) (-0.0614606,0.152579) 0.219757 (1.72866,2.66525) (0.0638281,0.199731) 0.126922 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.25822,2.54566) (-0.0770286,0.998166) 0.194587 (0.900002,5.82137) 1.87788 1.64781 (0.286415,2.85339) (-0.0651156,0.351501) 0.125884 (0.823202,2.49444) (-0.0614616,0.152578) 0.219757 (1.74462,2.71519) (0.0638184,0.199734) 0.126922 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.23105,2.7942) (-0.108702,0.994159) 0.194587 (0.900002,5.82137) 1.87788 1.6797 (0.270155,2.94127) (-0.0650398,0.351516) 0.125884 (0.807837,2.53259) (-0.0614615,0.152578) 0.219757 (1.76057,2.76512) (0.0638112,0.199737) 0.126922 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.20388,3.04271) (-0.108679,0.994021) 0.194587 (0.900002,5.82137) 1.87788 1.6797 (0.253879,3.02915) (-0.0651019,0.351504) 0.125884 (0.792473,2.57073) (-0.0614554,0.152581) 0.219757 (1.77652,2.81506) (0.0637974,0.199741) 0.126922 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.1767,3.29123) (-0.108698,0.994079) 0.194587 (0.900002,5.82137) 1.87788 1.67971 (0.23886,3.11025) (-0.0600787,0.324399) 0.125884 (0.777105,2.60888) (-0.0614712,0.152575) 0.219757 (1.79247,2.86499) (0.0638285,0.199731) 0.126922 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.14952,3.53973) (-0.108735,0.994) 0.194587 (0.900002,5.82137) 1.87788 1.67975 (0.227598,3.17109) (-0.0450478,0.243374) 0.125884 (0.76174,2.64702) (-0.0614616,0.152578) 0.219757 (1.80843,2.91492) (0.0638146,0.199736) 0.126922 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.12234,3.78824) (-0.108703,0.994066) 0.194587 (0.900002,5.82137) 1.87788 1.67972 (0.219136,3.2167) (-0.033848,0.182424) 0.125884 (0.746375,2.68516) (-0.0614607,0.152579) 0.219757 (1.82438,2.96486) (0.0638082,0.199738) 0.126922 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (1.09516,4.03677) (-0.108719,0.994105) 0.194587 (0.900002,5.82137) 1.87788 1.67973 (0.212819,3.25093) (-0.0252642,0.136916) 0.125884 (0.731011,2.72331) (-0.0614546,0.152581) 0.219757 (1.84033,3.01479) (0.0638086,0.199737) 0.126922 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (1.06799,4.28531) (-0.108693,0.99416) 0.194587 (0.900002,5.82137) 1.87788 1.67969 (0.206631,3.2785) (-0.0247547,0.110274) 0.125884 (0.715644,2.76145) (-0.0614683,0.152576) 0.219757 (1.85628,3.06473) (0.0637879,0.199744) 0.126922 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (1.04081,4.53384) (-0.108709,0.99411) 0.194587 (0.900002,5.82137) 1.87788 1.67972 (0.199281,3.30115) (-0.0293975,0.0906086) 0.125884 (0.700279,2.7996) (-0.0614605,0.152579) 0.219757 (1.87223,3.11467) (0.0637823,0.199746) 0.126922 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
