timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.03983,1.43897) (0,0) 0.171142 (0.900002,5.82137) 1.70427 0 (0.469115,2.21411) (0,0) 0.169437 (0.944578,2.28595) (0,0) 0.161414 (1.42026,2.35425) (0,0) 0.16241 (0,1.43897) (0,0) 0.3 (2.1,1.43897) (0,0) 0.3
0.25 (1.04879,1.45305) (0.0358153,0.056332) 0.171142 (0.900002,5.82137) 1.70427 1.00448 (0.447311,2.30438) (-0.0872174,0.361082) 0.169437 (0.932346,2.34181) (-0.0489294,0.223445) 0.161414 (1.46293,2.437) (0.170684,0.33103) 0.16241 (0,1.45305) (0,0) 0.3 (2.1,1.45305) (0,0) 0.3
0.5 (1.07779,1.51204) (0.116014,0.23596) 0.171142 (0.900002,5.82137) 1.70427 1.11383 (0.425503,2.39465) (-0.0872301,0.361079) 0.169437 (0.909428,2.3942) (-0.0916733,0.209566) 0.161414 (1.5056,2.51976) (0.170707,0.331018) 0.16241 (0,1.51204) (0,0) 0.3 (2.1,1.51204) (0,0) 0.3
0.75 (1.15827,1.70538) (0.321935,0.773378) 0.171142 (0.900002,5.82137) 1.70427 1.17634 (0.403687,2.48492) (-0.0872677,0.361069) 0.169437 (0.886513,2.44659) (-0.0916584,0.209572) 0.161414 (1.54828,2.60251) (0.170695,0.331024) 0.16241 (0,1.70538) (0,0) 0.3 (2.1,1.70538) (0,0) 0.3
1 (1.19726,1.95031) (0.155949,0.979715) 0.171142 (0.900002,5.82137) 1.70427 1.41294 (0.381869,2.57519) (-0.0872693,0.361069) 0.169437 (0.863596,2.49899) (-0.091669,0.209568) 0.161414 (1.60582,2.67571) (0.230179,0.292799) 0.16241 (0,1.95031) (0,0) 0.3 (2.1,1.95031) (0,0) 0.3
1.25 (1.20509,2.19962) (0.0313263,0.997237) 0.171142 (0.900002,5.82137) 1.70427 1.53939 (0.360062,2.66546) (-0.0872302,0.361079) 0.169437 (0.840679,2.55138) (-0.0916659,0.209569) 0.161414 (1.64673,2.75936) (0.163646,0.334565) 0.16241 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.18897,2.44915) (-0.0645069,0.998101) 0.171142 (0.900002,5.82137) 1.70427 1.63534 (0.338248,2.75573) (-0.0872543,0.361073) 0.169437 (0.817765,2.60377) (-0.091656,0.209573) 0.161414 (1.68764,2.843) (0.163615,0.334581) 0.16241 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.16761,2.69822) (-0.0854046,0.996286) 0.171142 (0.900002,5.82137) 1.70427 1.65631 (0.316427,2.84599) (-0.0872835,0.361066) 0.169437 (0.794851,2.65616) (-0.0916583,0.209572) 0.161414 (1.72854,2.92665) (0.163608,0.334584) 0.16241 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.14627,2.94732) (-0.0853854,0.996386) 0.171142 (0.900002,5.82137) 1.70427 1.65628 (0.294621,2.93626) (-0.0872259,0.36108) 0.169437 (0.771933,2.70856) (-0.0916697,0.209567) 0.161414 (1.76945,3.01029) (0.163634,0.334571) 0.16241 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.12492,3.19642) (-0.0853789,0.996428) 0.171142 (0.900002,5.82137) 1.70427 1.65627 (0.272815,3.02653) (-0.0872248,0.36108) 0.169437 (0.749017,2.76095) (-0.0916656,0.209569) 0.161414 (1.81034,3.09394) (0.16359,0.334592) 0.16241 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.1036,3.44551) (-0.0853009,0.996366) 0.171142 (0.900002,5.82137) 1.70427 1.6562 (0.253059,3.10828) (-0.079021,0.327002) 0.169437 (0.7261,2.81334) (-0.0916686,0.209568) 0.161414 (1.85017,3.17535) (0.159315,0.325648) 0.16241 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.08227,3.69461) (-0.0853071,0.996374) 0.171142 (0.900002,5.82137) 1.70427 1.65621 (0.236335,3.17375) (-0.0668953,0.261867) 0.169437 (0.703181,2.86573) (-0.0916764,0.209564) 0.161414 (1.88005,3.23643) (0.119513,0.244319) 0.16241 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.06092,3.94369) (-0.0853886,0.996336) 0.171142 (0.900002,5.82137) 1.70427 1.65629 (0.219328,3.2293) (-0.0680303,0.222201) 0.169437 (0.680264,2.91812) (-0.0916654,0.209569) 0.161414 (1.90245,3.28223) (0.0895927,0.183216) 0.16241 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (1.03956,4.19278) (-0.0854567,0.996368) 0.171142 (0.900002,5.82137) 1.70427 1.65636 (0.19889,3.27572) (-0.0817514,0.185678) 0.169437 (0.657347,2.97052) (-0.0916706,0.209567) 0.161414 (1.91927,3.3166) (0.0672622,0.137469) 0.16241 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (1.0182,4.44186) (-0.0854431,0.996287) 0.171142 (0.900002,5.82137) 1.70427 1.65635 (0.174272,3.30579) (-0.098474,0.120288) 0.169437 (0.634432,3.02291) (-0.0916589,0.209572) 0.161414 (1.93186,3.34237) (0.050396,0.103059) 0.16241 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
