timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.07204,1.15262) (0,0) 0.1871 (0.900002,5.82137) 1.76027 0 (0.436435,2.24892) (0,0) 0.192665 (0.821329,2.28589) (0,0) 0.127476 (1.50594,2.38323) (0,0) 0.131123 (1.6591,2.31704) (0,0) 0.127006 (0,1.15262) (0,0) 0.3 (2.1,1.15262) (0,0) 0.3
0.25 (1.06284,1.40246) (-0.036786,0.999388) 0.1871 (0.900002,5.82137) 1.76027 1.60759 (0.415339,2.32663) (-0.0843855,0.310837) 0.192665 (0.81355,2.34948) (-0.031115,0.254362) 0.127476 (1.48452,2.44416) (-0.0856833,0.243704) 0.131123 (1.72059,2.34429) (0.245993,0.108993) 0.127006 (0,1.40246) (0,0) 0.3 (2.1,1.40246) (0,0) 0.3
0.5 (1.06082,1.65179) (-0.00811556,0.997314) 0.1871 (0.900002,5.82137) 1.76027 1.57893 (0.39424,2.40434) (-0.084396,0.310834) 0.192665 (0.794237,2.41056) (-0.0772525,0.244337) 0.127476 (1.50715,2.50464) (0.0905269,0.241947) 0.131123 (1.74873,2.40539) (0.112548,0.244387) 0.127006 (0,1.65179) (0,0) 0.3 (2.1,1.65179) (0,0) 0.3
0.75 (1.05619,1.90128) (-0.0185066,0.997959) 0.1871 (0.900002,5.82137) 1.76027 1.58934 (0.373141,2.48204) (-0.0843971,0.310833) 0.192665 (0.765068,2.4676) (-0.116675,0.228156) 0.127476 (1.52979,2.56513) (0.0905428,0.241941) 0.131123 (1.77445,2.46754) (0.102864,0.248618) 0.127006 (0,1.90128) (0,0) 0.3 (2.1,1.90128) (0,0) 0.3
1 (1.04624,2.15106) (-0.039794,0.999117) 0.1871 (0.900002,5.82137) 1.76027 1.6106 (0.352039,2.55975) (-0.0844053,0.310831) 0.192665 (0.735718,2.52455) (-0.1174,0.227784) 0.127476 (1.55241,2.62562) (0.0905046,0.241955) 0.131123 (1.79887,2.53021) (0.0977004,0.250692) 0.127006 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.03629,2.40087) (-0.0398077,0.999225) 0.1871 (0.900002,5.82137) 1.76027 1.61061 (0.330936,2.63746) (-0.0844145,0.310829) 0.192665 (0.706369,2.58149) (-0.117396,0.227786) 0.127476 (1.57504,2.6861) (0.0905187,0.24195) 0.131123 (1.82261,2.59315) (0.0949452,0.251749) 0.127006 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.02635,2.65068) (-0.0397658,0.999234) 0.1871 (0.900002,5.82137) 1.76027 1.61057 (0.309832,2.71517) (-0.0844143,0.310829) 0.192665 (0.677019,2.63844) (-0.1174,0.227784) 0.127476 (1.59768,2.74659) (0.0905269,0.241947) 0.131123 (1.84598,2.65622) (0.0935006,0.252289) 0.127006 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.01639,2.90048) (-0.0398149,0.999206) 0.1871 (0.900002,5.82137) 1.76027 1.61062 (0.288728,2.79287) (-0.0844169,0.310828) 0.192665 (0.647669,2.69539) (-0.117402,0.227783) 0.127476 (1.62031,2.80708) (0.0905278,0.241947) 0.131123 (1.86917,2.71936) (0.0927459,0.252567) 0.127006 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.00644,3.15028) (-0.0398275,0.999202) 0.1871 (0.900002,5.82137) 1.76027 1.61063 (0.267635,2.87058) (-0.0843699,0.310841) 0.192665 (0.618321,2.75233) (-0.11739,0.227789) 0.127476 (1.64293,2.86757) (0.0904927,0.24196) 0.131123 (1.89226,2.78254) (0.0923499,0.252712) 0.127006 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.996475,3.40007) (-0.0398449,0.999159) 0.1871 (0.900002,5.82137) 1.76027 1.61065 (0.246541,2.94829) (-0.0843797,0.310838) 0.192665 (0.588969,2.80928) (-0.117409,0.227779) 0.127476 (1.66555,2.92806) (0.0904951,0.241959) 0.131123 (1.91529,2.84574) (0.0921227,0.252795) 0.127006 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.986529,3.64987) (-0.0397842,0.999221) 0.1871 (0.900002,5.82137) 1.76027 1.61059 (0.225437,3.026) (-0.0844161,0.310828) 0.192665 (0.559621,2.86623) (-0.117392,0.227788) 0.127476 (1.68819,2.98854) (0.090533,0.241945) 0.131123 (1.93829,2.90895) (0.0920041,0.252838) 0.127006 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.976581,3.89967) (-0.039793,0.999199) 0.1871 (0.900002,5.82137) 1.76027 1.6106 (0.204334,3.10371) (-0.0844111,0.31083) 0.192665 (0.530269,2.92317) (-0.11741,0.227779) 0.127476 (1.71082,3.04903) (0.0905358,0.241944) 0.131123 (1.96128,2.97216) (0.0919615,0.252854) 0.127006 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.966627,4.14947) (-0.0398169,0.999192) 0.1871 (0.900002,5.82137) 1.76027 1.61062 (0.183149,3.17339) (-0.0847396,0.278734) 0.192665 (0.500914,2.98011) (-0.117417,0.227775) 0.127476 (1.73345,3.10952) (0.0904959,0.241959) 0.131123 (1.98426,3.03538) (0.0919404,0.252861) 0.127006 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
