timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (0.925265,1.22008) (0,0) 0.190793 (0.900002,5.82137) 1.56659 0 (0.501114,2.34756) (0,0) 0.162337 (0.900822,2.2114) (0,0) 0.215658 (1.60625,2.36197) (0,0) 0.191921 (0,1.22008) (0,0) 0.3 (2.1,1.22008) (0,0) 0.3
0.25 (0.929692,1.23483) (0.0177091,0.0589716) 0.190793 (0.900002,5.82137) 1.56659 1.27907 (0.481005,2.41337) (-0.0804336,0.263252) 0.162337 (0.905302,2.22799) (0.0179212,0.0663386) 0.215658 (1.63281,2.43927) (0.10625,0.309189) 0.191921 (0,1.23483) (0,0) 0.3 (2.1,1.23483) (0,0) 0.3
0.5 (0.933051,1.26514) (0.0134345,0.121272) 0.190793 (0.900002,5.82137) 1.56659 1.46047 (0.4609,2.47919) (-0.0804202,0.263256) 0.162337 (0.898722,2.27109) (-0.0263201,0.172413) 0.215658 (1.65937,2.51657) (0.106236,0.309194) 0.191921 (0,1.26514) (0,0) 0.3 (2.1,1.26514) (0,0) 0.3
0.75 (0.931253,1.51513) (-0.00719281,0.999927) 0.190793 (0.900002,5.82137) 1.56659 1.57799 (0.440795,2.545) (-0.0804206,0.263256) 0.162337 (0.882777,2.31167) (-0.0637824,0.162329) 0.215658 (1.68593,2.59386) (0.106244,0.309192) 0.191921 (0,1.51513) (0,0) 0.3 (2.1,1.51513) (0,0) 0.3
1 (0.966351,1.7462) (0.140393,0.924296) 0.190793 (0.900002,5.82137) 1.56659 1.42006 (0.420698,2.61082) (-0.0803898,0.263265) 0.162337 (0.843974,2.33156) (-0.155212,0.0795497) 0.215658 (1.71249,2.67116) (0.106228,0.309197) 0.191921 (0,1.7462) (0,0) 0.3 (2.1,1.7462) (0,0) 0.3
1.25 (1.01887,1.96214) (0.210077,0.863751) 0.190793 (0.900002,5.82137) 1.56659 1.33221 (0.400598,2.67663) (-0.0803982,0.263263) 0.162337 (0.806603,2.35402) (-0.149485,0.0898515) 0.215658 (1.73905,2.74846) (0.106252,0.309189) 0.191921 (0,1.96214) (0,0) 0.3 (2.1,1.96214) (0,0) 0.3
1.5 (1.08385,2.15659) (0.259911,0.77781) 0.190793 (0.900002,5.82137) 1.56659 1.2483 (0.380492,2.74245) (-0.0804253,0.263254) 0.162337 (0.771935,2.38047) (-0.13867,0.10578) 0.215658 (1.76561,2.82576) (0.106239,0.309193) 0.191921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.15039,2.39556) (0.266156,0.955878) 0.190793 (0.900002,5.82137) 1.56659 1.29923 (0.360393,2.80826) (-0.0803973,0.263263) 0.162337 (0.74253,2.41266) (-0.117619,0.128782) 0.215658 (1.79216,2.90306) (0.106207,0.309204) 0.191921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.16306,2.64648) (0.0506733,1.00367) 0.190793 (0.900002,5.82137) 1.56659 1.52035 (0.340283,2.87408) (-0.0804403,0.26325) 0.162337 (0.729394,2.45424) (-0.0525452,0.166307) 0.215658 (1.81873,2.98036) (0.10626,0.309186) 0.191921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.14242,2.89562) (-0.0825244,0.996584) 0.190793 (0.900002,5.82137) 1.56659 1.65342 (0.320178,2.93989) (-0.0804199,0.263256) 0.162337 (0.716261,2.49582) (-0.0525324,0.166311) 0.215658 (1.84528,3.05766) (0.106224,0.309198) 0.191921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.12176,3.14477) (-0.0826442,0.996574) 0.190793 (0.900002,5.82137) 1.56659 1.65354 (0.300075,3.0057) (-0.0804096,0.263259) 0.162337 (0.703127,2.5374) (-0.052534,0.16631) 0.215658 (1.87184,3.13496) (0.106217,0.309201) 0.191921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.1011,3.39392) (-0.0826532,0.996625) 0.190793 (0.900002,5.82137) 1.56659 1.65354 (0.279971,3.07152) (-0.0804182,0.263257) 0.162337 (0.689992,2.57897) (-0.0525419,0.166308) 0.215658 (1.89629,3.20613) (0.0978158,0.284699) 0.191921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.08046,3.64307) (-0.0825447,0.996583) 0.190793 (0.900002,5.82137) 1.56659 1.65344 (0.259865,3.13733) (-0.0804243,0.263255) 0.162337 (0.676857,2.62055) (-0.0525398,0.166309) 0.215658 (1.91464,3.25953) (0.0733711,0.213596) 0.191921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (1.05982,3.89221) (-0.0825612,0.996555) 0.190793 (0.900002,5.82137) 1.56659 1.65345 (0.243334,3.19142) (-0.0661227,0.216342) 0.162337 (0.663724,2.66213) (-0.0525326,0.166311) 0.215658 (1.92841,3.29956) (0.0550831,0.160111) 0.191921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (1.0392,4.14135) (-0.0825046,0.996587) 0.190793 (0.900002,5.82137) 1.56659 1.6534 (0.230881,3.23207) (-0.0498104,0.162628) 0.162337 (0.650594,2.70371) (-0.0525174,0.166316) 0.215658 (1.9387,3.32958) (0.0411639,0.120076) 0.191921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (1.01855,4.39051) (-0.0825954,0.996625) 0.190793 (0.900002,5.82137) 1.56659 1.65348 (0.219635,3.26494) (-0.0449842,0.131451) 0.162337 (0.637462,2.74529) (-0.0525285,0.166312) 0.215658 (1.94644,3.3521) (0.0309604,0.0900771) 0.191921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.997914,4.63965) (-0.0825397,0.996542) 0.190793 (0.900002,5.82137) 1.56659 1.65343 (0.207728,3.29203) (-0.0476279,0.108381) 0.162337 (0.624329,2.78686) (-0.0525333,0.166311) 0.215658 (1.95224,3.36898) (0.0232024,0.0675509) 0.191921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.977288,4.88877) (-0.0825048,0.996513) 0.190793 (0.900002,5.82137) 1.56659 1.6534 (0.194359,3.31287) (-0.0534781,0.08333) 0.162337 (0.611194,2.82844) (-0.0525381,0.166309) 0.215658 (1.95659,3.38166) (0.0173892,0.0507165) 0.191921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.5 (0.957962,5.12191) (-0.0773012,0.932551) 0.190793 (0.900002,5.82137) 1.56659 1.6535 (0.180846,3.32527) (-0.0540499,0.0496092) 0.162337 (0.598062,2.87002) (-0.0525307,0.166312) 0.215658 (1.95985,3.39118) (0.013075,0.038054) 0.191921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.75 (0.94349,5.29677) (-0.0578875,0.699424) 0.190793 (0.900002,5.82137) 1.56659 1.65337 (0.169283,3.33114) (-0.0462545,0.0234743) 0.162337 (0.584931,2.9116) (-0.0525221,0.166314) 0.215658 (1.96231,3.39831) (0.00982522,0.0285471) 0.191921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
