timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.08618,1.10049) (0,0) 0.139697 (0.900002,5.82137) 1.75548 0 (0.519142,2.27704) (0,0) 0.196982 (0.947273,2.21691) (0,0) 0.142029 (1.20053,2.24695) (0,0) 0.148624 (1.67933,2.21581) (0,0) 0.13866 (0,1.10049) (0,0) 0.3 (2.1,1.10049) (0,0) 0.3
0.25 (1.07632,1.35028) (-0.0394076,0.999192) 0.139697 (0.900002,5.82137) 1.75548 1.61022 (0.502613,2.32354) (-0.0661154,0.186009) 0.196982 (0.936548,2.16384) (-0.0428986,-0.212273) 0.142029 (1.21077,2.33015) (0.0409396,0.332771) 0.148624 (1.68606,2.25794) (0.0269199,0.168526) 0.13866 (0,1.35028) (0,0) 0.3 (2.1,1.35028) (0,0) 0.3
0.5 (1.07736,1.51154) (0.00413856,0.64501) 0.139697 (0.900002,5.82137) 1.75548 1.56438 (0.486082,2.37005) (-0.0661257,0.186005) 0.196982 (0.911822,2.15941) (-0.0989038,-0.017725) 0.142029 (1.24513,2.4066) (0.137434,0.305818) 0.148624 (1.69279,2.30007) (0.0269283,0.168524) 0.13866 (0,1.51154) (0,0) 0.3 (2.1,1.51154) (0,0) 0.3
0.75 (1.08573,1.69812) (0.0334735,0.746334) 0.139697 (0.900002,5.82137) 1.75548 1.52598 (0.469551,2.41655) (-0.0661236,0.186006) 0.196982 (0.875354,2.17492) (-0.145874,0.0620593) 0.142029 (1.28807,2.47859) (0.171765,0.287941) 0.148624 (1.69953,2.3422) (0.026925,0.168525) 0.13866 (0,1.69812) (0,0) 0.3 (2.1,1.69812) (0,0) 0.3
1 (1.09451,1.94471) (0.0351255,0.986355) 0.139697 (0.900002,5.82137) 1.75548 1.5352 (0.453019,2.46305) (-0.066126,0.186005) 0.196982 (0.824481,2.19935) (-0.20349,0.0977224) 0.142029 (1.33102,2.55057) (0.171796,0.287922) 0.148624 (1.70626,2.38433) (0.026918,0.168526) 0.13866 (0,1.94471) (0,0) 0.3 (2.1,1.94471) (0,0) 0.3
1.25 (1.08199,2.19438) (-0.0500544,0.99867) 0.139697 (0.900002,5.82137) 1.75548 1.62088 (0.436485,2.50955) (-0.0661353,0.186002) 0.196982 (0.778478,2.23204) (-0.184012,0.130758) 0.142029 (1.37397,2.62255) (0.17179,0.287925) 0.148624 (1.71298,2.42646) (0.0269124,0.168527) 0.13866 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.06949,2.44406) (-0.0500387,0.998741) 0.139697 (0.900002,5.82137) 1.75548 1.62086 (0.419953,2.55605) (-0.066128,0.186005) 0.196982 (0.736219,2.26945) (-0.169035,0.149616) 0.142029 (1.41691,2.69453) (0.171786,0.287928) 0.148624 (1.71971,2.4686) (0.0269176,0.168526) 0.13866 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.05695,2.69375) (-0.0501366,0.998752) 0.139697 (0.900002,5.82137) 1.75548 1.62095 (0.40342,2.60255) (-0.0661342,0.186002) 0.196982 (0.696459,2.3095) (-0.159044,0.160197) 0.142029 (1.45985,2.76651) (0.17176,0.287943) 0.148624 (1.72644,2.51073) (0.0269155,0.168527) 0.13866 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.04442,2.94343) (-0.0501256,0.998731) 0.139697 (0.900002,5.82137) 1.75548 1.62094 (0.386889,2.64905) (-0.0661221,0.186007) 0.196982 (0.658235,2.35102) (-0.152894,0.166076) 0.142029 (1.5028,2.8385) (0.171777,0.287933) 0.148624 (1.73317,2.55286) (0.0269255,0.168525) 0.13866 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.0319,3.19311) (-0.0500842,0.99872) 0.139697 (0.900002,5.82137) 1.75548 1.6209 (0.370357,2.69555) (-0.0661299,0.186004) 0.196982 (0.620916,2.39335) (-0.149277,0.169334) 0.142029 (1.54574,2.91048) (0.171787,0.287927) 0.148624 (1.7399,2.59499) (0.0269281,0.168525) 0.13866 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.01937,3.44278) (-0.0501213,0.998683) 0.139697 (0.900002,5.82137) 1.75548 1.62094 (0.353832,2.74206) (-0.0660976,0.186015) 0.196982 (0.584115,2.43613) (-0.147201,0.171142) 0.142029 (1.58869,2.98246) (0.171776,0.287934) 0.148624 (1.74663,2.63712) (0.026912,0.168527) 0.13866 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
