timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.02935,1.22428) (0,0) 0.17052 (0.900002,5.82137) 1.92543 0 (0.571421,2.31198) (0,0) 0.151532 (1.16809,2.20481) (0,0) 0.212349 (1.57516,2.26169) (0,0) 0.158921 (0,1.22428) (0,0) 0.3 (2.1,1.22428) (0,0) 0.3
0.25 (1.00141,1.24357) (-0.111765,0.0771621) 0.17052 (0.900002,5.82137) 1.92543 2.53734 (0.545997,2.38211) (-0.101695,0.280535) 0.151532 (1.16596,2.22723) (-0.00851475,0.0896744) 0.212349 (1.59421,2.31761) (0.0761921,0.223679) 0.158921 (0,1.24357) (0,0) 0.3 (2.1,1.24357) (0,0) 0.3
0.5 (0.974861,1.28776) (-0.106177,0.17677) 0.17052 (0.900002,5.82137) 1.92543 2.11169 (0.520568,2.45224) (-0.101714,0.280527) 0.151532 (1.15315,2.25009) (-0.05124,0.0914292) 0.212349 (1.61326,2.37353) (0.0762003,0.223676) 0.158921 (0,1.28776) (0,0) 0.3 (2.1,1.28776) (0,0) 0.3
0.75 (0.926701,1.36067) (-0.19264,0.291619) 0.17052 (0.900002,5.82137) 1.92543 2.15458 (0.495145,2.52238) (-0.101693,0.280535) 0.151532 (1.14034,2.27295) (-0.0512327,0.0914332) 0.212349 (1.63231,2.42945) (0.076201,0.223676) 0.158921 (0,1.36067) (0,0) 0.3 (2.1,1.36067) (0,0) 0.3
1 (0.859603,1.598) (-0.268394,0.949312) 0.17052 (0.900002,5.82137) 1.92543 1.84633 (0.469718,2.59251) (-0.101707,0.28053) 0.151532 (1.12753,2.29581) (-0.0512283,0.0914357) 0.212349 (1.65136,2.48537) (0.0762029,0.223675) 0.158921 (0,1.598) (0,0) 0.3 (2.1,1.598) (0,0) 0.3
1.25 (0.800755,1.8374) (-0.23539,0.957623) 0.17052 (0.900002,5.82137) 1.92543 1.81182 (0.444291,2.66264) (-0.101709,0.280529) 0.151532 (1.11472,2.31866) (-0.0512397,0.0914293) 0.212349 (1.67041,2.54129) (0.076195,0.223678) 0.158921 (0,1.8374) (0,0) 0.3 (2.1,1.8374) (0,0) 0.3
1.5 (0.757609,2.01657) (-0.172586,0.716658) 0.17052 (0.900002,5.82137) 1.92543 1.80712 (0.40591,2.72661) (-0.153526,0.255874) 0.151532 (1.10191,2.34152) (-0.0512373,0.0914307) 0.212349 (1.68946,2.59721) (0.0761846,0.223681) 0.158921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.712018,2.25481) (-0.182361,0.952964) 0.17052 (0.900002,5.82137) 1.92543 1.75987 (0.367528,2.79058) (-0.153526,0.255874) 0.151532 (1.0891,2.36438) (-0.0512397,0.0914293) 0.212349 (1.70851,2.65313) (0.076202,0.223675) 0.158921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.675981,2.50157) (-0.144152,0.987058) 0.17052 (0.900002,5.82137) 1.92543 1.71581 (0.329147,2.85455) (-0.153526,0.255874) 0.151532 (1.07629,2.38724) (-0.0512395,0.0914294) 0.212349 (1.72756,2.70905) (0.076222,0.223668) 0.158921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.692805,2.75098) (0.0672983,0.997642) 0.17052 (0.900002,5.82137) 1.92543 1.50344 (0.297904,2.92229) (-0.124972,0.270968) 0.151532 (1.06348,2.4101) (-0.0512329,0.0914331) 0.212349 (1.74662,2.76496) (0.0762132,0.223671) 0.158921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.709649,3.00042) (0.0673737,0.997731) 0.17052 (0.900002,5.82137) 1.92543 1.50337 (0.280407,2.99481) (-0.0699893,0.290074) 0.151532 (1.05067,2.43295) (-0.0512358,0.0914315) 0.212349 (1.76567,2.82088) (0.0762017,0.223675) 0.158921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.726473,3.24984) (0.0672971,0.997713) 0.17052 (0.900002,5.82137) 1.92543 1.50345 (0.262901,3.06733) (-0.0700227,0.290066) 0.151532 (1.03787,2.45581) (-0.0512384,0.0914301) 0.212349 (1.78472,2.8768) (0.0762035,0.223675) 0.158921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.743326,3.49928) (0.0674109,0.997722) 0.17052 (0.900002,5.82137) 1.92543 1.50333 (0.245642,3.13891) (-0.0690369,0.286324) 0.151532 (1.02506,2.47867) (-0.0512336,0.0914327) 0.212349 (1.80377,2.93272) (0.076208,0.223673) 0.158921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.760135,3.7487) (0.0672364,0.997714) 0.17052 (0.900002,5.82137) 1.92543 1.50351 (0.232692,3.19257) (-0.0517972,0.214675) 0.151532 (1.01225,2.50153) (-0.0512436,0.0914271) 0.212349 (1.82282,2.98864) (0.0761982,0.223676) 0.158921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.776968,3.99816) (0.0673343,0.99781) 0.17052 (0.900002,5.82137) 1.92543 1.50342 (0.222968,3.23283) (-0.0388987,0.161017) 0.151532 (0.999435,2.52438) (-0.051242,0.091428) 0.212349 (1.84187,3.04456) (0.0761892,0.22368) 0.158921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.793815,4.2476) (0.0673876,0.99779) 0.17052 (0.900002,5.82137) 1.92543 1.50336 (0.215697,3.26303) (-0.029084,0.12079) 0.151532 (0.986626,2.54724) (-0.0512395,0.0914294) 0.212349 (1.86091,3.10048) (0.0761817,0.223682) 0.158921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.810635,4.49704) (0.0672778,0.997761) 0.17052 (0.900002,5.82137) 1.92543 1.50347 (0.210234,3.28568) (-0.0218528,0.0905984) 0.151532 (0.973815,2.5701) (-0.0512403,0.0914289) 0.212349 (1.87997,3.1564) (0.0762078,0.223673) 0.158921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.827489,4.74648) (0.0674168,0.997739) 0.17052 (0.900002,5.82137) 1.92543 1.50333 (0.206137,3.30265) (-0.0163861,0.0679044) 0.151532 (0.961007,2.59296) (-0.0512328,0.0914332) 0.212349 (1.89902,3.21232) (0.0761994,0.223676) 0.158921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.5 (0.844316,4.99591) (0.067309,0.997742) 0.17052 (0.900002,5.82137) 1.92543 1.50344 (0.203054,3.31539) (-0.0123329,0.0509468) 0.151532 (0.948197,2.61581) (-0.0512404,0.0914289) 0.212349 (1.91667,3.26415) (0.0706341,0.207338) 0.158921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.75 (0.858232,5.20227) (0.0556651,0.82543) 0.17052 (0.900002,5.82137) 1.92543 1.50346 (0.20074,3.32494) (-0.00925492,0.0382003) 0.151532 (0.935388,2.63867) (-0.0512368,0.0914309) 0.212349 (1.92992,3.30303) (0.0529865,0.155526) 0.158921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
5 (0.868674,5.35705) (0.0417673,0.619103) 0.17052 (0.900002,5.82137) 1.92543 1.50343 (0.199008,3.3321) (-0.00692921,0.0286489) 0.151532 (0.922579,2.66153) (-0.0512372,0.0914307) 0.212349 (1.93986,3.33219) (0.0397683,0.11663) 0.158921 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
