timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.17507,1.26142) (0,0) 0.156224 (0.900002,5.82137) 1.54358 0 (0.427447,2.20409) (0,0) 0.196741 (0.84653,2.34257) (0,0) 0.169003 (1.1721,2.27214) (0,0) 0.143487 (1.6841,2.27321) (0,0) 0.121127 (0,1.26142) (0,0) 0.3 (2.1,1.26142) (0,0) 0.3
0.25 (1.16001,1.51098) (-0.0602716,0.998238) 0.156224 (0.900002,5.82137) 1.54358 1.6311 (0.402539,2.2855) (-0.0996331,0.325632) 0.196741 (0.836749,2.36614) (-0.0391234,0.0942988) 0.169003 (1.17822,2.30286) (0.0244808,0.122915) 0.143487 (1.69234,2.32382) (0.0329426,0.202425) 0.121127 (0,1.51098) (0,0) 0.3 (2.1,1.51098) (0,0) 0.3
0.5 (1.14764,1.67178) (-0.0494741,0.643205) 0.156224 (0.900002,5.82137) 1.54358 1.64756 (0.381959,2.36811) (-0.0823207,0.330434) 0.196741 (0.824061,2.38829) (-0.0507526,0.0885837) 0.169003 (1.22386,2.30381) (0.182543,0.00377257) 0.143487 (1.70058,2.37442) (0.0329429,0.202425) 0.121127 (0,1.67178) (0,0) 0.3 (2.1,1.67178) (0,0) 0.3
0.75 (1.13526,1.82742) (-0.0495217,0.622552) 0.156224 (0.900002,5.82137) 1.54358 1.65018 (0.36138,2.45071) (-0.0823148,0.330435) 0.196741 (0.811373,2.41043) (-0.0507526,0.0885837) 0.169003 (1.2643,2.32332) (0.161786,0.0780382) 0.143487 (1.70882,2.42503) (0.0329584,0.202422) 0.121127 (0,1.82742) (0,0) 0.3 (2.1,1.82742) (0,0) 0.3
1 (1.12288,1.98306) (-0.0495217,0.622552) 0.156224 (0.900002,5.82137) 1.54358 1.65018 (0.34081,2.53333) (-0.0822793,0.330444) 0.196741 (0.798684,2.43258) (-0.0507525,0.0885837) 0.169003 (1.3025,2.35261) (0.152771,0.11719) 0.143487 (1.71705,2.47564) (0.0329348,0.202426) 0.121127 (0,1.98306) (0,0) 0.3 (2.1,1.98306) (0,0) 0.3
1.25 (1.1105,2.14168) (-0.0494942,0.634464) 0.156224 (0.900002,5.82137) 1.54358 1.64865 (0.320238,2.61594) (-0.0822898,0.330441) 0.196741 (0.785996,2.45472) (-0.0507526,0.0885837) 0.169003 (1.34312,2.38581) (0.162514,0.132787) 0.143487 (1.72529,2.52624) (0.0329527,0.202423) 0.121127 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.09816,2.31401) (-0.0493678,0.689323) 0.156224 (0.900002,5.82137) 1.54358 1.64229 (0.299662,2.69854) (-0.0823039,0.330438) 0.196741 (0.773308,2.47687) (-0.0507525,0.0885837) 0.169003 (1.38318,2.42192) (0.160214,0.144419) 0.143487 (1.73352,2.57685) (0.032939,0.202426) 0.121127 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.08599,2.56155) (-0.0486742,0.990177) 0.156224 (0.900002,5.82137) 1.54358 1.61991 (0.279089,2.78116) (-0.0822904,0.330441) 0.196741 (0.76062,2.49902) (-0.0507526,0.0885837) 0.169003 (1.42117,2.46028) (0.15198,0.153439) 0.143487 (1.74176,2.62745) (0.0329607,0.202422) 0.121127 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.07175,2.81113) (-0.0569763,0.998301) 0.156224 (0.900002,5.82137) 1.54358 1.62781 (0.258515,2.86377) (-0.0822981,0.330439) 0.196741 (0.748756,2.52161) (-0.0474577,0.0903917) 0.169003 (1.45647,2.50044) (0.141193,0.160674) 0.143487 (1.75,2.67806) (0.0329543,0.202423) 0.121127 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.05751,3.06071) (-0.0569654,0.998339) 0.156224 (0.900002,5.82137) 1.54358 1.62779 (0.23793,2.94637) (-0.0823387,0.330429) 0.196741 (0.736891,2.54421) (-0.0474564,0.0903924) 0.169003 (1.4889,2.5421) (0.129724,0.166621) 0.143487 (1.75824,2.72867) (0.0329533,0.202423) 0.121127 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.04327,3.3103) (-0.0569578,0.998352) 0.156224 (0.900002,5.82137) 1.54358 1.62779 (0.217352,3.02898) (-0.0823106,0.330436) 0.196741 (0.725028,2.56681) (-0.047455,0.0903931) 0.169003 (1.51782,2.58525) (0.11568,0.172593) 0.143487 (1.76647,2.77927) (0.0329413,0.202425) 0.121127 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
