timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.19775,1.05173) (0,0) 0.135883 (0.900002,5.82137) 1.69941 0 (0.516569,2.24957) (0,0) 0.131768 (0.931564,2.2783) (0,0) 0.212768 (1.6346,2.27113) (0,0) 0.13659 (1.60311,2.34999) (0,0) 0.15743 (0,1.05173) (0,0) 0.3 (2.1,1.05173) (0,0) 0.3
0.25 (1.18219,1.30126) (-0.0622525,0.998125) 0.135883 (0.900002,5.82137) 1.69941 1.63309 (0.489042,2.32955) (-0.110107,0.31991) 0.131768 (0.925682,2.3374) (-0.0235285,0.236385) 0.212768 (1.59963,2.2392) (-0.139851,-0.127724) 0.13659 (1.57191,2.42815) (-0.124799,0.31261) 0.15743 (0,1.30126) (0,0) 0.3 (2.1,1.30126) (0,0) 0.3
0.5 (1.16661,1.55078) (-0.0623143,0.998061) 0.135883 (0.900002,5.82137) 1.69941 1.63315 (0.461512,2.40952) (-0.110119,0.319905) 0.131768 (0.900182,2.39103) (-0.102,0.21454) 0.212768 (1.60282,2.21332) (0.0127554,-0.103515) 0.13659 (1.5938,2.5094) (0.0875394,0.325018) 0.15743 (0,1.55078) (0,0) 0.3 (2.1,1.55078) (0,0) 0.3
0.75 (1.15581,1.79981) (-0.0432068,0.996121) 0.135883 (0.900002,5.82137) 1.69941 1.61414 (0.433976,2.4895) (-0.110145,0.319897) 0.131768 (0.869583,2.44193) (-0.122394,0.203595) 0.212768 (1.60585,2.24188) (0.0121177,0.114241) 0.13659 (1.61568,2.59065) (0.0875543,0.325014) 0.15743 (0,1.79981) (0,0) 0.3 (2.1,1.79981) (0,0) 0.3
1 (1.145,2.04879) (-0.0432239,0.99595) 0.135883 (0.900002,5.82137) 1.69941 1.61417 (0.406436,2.56947) (-0.110159,0.319892) 0.131768 (0.838985,2.49283) (-0.122394,0.203595) 0.212768 (1.61544,2.28825) (0.0383682,0.185471) 0.13659 (1.63757,2.67191) (0.0875407,0.325018) 0.15743 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.13419,2.29771) (-0.0432507,0.995681) 0.135883 (0.900002,5.82137) 1.69941 1.61421 (0.378896,2.64944) (-0.110159,0.319892) 0.131768 (0.808386,2.54373) (-0.122394,0.203595) 0.212768 (1.62503,2.33461) (0.0383594,0.185473) 0.13659 (1.65946,2.75316) (0.0875427,0.325017) 0.15743 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.12338,2.5466) (-0.0432634,0.995556) 0.135883 (0.900002,5.82137) 1.69941 1.61423 (0.351361,2.72942) (-0.11014,0.319898) 0.131768 (0.777787,2.59463) (-0.122394,0.203595) 0.212768 (1.63463,2.38098) (0.0383828,0.185468) 0.13659 (1.68134,2.83442) (0.0875419,0.325017) 0.15743 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.11255,2.79539) (-0.043304,0.995149) 0.135883 (0.900002,5.82137) 1.69941 1.61428 (0.323819,2.80939) (-0.110171,0.319888) 0.131768 (0.747189,2.64553) (-0.122394,0.203595) 0.212768 (1.64422,2.42735) (0.0383684,0.185471) 0.13659 (1.70322,2.91567) (0.0875314,0.32502) 0.15743 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.09503,3.04478) (-0.0700814,0.997543) 0.135883 (0.900002,5.82137) 1.69941 1.64094 (0.296286,2.88937) (-0.110132,0.319901) 0.131768 (0.717234,2.69681) (-0.119821,0.20512) 0.212768 (1.65381,2.47372) (0.0383694,0.185471) 0.13659 (1.72512,2.99693) (0.0875707,0.32501) 0.15743 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.07751,3.29416) (-0.0700561,0.99754) 0.135883 (0.900002,5.82137) 1.69941 1.64091 (0.268749,2.96934) (-0.110146,0.319896) 0.131768 (0.68728,2.74809) (-0.119816,0.205123) 0.212768 (1.6634,2.52008) (0.0383652,0.185472) 0.13659 (1.747,3.07818) (0.0875365,0.325019) 0.15743 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.05997,3.54354) (-0.0701652,0.997532) 0.135883 (0.900002,5.82137) 1.69941 1.64102 (0.241219,3.04932) (-0.11012,0.319905) 0.131768 (0.657325,2.79937) (-0.11982,0.205121) 0.212768 (1.673,2.56645) (0.0383694,0.185471) 0.13659 (1.76888,3.15944) (0.087502,0.325028) 0.15743 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
