timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (0.918754,1.32414) (0,0) 0.127306 (0.900002,5.82137) 1.94296 0 (0.49836,2.29553) (0,0) 0.174581 (1.06668,2.35617) (0,0) 0.125769 (1.51563,2.35722) (0,0) 0.131334 (0,1.32414) (0,0) 0.3 (2.1,1.32414) (0,0) 0.3
0.25 (0.917712,1.57412) (-0.00416581,0.99991) 0.127306 (0.900002,5.82137) 1.94296 1.57496 (0.483183,2.34826) (-0.060709,0.210905) 0.174581 (1.05321,2.41844) (-0.0538499,0.249094) 0.125769 (1.55359,2.44607) (0.151862,0.355378) 0.131334 (0,1.57412) (0,0) 0.3 (2.1,1.57412) (0,0) 0.3
0.5 (0.897492,1.8214) (-0.0808822,0.989123) 0.127306 (0.900002,5.82137) 1.94296 1.65239 (0.468008,2.40099) (-0.0606993,0.210908) 0.174581 (1.05915,2.48188) (0.0237401,0.25374) 0.125769 (1.59156,2.53491) (0.151875,0.355373) 0.131334 (0,1.8214) (0,0) 0.3 (2.1,1.8214) (0,0) 0.3
0.75 (0.877296,2.06851) (-0.0807818,0.988418) 0.127306 (0.900002,5.82137) 1.94296 1.65234 (0.452831,2.45371) (-0.0607099,0.210905) 0.174581 (1.06508,2.54531) (0.02374,0.25374) 0.125769 (1.62953,2.62375) (0.151866,0.355377) 0.131334 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1 (0.857129,2.31541) (-0.0806678,0.987616) 0.127306 (0.900002,5.82137) 1.94296 1.65229 (0.437655,2.50644) (-0.0607035,0.210907) 0.174581 (1.07102,2.60875) (0.0237401,0.25374) 0.125769 (1.66749,2.7126) (0.15186,0.355379) 0.131334 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (0.836992,2.56211) (-0.0805495,0.986785) 0.127306 (0.900002,5.82137) 1.94296 1.65224 (0.422482,2.55917) (-0.0606921,0.21091) 0.174581 (1.07695,2.67218) (0.02374,0.25374) 0.125769 (1.70546,2.80144) (0.151875,0.355373) 0.131334 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.816896,2.80851) (-0.0803846,0.985625) 0.127306 (0.900002,5.82137) 1.94296 1.65217 (0.407306,2.61189) (-0.0607037,0.210907) 0.174581 (1.08289,2.73562) (0.0237402,0.25374) 0.125769 (1.74342,2.89029) (0.151838,0.355389) 0.131334 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.823792,3.05843) (0.0275868,0.999661) 0.127306 (0.900002,5.82137) 1.94296 1.54321 (0.392127,2.66462) (-0.0607166,0.210903) 0.174581 (1.06716,2.79736) (-0.0629268,0.246957) 0.125769 (1.7814,2.97913) (0.1519,0.355362) 0.131334 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.830692,3.30833) (0.0275999,0.999615) 0.127306 (0.900002,5.82137) 1.94296 1.54319 (0.37695,2.71735) (-0.0607065,0.210906) 0.174581 (1.04113,2.85551) (-0.104113,0.232612) 0.125769 (1.81937,3.06797) (0.151918,0.355354) 0.131334 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.837574,3.55825) (0.0275244,0.999688) 0.127306 (0.900002,5.82137) 1.94296 1.54327 (0.361777,2.77007) (-0.0606948,0.21091) 0.174581 (1.01039,2.91132) (-0.122956,0.223225) 0.125769 (1.85695,3.15589) (0.150295,0.351684) 0.131334 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.844449,3.80816) (0.0274999,0.99962) 0.127306 (0.900002,5.82137) 1.94296 1.54329 (0.346597,2.8228) (-0.060717,0.210903) 0.174581 (0.97763,2.96596) (-0.131041,0.218577) 0.125769 (1.88514,3.22184) (0.112753,0.263782) 0.131334 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.851341,4.05807) (0.0275689,0.999625) 0.127306 (0.900002,5.82137) 1.94296 1.54322 (0.331421,2.87553) (-0.0607051,0.210907) 0.174581 (0.944168,3.02018) (-0.133849,0.216869) 0.125769 (1.90627,3.27128) (0.0845155,0.19776) 0.131334 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.858234,4.30798) (0.0275711,0.999639) 0.127306 (0.900002,5.82137) 1.94296 1.54322 (0.316242,2.92825) (-0.0607164,0.210903) 0.174581 (0.910661,3.07437) (-0.134026,0.21676) 0.125769 (1.92213,3.30836) (0.0634693,0.148324) 0.131334 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
