timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.18763,1.11114) (0,0) 0.159063 (0.900002,5.82137) 1.64374 0 (0.647617,2.26555) (0,0) 0.18759 (1.09677,2.34618) (0,0) 0.172656 (1.45097,2.34662) (0,0) 0.204861 (0,1.11114) (0,0) 0.3 (2.1,1.11114) (0,0) 0.3
0.25 (1.17239,1.36067) (-0.0609923,0.998118) 0.159063 (0.900002,5.82137) 1.64374 1.63183 (0.613657,2.34697) (-0.135839,0.325675) 0.18759 (1.07919,2.4305) (-0.0703087,0.33727) 0.172656 (1.48115,2.40904) (0.120709,0.249682) 0.204861 (0,1.36067) (0,0) 0.3 (2.1,1.36067) (0,0) 0.3
0.5 (1.15717,1.6102) (-0.0608536,0.998114) 0.159063 (0.900002,5.82137) 1.64374 1.63169 (0.579702,2.42839) (-0.135823,0.325681) 0.18759 (1.05084,2.51183) (-0.113425,0.325314) 0.172656 (1.51132,2.47146) (0.120692,0.24969) 0.204861 (0,1.6102) (0,0) 0.3 (2.1,1.6102) (0,0) 0.3
0.75 (1.15646,1.85594) (-0.00283461,0.98296) 0.159063 (0.900002,5.82137) 1.64374 1.57368 (0.545749,2.50981) (-0.135812,0.325686) 0.18759 (1.01163,2.58852) (-0.156826,0.306757) 0.172656 (1.5415,2.53388) (0.120684,0.249694) 0.204861 (0,1.85594) (0,0) 0.3 (2.1,1.85594) (0,0) 0.3
1 (1.15908,2.10031) (0.0104765,0.977482) 0.159063 (0.900002,5.82137) 1.64374 1.56008 (0.511796,2.59123) (-0.135811,0.325686) 0.18759 (0.97043,2.66415) (-0.1648,0.302548) 0.172656 (1.57167,2.5963) (0.120691,0.24969) 0.204861 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.16283,2.34389) (0.0149972,0.974312) 0.159063 (0.900002,5.82137) 1.64374 1.55541 (0.476674,2.67216) (-0.140488,0.323696) 0.18759 (0.92911,2.73972) (-0.165281,0.302285) 0.172656 (1.60184,2.65873) (0.120701,0.249685) 0.204861 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.16732,2.58665) (0.0179456,0.971064) 0.159063 (0.900002,5.82137) 1.64374 1.55232 (0.44077,2.75274) (-0.143615,0.322321) 0.18759 (0.887679,2.81524) (-0.165725,0.302042) 0.172656 (1.63202,2.72115) (0.120688,0.249692) 0.204861 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.17249,2.82844) (0.0206702,0.967145) 0.159063 (0.900002,5.82137) 1.64374 1.54943 (0.404291,2.83306) (-0.145914,0.321287) 0.18759 (0.846028,2.89062) (-0.166606,0.301557) 0.172656 (1.66218,2.78357) (0.120678,0.249696) 0.204861 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.16558,3.07538) (-0.0276222,0.98775) 0.159063 (0.900002,5.82137) 1.64374 1.59875 (0.367293,2.91314) (-0.147992,0.320335) 0.18759 (0.804902,2.9663) (-0.164503,0.30271) 0.172656 (1.69236,2.846) (0.120689,0.249691) 0.204861 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.14153,3.32422) (-0.0962003,0.995359) 0.159063 (0.900002,5.82137) 1.64374 1.66715 (0.330204,2.99318) (-0.148358,0.320166) 0.18759 (0.763868,3.04203) (-0.164134,0.30291) 0.172656 (1.72253,2.90842) (0.120692,0.24969) 0.204861 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.11747,3.57306) (-0.0962315,0.995382) 0.159063 (0.900002,5.82137) 1.64374 1.66717 (0.293022,3.07318) (-0.148727,0.319994) 0.18759 (0.722928,3.11781) (-0.163762,0.303111) 0.172656 (1.7527,2.97084) (0.12069,0.249691) 0.204861 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
