timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (0.903748,1.49875) (0,0) 0.130421 (0.900002,5.82137) 1.74174 0 (0.555576,2.37927) (0,0) 0.201758 (1.00601,2.39793) (0,0) 0.196159 (1.63034,2.30158) (0,0) 0.148849 (0,1.49875) (0,0) 0.3 (2.1,1.49875) (0,0) 0.3
0.25 (0.899876,1.51375) (-0.0154884,0.0599736) 0.130421 (0.900002,5.82137) 1.74174 1.82353 (0.544414,2.40933) (-0.0446502,0.120248) 0.201758 (1.00347,2.42722) (-0.01015,0.117166) 0.196159 (1.65276,2.37548) (0.0896923,0.295605) 0.148849 (0,1.51375) (0,0) 0.3 (2.1,1.51375) (0,0) 0.3
0.5 (0.888342,1.5517) (-0.046139,0.151812) 0.130421 (0.900002,5.82137) 1.74174 1.86585 (0.533252,2.43939) (-0.0446477,0.120248) 0.201758 (0.995097,2.45541) (-0.0334974,0.112734) 0.196159 (1.67519,2.44938) (0.08972,0.295596) 0.148849 (0,1.5517) (0,0) 0.3 (2.1,1.5517) (0,0) 0.3
0.75 (0.872818,1.60094) (-0.0620926,0.196965) 0.130421 (0.900002,5.82137) 1.74174 1.87618 (0.522091,2.46945) (-0.0446433,0.12025) 0.201758 (0.983672,2.4825) (-0.0457028,0.108361) 0.196159 (1.69762,2.52328) (0.0897093,0.295599) 0.148849 (0,1.60094) (0,0) 0.3 (2.1,1.60094) (0,0) 0.3
1 (0.855172,1.65528) (-0.0705869,0.217355) 0.130421 (0.900002,5.82137) 1.74174 1.88481 (0.510928,2.49951) (-0.0446524,0.120247) 0.201758 (0.970646,2.50885) (-0.0521038,0.105433) 0.196159 (1.72005,2.59718) (0.0897123,0.295599) 0.148849 (0,1.65528) (0,0) 0.3 (2.1,1.65528) (0,0) 0.3
1.25 (0.836395,1.71144) (-0.0751053,0.224649) 0.130421 (0.900002,5.82137) 1.74174 1.89344 (0.499766,2.52958) (-0.0446475,0.120249) 0.201758 (0.956887,2.53484) (-0.0550349,0.103933) 0.196159 (1.74248,2.67108) (0.0897078,0.2956) 0.148849 (0,1.71144) (0,0) 0.3 (2.1,1.71144) (0,0) 0.3
1.5 (0.816991,1.7677) (-0.0776154,0.225047) 0.130421 (0.900002,5.82137) 1.74174 1.90291 (0.488602,2.55964) (-0.044657,0.120245) 0.201758 (0.943476,2.561) (-0.0536425,0.104659) 0.196159 (1.76491,2.74498) (0.0897315,0.295593) 0.148849 (0,1.7677) (0,0) 0.3 (2.1,1.7677) (0,0) 0.3
1.75 (0.797555,1.82341) (-0.077746,0.222828) 0.130421 (0.900002,5.82137) 1.74174 1.9065 (0.474483,2.58843) (-0.0564727,0.115169) 0.201758 (0.930399,2.58733) (-0.0523106,0.105331) 0.196159 (1.78733,2.81888) (0.0896791,0.295609) 0.148849 (0,1.82341) (0,0) 0.3 (2.1,1.82341) (0,0) 0.3
2 (0.778156,1.87851) (-0.0775953,0.220406) 0.130421 (0.900002,5.82137) 1.74174 1.9093 (0.458883,2.61645) (-0.0624024,0.112067) 0.201758 (0.917601,2.6138) (-0.0511906,0.105879) 0.196159 (1.80976,2.89278) (0.0897302,0.295593) 0.148849 (0,1.87851) (0,0) 0.3 (2.1,1.87851) (0,0) 0.3
2.25 (0.758857,1.93296) (-0.0771985,0.217777) 0.130421 (0.900002,5.82137) 1.74174 1.91146 (0.44209,2.64376) (-0.0671717,0.109275) 0.201758 (0.905033,2.64038) (-0.0502743,0.106318) 0.196159 (1.83219,2.96668) (0.0897036,0.295601) 0.148849 (0,1.93296) (0,0) 0.3 (2.1,1.93296) (0,0) 0.3
2.5 (0.73966,1.98677) (-0.0767849,0.215271) 0.130421 (0.900002,5.82137) 1.74174 1.91342 (0.424463,2.67055) (-0.0705058,0.107154) 0.201758 (0.892649,2.66705) (-0.0495337,0.106665) 0.196159 (1.8546,3.04058) (0.0896601,0.295614) 0.148849 (0,1.98677) (0,0) 0.3 (2.1,1.98677) (0,0) 0.3
