timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.17098,1.21408) (0,0) 0.198508 (0.900002,5.82137) 1.90398 0 (0.335042,2.2536) (0,0) 0.172123 (1.13325,2.29932) (0,0) 0.184159 (0,1.21408) (0,0) 0.3 (2.1,1.21408) (0,0) 0.3
0.25 (1.1563,1.46364) (-0.058745,0.998259) 0.198508 (0.900002,5.82137) 1.90398 1.62958 (0.333673,2.29691) (-0.00547479,0.173234) 0.172123 (1.15501,2.33318) (0.0870394,0.135405) 0.184159 (0,1.46364) (0,0) 0.3 (2.1,1.46364) (0,0) 0.3
0.5 (1.11357,1.69939) (-0.170909,0.943013) 0.198508 (0.900002,5.82137) 1.90398 1.75009 (0.332303,2.34022) (-0.00548161,0.173234) 0.172123 (1.19112,2.35094) (0.144436,0.0710532) 0.184159 (0,1.69939) (0,0) 0.3 (2.1,1.69939) (0,0) 0.3
0.75 (1.05603,1.92444) (-0.230179,0.900201) 0.198508 (0.900002,5.82137) 1.90398 1.82113 (0.330932,2.38353) (-0.00548548,0.173233) 0.172123 (1.22635,2.37038) (0.140936,0.0777657) 0.184159 (0,1.92444) (0,0) 0.3 (2.1,1.92444) (0,0) 0.3
1 (0.987507,2.13714) (-0.274074,0.850786) 0.198508 (0.900002,5.82137) 1.90398 1.88244 (0.329563,2.42684) (-0.0054741,0.173234) 0.172123 (1.26033,2.39193) (0.135935,0.086209) 0.184159 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (0.913623,2.37556) (-0.295537,0.953669) 0.198508 (0.900002,5.82137) 1.90398 1.87131 (0.328189,2.47014) (-0.00549601,0.173233) 0.172123 (1.29573,2.41108) (0.141585,0.0765772) 0.184159 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.892275,2.62521) (-0.0853899,0.9986) 0.198508 (0.900002,5.82137) 1.90398 1.6561 (0.326817,2.51345) (-0.00548846,0.173233) 0.172123 (1.31575,2.44599) (0.0800732,0.139638) 0.184159 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.892882,2.87522) (0.00242619,1.00005) 0.198508 (0.900002,5.82137) 1.90398 1.56837 (0.325443,2.55676) (-0.00549617,0.173233) 0.172123 (1.33577,2.48089) (0.0800876,0.139629) 0.184159 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.893488,3.1252) (0.00242343,0.999929) 0.198508 (0.900002,5.82137) 1.90398 1.56837 (0.324068,2.60007) (-0.00550066,0.173233) 0.172123 (1.35579,2.5158) (0.0800804,0.139633) 0.184159 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.894102,3.3752) (0.00245907,0.999994) 0.198508 (0.900002,5.82137) 1.90398 1.56834 (0.322696,2.64338) (-0.00548757,0.173233) 0.172123 (1.37581,2.55071) (0.0800791,0.139634) 0.184159 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.894705,3.62521) (0.00241115,1.00002) 0.198508 (0.900002,5.82137) 1.90398 1.56839 (0.321323,2.68669) (-0.00549134,0.173233) 0.172123 (1.39583,2.58562) (0.0800728,0.139638) 0.184159 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.895319,3.87523) (0.00245393,1.00008) 0.198508 (0.900002,5.82137) 1.90398 1.56834 (0.319953,2.72999) (-0.00547835,0.173234) 0.172123 (1.41585,2.62053) (0.0800874,0.139629) 0.184159 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.895914,4.12522) (0.00238022,0.999983) 0.198508 (0.900002,5.82137) 1.90398 1.56842 (0.318584,2.7733) (-0.0054784,0.173234) 0.172123 (1.43587,2.65544) (0.0800821,0.139632) 0.184159 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.896537,4.37522) (0.00249304,0.999973) 0.198508 (0.900002,5.82137) 1.90398 1.5683 (0.31721,2.81661) (-0.00549481,0.173233) 0.172123 (1.45589,2.69035) (0.0800758,0.139636) 0.184159 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.897156,4.62521) (0.00247728,0.999995) 0.198508 (0.900002,5.82137) 1.90398 1.56832 (0.315831,2.85992) (-0.00551505,0.173232) 0.172123 (1.47591,2.72525) (0.0800876,0.139629) 0.184159 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.897742,4.87519) (0.00234093,0.999922) 0.198508 (0.900002,5.82137) 1.90398 1.56846 (0.314459,2.90323) (-0.00548707,0.173233) 0.172123 (1.49593,2.76016) (0.0800805,0.139633) 0.184159 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.898321,5.11174) (0.0023183,0.946164) 0.198508 (0.900002,5.82137) 1.90398 1.56835 (0.313088,2.94654) (-0.00548493,0.173233) 0.172123 (1.51595,2.79507) (0.0800799,0.139634) 0.184159 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.898744,5.28914) (0.00168933,0.709636) 0.198508 (0.900002,5.82137) 1.90398 1.56842 (0.311709,2.98984) (-0.00551785,0.173232) 0.172123 (1.53597,2.82998) (0.0800883,0.139629) 0.184159 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
