timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.14009,1.45002) (0,0) 0.120102 (0.900002,5.82137) 1.58595 0 (0.667975,2.36575) (0,0) 0.14448 (1.19222,2.37888) (0,0) 0.15823 (1.67323,2.30664) (0,0) 0.152136 (0,1.45002) (0,0) 0.3 (2.1,1.45002) (0,0) 0.3
0.25 (1.11338,1.46785) (-0.106857,0.0712973) 0.120102 (0.900002,5.82137) 1.58595 2.5532 (0.642947,2.4179) (-0.100111,0.208582) 0.14448 (1.18532,2.43273) (-0.0275715,0.215396) 0.15823 (1.67998,2.33194) (0.0269643,0.101221) 0.152136 (0,1.46785) (0,0) 0.3 (2.1,1.46785) (0,0) 0.3
0.5 (1.07872,1.52605) (-0.138656,0.2328) 0.120102 (0.900002,5.82137) 1.58595 2.10797 (0.617914,2.47004) (-0.100132,0.208572) 0.14448 (1.16354,2.48246) (-0.0871368,0.198904) 0.15823 (1.68672,2.35725) (0.0269587,0.101223) 0.152136 (0,1.52605) (0,0) 0.3 (2.1,1.52605) (0,0) 0.3
0.75 (1.00016,1.61916) (-0.31424,0.37244) 0.120102 (0.900002,5.82137) 1.58595 2.27164 (0.592888,2.52219) (-0.100101,0.208587) 0.14448 (1.13376,2.52785) (-0.119104,0.181576) 0.15823 (1.69345,2.38255) (0.0269567,0.101223) 0.152136 (0,1.61916) (0,0) 0.3 (2.1,1.61916) (0,0) 0.3
1 (0.879942,1.77401) (-0.480859,0.619395) 0.120102 (0.900002,5.82137) 1.58595 2.23094 (0.567859,2.57433) (-0.100119,0.208578) 0.14448 (1.10339,2.57285) (-0.121477,0.179997) 0.15823 (1.70019,2.40786) (0.0269579,0.101223) 0.152136 (0,1.77401) (0,0) 0.3 (2.1,1.77401) (0,0) 0.3
1.25 (0.765106,1.92918) (-0.459344,0.620713) 0.120102 (0.900002,5.82137) 1.58595 2.20788 (0.542826,2.62647) (-0.10013,0.208573) 0.14448 (1.07303,2.61785) (-0.121463,0.180006) 0.15823 (1.70693,2.43316) (0.0269586,0.101223) 0.152136 (0,1.92918) (0,0) 0.3 (2.1,1.92918) (0,0) 0.3
1.5 (0.654706,2.08304) (-0.441599,0.615423) 0.120102 (0.900002,5.82137) 1.58595 2.19321 (0.517797,2.67862) (-0.100117,0.208579) 0.14448 (1.04266,2.66285) (-0.121461,0.180008) 0.15823 (1.71367,2.45847) (0.0269535,0.101224) 0.152136 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.54831,2.23449) (-0.425583,0.605814) 0.120102 (0.900002,5.82137) 1.58595 2.1832 (0.492765,2.73076) (-0.100128,0.208574) 0.14448 (1.0123,2.70785) (-0.121466,0.180004) 0.15823 (1.72041,2.48378) (0.0269568,0.101223) 0.152136 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.445784,2.38277) (-0.410104,0.593104) 0.120102 (0.900002,5.82137) 1.58595 2.17576 (0.467735,2.78291) (-0.100119,0.208578) 0.14448 (0.981931,2.75286) (-0.12146,0.180008) 0.15823 (1.72715,2.50908) (0.0269483,0.101226) 0.152136 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.347154,2.5273) (-0.394522,0.57814) 0.120102 (0.900002,5.82137) 1.58595 2.16961 (0.44271,2.83505) (-0.100101,0.208587) 0.14448 (0.951564,2.79786) (-0.121465,0.180005) 0.15823 (1.73389,2.53439) (0.0269581,0.101223) 0.152136 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.252481,2.66777) (-0.378693,0.561875) 0.120102 (0.900002,5.82137) 1.58595 2.16384 (0.417681,2.8872) (-0.100117,0.208579) 0.14448 (0.921202,2.84286) (-0.121449,0.180016) 0.15823 (1.74063,2.55969) (0.026966,0.101221) 0.152136 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
