timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (0.91489,1.09322) (0,0) 0.205446 (0.900002,5.82137) 1.9207 0 (0.44146,2.35811) (0,0) 0.155201 (0.916332,2.31597) (0,0) 0.154547 (1.5846,2.29136) (0,0) 0.216939 (1.58023,2.29269) (0,0) 0.136364 (0,1.09322) (0,0) 0.3 (2.1,1.09322) (0,0) 0.3
0.25 (0.914106,1.3432) (-0.00313725,0.999899) 0.205446 (0.900002,5.82137) 1.9207 1.57393 (0.42781,2.40267) (-0.0545976,0.178242) 0.155201 (0.916745,2.36787) (0.00165185,0.207573) 0.154547 (1.64228,2.32497) (0.230754,0.134435) 0.216939 (1.53528,2.30639) (-0.179824,0.0548212) 0.136364 (0,1.3432) (0,0) 0.3 (2.1,1.3432) (0,0) 0.3
0.5 (0.913323,1.59319) (-0.00312921,0.999994) 0.205446 (0.900002,5.82137) 1.9207 1.57393 (0.414161,2.44723) (-0.0545979,0.178242) 0.155201 (0.905501,2.41853) (-0.0449759,0.202649) 0.154547 (1.70795,2.33702) (0.262671,0.0482065) 0.216939 (1.48905,2.29791) (-0.184907,-0.0339348) 0.136364 (0,1.59319) (0,0) 0.3 (2.1,1.59319) (0,0) 0.3
0.75 (0.9022,1.74141) (-0.044495,0.592861) 0.205446 (0.900002,5.82137) 1.9207 1.64571 (0.400509,2.49179) (-0.0546079,0.178239) 0.155201 (0.86921,2.45562) (-0.145164,0.14838) 0.154547 (1.77366,2.34887) (0.26282,0.0473871) 0.216939 (1.4428,2.28957) (-0.185012,-0.033358) 0.136364 (0,1.74141) (0,0) 0.3 (2.1,1.74141) (0,0) 0.3
1 (0.887028,1.85119) (-0.0606863,0.439114) 0.205446 (0.900002,5.82137) 1.9207 1.70813 (0.372589,2.5291) (-0.11168,0.14926) 0.155201 (0.823216,2.47966) (-0.183979,0.0961305) 0.154547 (1.78332,2.41493) (0.0386703,0.264244) 0.216939 (1.43894,2.31842) (-0.0154419,0.115414) 0.136364 (0,1.85119) (0,0) 0.3 (2.1,1.85119) (0,0) 0.3
1.25 (0.926719,2.04516) (0.158764,0.775903) 0.205446 (0.900002,5.82137) 1.9207 1.36896 (0.344647,2.5664) (-0.111767,0.149195) 0.155201 (0.777803,2.50477) (-0.181651,0.100459) 0.154547 (1.78771,2.48155) (0.0175477,0.266481) 0.216939 (1.4421,2.36532) (0.0126488,0.187569) 0.136364 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.985219,2.26007) (0.234,0.859607) 0.205446 (0.900002,5.82137) 1.9207 1.30502 (0.316618,2.60363) (-0.112116,0.148933) 0.155201 (0.732959,2.53089) (-0.179375,0.10447) 0.154547 (1.7921,2.54817) (0.0175629,0.26648) 0.216939 (1.45302,2.41103) (0.0436877,0.182848) 0.136364 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.04778,2.46445) (0.250256,0.817522) 0.205446 (0.900002,5.82137) 1.9207 1.27374 (0.28843,2.64075) (-0.112752,0.148453) 0.155201 (0.689738,2.55961) (-0.172886,0.11489) 0.154547 (1.79649,2.61479) (0.0175474,0.266481) 0.216939 (1.46882,2.45529) (0.0631864,0.177058) 0.136364 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.06028,2.7137) (0.0500041,0.99703) 0.205446 (0.900002,5.82137) 1.9207 1.52069 (0.259911,2.67761) (-0.114077,0.147437) 0.155201 (0.676257,2.60973) (-0.0539227,0.200454) 0.154547 (1.80088,2.68141) (0.0175454,0.266481) 0.216939 (1.48461,2.49956) (0.0631651,0.177066) 0.136364 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.04739,2.96337) (-0.0515564,0.998676) 0.205446 (0.900002,5.82137) 1.9207 1.62238 (0.241059,2.72023) (-0.0754052,0.170485) 0.155201 (0.652997,2.65612) (-0.0930405,0.185561) 0.154547 (1.80526,2.74803) (0.0175472,0.266481) 0.216939 (1.5004,2.54383) (0.0631776,0.177061) 0.136364 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.03451,3.21304) (-0.0515239,0.998657) 0.205446 (0.900002,5.82137) 1.9207 1.62234 (0.222558,2.763) (-0.0740049,0.171098) 0.155201 (0.629736,2.70251) (-0.0930434,0.185559) 0.154547 (1.80965,2.81465) (0.0175385,0.266482) 0.216939 (1.51619,2.58809) (0.0631647,0.177066) 0.136364 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.02166,3.46271) (-0.0514164,0.998681) 0.205446 (0.900002,5.82137) 1.9207 1.62224 (0.204117,2.8058) (-0.0737626,0.171202) 0.155201 (0.606477,2.7489) (-0.0930346,0.185564) 0.154547 (1.81404,2.88127) (0.0175833,0.266479) 0.216939 (1.53199,2.63236) (0.0631917,0.177056) 0.136364 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.00879,3.71239) (-0.051474,0.998725) 0.205446 (0.900002,5.82137) 1.9207 1.62229 (0.185594,2.84857) (-0.0740946,0.171059) 0.155201 (0.583301,2.79533) (-0.0927036,0.185729) 0.154547 (1.81843,2.94789) (0.0175441,0.266481) 0.216939 (1.54779,2.67662) (0.0631769,0.177062) 0.136364 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.995918,3.96204) (-0.0514951,0.99859) 0.205446 (0.900002,5.82137) 1.9207 1.62232 (0.166962,2.89128) (-0.0745255,0.170872) 0.155201 (0.560233,2.84181) (-0.0922745,0.185943) 0.154547 (1.82282,3.01451) (0.01755,0.266481) 0.216939 (1.56358,2.72089) (0.0631838,0.177059) 0.136364 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.983039,4.21171) (-0.0515145,0.998704) 0.205446 (0.900002,5.82137) 1.9207 1.62233 (0.148231,2.93396) (-0.0749246,0.170697) 0.155201 (0.537264,2.88835) (-0.0918772,0.186139) 0.154547 (1.8272,3.08113) (0.0175486,0.266481) 0.216939 (1.57937,2.76515) (0.0631726,0.177063) 0.136364 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.970179,4.46139) (-0.0514406,0.99871) 0.205446 (0.900002,5.82137) 1.9207 1.62226 (0.129408,2.97659) (-0.0752941,0.170534) 0.155201 (0.514386,2.93493) (-0.0915097,0.18632) 0.154547 (1.8316,3.14775) (0.0175864,0.266479) 0.216939 (1.59517,2.80942) (0.0631734,0.177063) 0.136364 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.9573,4.71104) (-0.0515169,0.998587) 0.205446 (0.900002,5.82137) 1.9207 1.62234 (0.110499,3.01919) (-0.0756354,0.170383) 0.155201 (0.491594,2.98155) (-0.0911702,0.186487) 0.154547 (1.83599,3.21437) (0.0175506,0.266481) 0.216939 (1.61096,2.85368) (0.0631723,0.177063) 0.136364 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.944431,4.96069) (-0.0514755,0.998629) 0.205446 (0.900002,5.82137) 1.9207 1.6223 (0.0915114,3.06175) (-0.0759502,0.170243) 0.155201 (0.468879,3.02821) (-0.0908572,0.186639) 0.154547 (1.83935,3.26962) (0.0134642,0.221017) 0.216939 (1.62676,2.89795) (0.0631784,0.177061) 0.136364 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.5 (0.933337,5.17586) (-0.0443766,0.86065) 0.205446 (0.900002,5.82137) 1.9207 1.62231 (0.0724514,3.10428) (-0.0762399,0.170114) 0.155201 (0.446237,3.07491) (-0.0905691,0.186779) 0.154547 (1.84119,3.31879) (0.0073565,0.196677) 0.216939 (1.64255,2.94221) (0.0631785,0.177061) 0.136364 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.75 (0.924987,5.33725) (-0.033399,0.645589) 0.205446 (0.900002,5.82137) 1.9207 1.62248 (0.0533249,3.14678) (-0.076506,0.169994) 0.155201 (0.423661,3.12163) (-0.0903046,0.186907) 0.154547 (1.84106,3.36455) (-0.000522553,0.183039) 0.216939 (1.65834,2.98648) (0.0631742,0.177062) 0.136364 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
