timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.09482,1.14684) (0,0) 0.20637 (0.900002,5.82137) 1.64049 0 (0.507832,2.23284) (0,0) 0.148309 (0.862224,2.20272) (0,0) 0.202616 (1.48168,2.33553) (0,0) 0.210177 (1.53614,2.32392) (0,0) 0.125741 (0,1.14684) (0,0) 0.3 (2.1,1.14684) (0,0) 0.3
0.25 (1.08442,1.39662) (-0.0416037,0.999112) 0.20637 (0.900002,5.82137) 1.64049 1.61241 (0.479174,2.31932) (-0.114631,0.345924) 0.148309 (0.863741,2.22197) (0.00606829,0.0769979) 0.202616 (1.45659,2.34088) (-0.100388,0.0213978) 0.210177 (1.61999,2.37339) (0.335394,0.197873) 0.125741 (0,1.39662) (0,0) 0.3 (2.1,1.39662) (0,0) 0.3
0.5 (1.10605,1.63864) (0.0865184,0.968056) 0.20637 (0.900002,5.82137) 1.64049 1.48166 (0.450513,2.4058) (-0.114643,0.34592) 0.148309 (0.832419,2.24565) (-0.125287,0.0947213) 0.202616 (1.43189,2.33393) (-0.0988059,-0.0278016) 0.210177 (1.7137,2.39976) (0.374857,0.105476) 0.125741 (0,1.63864) (0,0) 0.3 (2.1,1.63864) (0,0) 0.3
0.75 (1.10199,1.77473) (-0.0162378,0.544363) 0.20637 (0.900002,5.82137) 1.64049 1.60062 (0.421855,2.49228) (-0.114633,0.345923) 0.148309 (0.801098,2.26933) (-0.125287,0.0947215) 0.202616 (1.44453,2.33942) (0.0505924,0.0219682) 0.210177 (1.75571,2.48758) (0.168035,0.351294) 0.125741 (0,1.77473) (0,0) 0.3 (2.1,1.77473) (0,0) 0.3
1 (1.09751,1.90908) (-0.0179203,0.537426) 0.20637 (0.900002,5.82137) 1.64049 1.60413 (0.393209,2.57877) (-0.114584,0.34594) 0.148309 (0.769776,2.29301) (-0.125287,0.0947215) 0.202616 (1.45539,2.36267) (0.0434269,0.0930034) 0.210177 (1.76854,2.58409) (0.0513056,0.386019) 0.125741 (0,1.90908) (0,0) 0.3 (2.1,1.90908) (0,0) 0.3
1.25 (1.09303,2.04344) (-0.0179203,0.537426) 0.20637 (0.900002,5.82137) 1.64049 1.60413 (0.364554,2.66525) (-0.11462,0.345928) 0.148309 (0.738454,2.31669) (-0.125287,0.0947215) 0.202616 (1.46625,2.38592) (0.043427,0.0930034) 0.210177 (1.78137,2.68059) (0.0513274,0.386016) 0.125741 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.08855,2.1778) (-0.0179203,0.537426) 0.20637 (0.900002,5.82137) 1.64049 1.60413 (0.335897,2.75173) (-0.114625,0.345926) 0.148309 (0.707132,2.34037) (-0.125287,0.0947215) 0.202616 (1.4771,2.40917) (0.0434269,0.0930034) 0.210177 (1.79419,2.77709) (0.0513036,0.386019) 0.125741 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.08407,2.31215) (-0.0179204,0.537427) 0.20637 (0.900002,5.82137) 1.64049 1.60413 (0.307232,2.83821) (-0.114664,0.345913) 0.148309 (0.675811,2.36405) (-0.125287,0.094722) 0.202616 (1.48796,2.43242) (0.043427,0.0930034) 0.210177 (1.80703,2.8736) (0.0513366,0.386015) 0.125741 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.06822,2.52881) (-0.0633655,0.866647) 0.20637 (0.900002,5.82137) 1.64049 1.64378 (0.278569,2.92469) (-0.11465,0.345918) 0.148309 (0.657245,2.39865) (-0.0742621,0.138399) 0.202616 (1.49882,2.45567) (0.0434271,0.0930034) 0.210177 (1.81986,2.9701) (0.0513338,0.386015) 0.125741 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.05545,2.77849) (-0.0510815,0.998718) 0.20637 (0.900002,5.82137) 1.64049 1.6219 (0.249922,3.01117) (-0.114587,0.345939) 0.148309 (0.642447,2.43502) (-0.0591916,0.145483) 0.202616 (1.50759,2.47979) (0.0350891,0.0964588) 0.210177 (1.83269,3.06661) (0.0513354,0.386015) 0.125741 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.04271,3.02817) (-0.050993,0.998693) 0.20637 (0.900002,5.82137) 1.64049 1.62181 (0.221564,3.09677) (-0.113431,0.342395) 0.148309 (0.627651,2.47139) (-0.0591835,0.145487) 0.202616 (1.51636,2.5039) (0.035097,0.0964559) 0.210177 (1.84552,3.16311) (0.0512817,0.386022) 0.125741 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.02996,3.27785) (-0.0509877,0.998745) 0.20637 (0.900002,5.82137) 1.64049 1.6218 (0.200284,3.16098) (-0.0851229,0.256846) 0.148309 (0.612855,2.50777) (-0.0591873,0.145485) 0.202616 (1.52514,2.52802) (0.0350837,0.0964608) 0.210177 (1.85834,3.25962) (0.0512945,0.386021) 0.125741 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.01721,3.52752) (-0.0509967,0.998679) 0.20637 (0.900002,5.82137) 1.64049 1.62182 (0.184343,3.20914) (-0.0637636,0.19263) 0.148309 (0.598057,2.54414) (-0.0591911,0.145483) 0.202616 (1.53391,2.55213) (0.0350905,0.0964583) 0.210177 (1.87117,3.35612) (0.051326,0.386016) 0.125741 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (1.00445,3.77718) (-0.0510313,0.998637) 0.20637 (0.900002,5.82137) 1.64049 1.62185 (0.172371,3.24526) (-0.047886,0.144476) 0.148309 (0.583259,2.58051) (-0.0591913,0.145483) 0.202616 (1.54268,2.57625) (0.0350889,0.0964589) 0.210177 (1.88321,3.44649) (0.0481483,0.361469) 0.125741 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.991688,4.02687) (-0.0510555,0.998746) 0.20637 (0.900002,5.82137) 1.64049 1.62187 (0.163413,3.27233) (-0.0358341,0.108288) 0.148309 (0.56846,2.61688) (-0.0591952,0.145482) 0.202616 (1.55145,2.60036) (0.0350856,0.09646) 0.210177 (1.89223,3.51428) (0.0360957,0.271161) 0.125741 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.978942,4.27654) (-0.050984,0.998685) 0.20637 (0.900002,5.82137) 1.64049 1.6218 (0.15567,3.29429) (-0.0309724,0.0878061) 0.148309 (0.553665,2.65325) (-0.0591822,0.145487) 0.202616 (1.56023,2.62447) (0.0350936,0.0964572) 0.210177 (1.89898,3.56512) (0.0270046,0.203368) 0.125741 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.966193,4.52623) (-0.050997,0.998763) 0.20637 (0.900002,5.82137) 1.64049 1.62181 (0.147716,3.31344) (-0.0318135,0.0766279) 0.148309 (0.538868,2.68962) (-0.0591886,0.145485) 0.202616 (1.569,2.64859) (0.0350886,0.096459) 0.210177 (1.90406,3.60327) (0.0203113,0.152594) 0.125741 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.953435,4.77591) (-0.0510335,0.998695) 0.20637 (0.900002,5.82137) 1.64049 1.62185 (0.138497,3.33054) (-0.0368766,0.0683775) 0.148309 (0.52407,2.72599) (-0.0591883,0.145485) 0.202616 (1.57777,2.6727) (0.0350889,0.0964589) 0.210177 (1.90786,3.63185) (0.0152046,0.114306) 0.125741 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.5 (0.940676,5.02558) (-0.0510337,0.9987) 0.20637 (0.900002,5.82137) 1.64049 1.62185 (0.127141,3.34496) (-0.0454261,0.0577033) 0.148309 (0.50928,2.76237) (-0.0591617,0.145495) 0.202616 (1.58654,2.69682) (0.0350898,0.0964585) 0.210177 (1.9107,3.65329) (0.0113549,0.0857775) 0.125741 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.75 (0.9305,5.22452) (-0.0407036,0.795772) 0.20637 (0.900002,5.82137) 1.64049 1.6219 (0.113375,3.3545) (-0.0550622,0.0381434) 0.148309 (0.494696,2.79882) (-0.0583357,0.145829) 0.202616 (1.59531,2.72093) (0.0350911,0.0964581) 0.210177 (1.91284,3.66938) (0.00857179,0.0643528) 0.125741 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
