timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.11799,1.38678) (0,0) 0.215355 (0.900002,5.82137) 1.63179 0 (0.50484,2.36659) (0,0) 0.123293 (0.871283,2.20422) (0,0) 0.185379 (1.60609,2.24183) (0,0) 0.130224 (1.59637,2.21392) (0,0) 0.194782 (0,1.38678) (0,0) 0.3 (2.1,1.38678) (0,0) 0.3
0.25 (1.12245,1.39996) (0.0178044,0.0527046) 0.215355 (0.900002,5.82137) 1.63179 1.24502 (0.484473,2.42116) (-0.0814678,0.218285) 0.123293 (0.879582,2.22863) (0.0331948,0.0976573) 0.185379 (1.62445,2.29455) (0.0734309,0.210845) 0.130224 (1.54834,2.16127) (-0.192094,-0.210623) 0.194782 (0,1.39996) (0,0) 0.3 (2.1,1.39996) (0,0) 0.3
0.5 (1.14556,1.40907) (0.09244,0.0364727) 0.215355 (0.900002,5.82137) 1.63179 0.375805 (0.464105,2.47573) (-0.0814733,0.218283) 0.123293 (0.873337,2.27255) (-0.0249771,0.175667) 0.185379 (1.65306,2.34247) (0.114453,0.191698) 0.130224 (1.49993,2.1027) (-0.193647,-0.234248) 0.194782 (0,1.40907) (0,0) 0.3 (2.1,1.40907) (0,0) 0.3
0.75 (1.16751,1.40528) (0.087818,-0.0151727) 0.215355 (0.900002,5.82137) 1.63179 -0.171085 (0.443737,2.5303) (-0.0814702,0.218284) 0.123293 (0.852849,2.31189) (-0.081955,0.157373) 0.185379 (1.66307,2.39738) (0.0400614,0.219642) 0.130224 (1.46227,2.09148) (-0.150631,-0.044885) 0.194782 (0,1.40528) (0,0) 0.3 (2.1,1.40528) (0,0) 0.3
1 (1.18837,1.41674) (0.083427,0.0458154) 0.215355 (0.900002,5.82137) 1.63179 0.502203 (0.423373,2.58487) (-0.0814569,0.218289) 0.123293 (0.832362,2.35124) (-0.081948,0.157376) 0.185379 (1.67309,2.45229) (0.04005,0.219644) 0.130224 (1.45312,2.11127) (-0.0366257,0.0791391) 0.194782 (0,1.41674) (0,0) 0.3 (2.1,1.41674) (0,0) 0.3
1.25 (1.20818,1.44158) (0.0792557,0.0993606) 0.215355 (0.900002,5.82137) 1.63179 0.897486 (0.403008,2.63945) (-0.0814587,0.218288) 0.123293 (0.811872,2.39058) (-0.0819606,0.15737) 0.185379 (1.6831,2.5072) (0.0400449,0.219645) 0.130224 (1.44246,2.15735) (-0.042635,0.18431) 0.194782 (0,1.44158) (0,0) 0.3 (2.1,1.44158) (0,0) 0.3
1.5 (1.227,1.48689) (0.0752929,0.181274) 0.215355 (0.900002,5.82137) 1.63179 1.17712 (0.382642,2.69402) (-0.0814635,0.218286) 0.123293 (0.791384,2.42992) (-0.0819505,0.157375) 0.185379 (1.69311,2.56211) (0.0400611,0.219642) 0.130224 (1.42574,2.23147) (-0.066868,0.296479) 0.194782 (0,1.48689) (0,0) 0.3 (2.1,1.48689) (0,0) 0.3
1.75 (1.27278,1.56964) (0.183089,0.330999) 0.215355 (0.900002,5.82137) 1.63179 1.06555 (0.362281,2.74859) (-0.081446,0.218293) 0.123293 (0.770896,2.46927) (-0.0819533,0.157374) 0.185379 (1.70313,2.61702) (0.0400593,0.219642) 0.130224 (1.42022,2.30725) (-0.0220703,0.303124) 0.194782 (0,1.56964) (0,0) 0.3 (2.1,1.56964) (0,0) 0.3
2 (1.35727,1.71476) (0.33798,0.580473) 0.215355 (0.900002,5.82137) 1.63179 1.04353 (0.341913,2.80316) (-0.0814728,0.218283) 0.123293 (0.750409,2.50861) (-0.0819446,0.157378) 0.185379 (1.71314,2.67193) (0.0400629,0.219642) 0.130224 (1.42091,2.38322) (0.00273294,0.303914) 0.194782 (0,1.71476) (0,0) 0.3 (2.1,1.71476) (0,0) 0.3
2.25 (1.4359,1.86384) (0.3145,0.596311) 0.215355 (0.900002,5.82137) 1.63179 1.08546 (0.321547,2.85773) (-0.0814619,0.218287) 0.123293 (0.729923,2.54795) (-0.0819476,0.157376) 0.185379 (1.72316,2.72684) (0.0400608,0.219642) 0.130224 (1.42499,2.4591) (0.0163163,0.303488) 0.194782 (0,1.86384) (0,0) 0.3 (2.1,1.86384) (0,0) 0.3
2.5 (1.51912,2.011) (0.33289,0.588629) 0.215355 (0.900002,5.82137) 1.63179 1.0561 (0.301175,2.9123) (-0.0814888,0.218277) 0.123293 (0.709432,2.5873) (-0.0819619,0.157369) 0.185379 (1.72959,2.78229) (0.0257242,0.221779) 0.130224 (1.43092,2.53485) (0.0237481,0.302997) 0.194782 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
