timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.11905,1.32368) (0,0) 0.13832 (0.900002,5.82137) 1.53304 0 (0.503818,2.24796) (0,0) 0.170146 (1.0039,2.22034) (0,0) 0.170244 (1.5568,2.24643) (0,0) 0.155339 (0,1.32368) (0,0) 0.3 (2.1,1.32368) (0,0) 0.3
0.25 (1.13673,1.34096) (0.070731,0.0691165) 0.13832 (0.900002,5.82137) 1.53304 0.773854 (0.477197,2.34288) (-0.106483,0.379702) 0.170146 (1.00345,2.28489) (-0.00180765,0.25822) 0.170244 (1.57418,2.2958) (0.0695222,0.19751) 0.155339 (0,1.34096) (0,0) 0.3 (2.1,1.34096) (0,0) 0.3
0.5 (1.16298,1.40301) (0.10499,0.248171) 0.13832 (0.900002,5.82137) 1.53304 1.17057 (0.450583,2.43781) (-0.106456,0.37971) 0.170146 (0.97601,2.34332) (-0.109771,0.233733) 0.170244 (1.59156,2.34518) (0.0695221,0.19751) 0.155339 (0,1.40301) (0,0) 0.3 (2.1,1.40301) (0,0) 0.3
0.75 (1.23841,1.59037) (0.301755,0.749434) 0.13832 (0.900002,5.82137) 1.53304 1.18801 (0.423968,2.53274) (-0.106462,0.379708) 0.170146 (0.948568,2.40176) (-0.109768,0.233734) 0.170244 (1.60893,2.39456) (0.0695012,0.197518) 0.155339 (0,1.59037) (0,0) 0.3 (2.1,1.59037) (0,0) 0.3
1 (1.26531,1.83849) (0.1076,0.992504) 0.13832 (0.900002,5.82137) 1.53304 1.4628 (0.397351,2.62766) (-0.106467,0.379707) 0.170146 (0.921126,2.46019) (-0.109768,0.233734) 0.170244 (1.64754,2.42991) (0.154426,0.141408) 0.155339 (0,1.83849) (0,0) 0.3 (2.1,1.83849) (0,0) 0.3
1.25 (1.25958,2.08842) (-0.0229307,0.999722) 0.13832 (0.900002,5.82137) 1.53304 1.59373 (0.370735,2.72259) (-0.106463,0.379708) 0.170146 (0.893687,2.51863) (-0.109756,0.23374) 0.170244 (1.66683,2.47858) (0.0771821,0.194645) 0.155339 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.2356,2.33726) (-0.0959195,0.995367) 0.13832 (0.900002,5.82137) 1.53304 1.66687 (0.344112,2.81752) (-0.106494,0.379699) 0.170146 (0.866245,2.57706) (-0.109769,0.233734) 0.170244 (1.68287,2.52841) (0.0641402,0.199323) 0.155339 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.21162,2.58609) (-0.0959452,0.995322) 0.13832 (0.900002,5.82137) 1.53304 1.6669 (0.317494,2.91244) (-0.106472,0.379705) 0.170146 (0.838802,2.63549) (-0.109772,0.233732) 0.170244 (1.69891,2.57824) (0.0641569,0.199318) 0.155339 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.18766,2.83495) (-0.095814,0.995405) 0.13832 (0.900002,5.82137) 1.53304 1.66676 (0.290878,3.00737) (-0.106464,0.379708) 0.170146 (0.811358,2.69393) (-0.109774,0.233731) 0.170244 (1.71494,2.62807) (0.0641393,0.199323) 0.155339 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.16369,3.0838) (-0.0958807,0.9954) 0.13832 (0.900002,5.82137) 1.53304 1.66682 (0.266616,3.09394) (-0.0970487,0.34627) 0.170146 (0.783916,2.75236) (-0.109769,0.233734) 0.170244 (1.73098,2.6779) (0.0641335,0.199325) 0.155339 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.1397,3.33264) (-0.0959677,0.995377) 0.13832 (0.900002,5.82137) 1.53304 1.66691 (0.246038,3.16358) (-0.0823102,0.278558) 0.170146 (0.756473,2.81079) (-0.109773,0.233732) 0.170244 (1.74701,2.72773) (0.0641406,0.199323) 0.155339 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.11573,3.5815) (-0.0958856,0.995457) 0.13832 (0.900002,5.82137) 1.53304 1.66682 (0.225379,3.22284) (-0.0826375,0.237061) 0.170146 (0.729031,2.86923) (-0.109768,0.233734) 0.170244 (1.76305,2.77756) (0.0641365,0.199324) 0.155339 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.09178,3.83034) (-0.0958074,0.995333) 0.13832 (0.900002,5.82137) 1.53304 1.66676 (0.201065,3.27207) (-0.097254,0.196925) 0.170146 (0.701587,2.92766) (-0.109774,0.233731) 0.170244 (1.77907,2.82739) (0.0641114,0.199332) 0.155339 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (1.06781,4.07919) (-0.0958533,0.995411) 0.13832 (0.900002,5.82137) 1.53304 1.6668 (0.173052,3.30204) (-0.112051,0.119888) 0.170146 (0.674151,2.98609) (-0.109745,0.233745) 0.170244 (1.79511,2.87722) (0.0641547,0.199318) 0.155339 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (1.04386,4.32804) (-0.0957958,0.995397) 0.13832 (0.900002,5.82137) 1.53304 1.66674 (0.161375,3.30788) (-0.0467107,0.0233411) 0.170146 (0.64671,3.04453) (-0.109764,0.233736) 0.170244 (1.81114,2.92705) (0.0641295,0.199327) 0.155339 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (1.01991,4.57689) (-0.0958057,0.995394) 0.13832 (0.900002,5.82137) 1.53304 1.66675 (0.15376,3.31249) (-0.0304602,0.0184373) 0.170146 (0.61927,3.10296) (-0.109758,0.233739) 0.170244 (1.82717,2.97689) (0.0641183,0.19933) 0.155339 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.995926,4.82573) (-0.0959496,0.995363) 0.13832 (0.900002,5.82137) 1.53304 1.6669 (0.14865,3.31605) (-0.0204364,0.0142468) 0.170146 (0.591828,3.1614) (-0.109769,0.233734) 0.170244 (1.84321,3.02672) (0.0641613,0.199316) 0.155339 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.971962,5.07455) (-0.0958542,0.995304) 0.13832 (0.900002,5.82137) 1.53304 1.66681 (0.145132,3.31877) (-0.0140727,0.0108603) 0.170146 (0.564379,3.21983) (-0.109796,0.233721) 0.170244 (1.85925,3.07655) (0.0641495,0.19932) 0.155339 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
