timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.13153,1.1627) (0,0) 0.213041 (0.900002,5.82137) 1.72416 0 (0.749042,2.34515) (0,0) 0.213501 (1.64962,2.21978) (0,0) 0.183311 (0,1.1627) (0,0) 0.3 (2.1,1.1627) (0,0) 0.3
0.25 (1.11913,1.4124) (-0.0496075,0.9988) 0.213041 (0.900002,5.82137) 1.72416 1.62042 (0.71902,2.4126) (-0.120085,0.269786) 0.213501 (1.66994,2.2966) (0.0812703,0.307311) 0.183311 (0,1.4124) (0,0) 0.3 (2.1,1.4124) (0,0) 0.3
0.5 (1.10672,1.6621) (-0.0496535,0.998798) 0.213041 (0.900002,5.82137) 1.72416 1.62047 (0.689001,2.48004) (-0.120079,0.269789) 0.213501 (1.69025,2.37343) (0.0812478,0.307317) 0.183311 (0,1.6621) (0,0) 0.3 (2.1,1.6621) (0,0) 0.3
0.75 (1.09431,1.91179) (-0.0496488,0.998753) 0.213041 (0.900002,5.82137) 1.72416 1.62047 (0.658982,2.54749) (-0.120077,0.26979) 0.213501 (1.71056,2.45026) (0.0812441,0.307318) 0.183311 (0,1.91179) (0,0) 0.3 (2.1,1.91179) (0,0) 0.3
1 (1.0819,2.16149) (-0.0496183,0.998778) 0.213041 (0.900002,5.82137) 1.72416 1.62043 (0.628956,2.61494) (-0.120104,0.269778) 0.213501 (1.73087,2.52709) (0.0812519,0.307316) 0.183311 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.0695,2.41118) (-0.0496292,0.998764) 0.213041 (0.900002,5.82137) 1.72416 1.62045 (0.598929,2.68238) (-0.120108,0.269776) 0.213501 (1.75119,2.60392) (0.0812684,0.307312) 0.183311 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.05708,2.66086) (-0.049669,0.998746) 0.213041 (0.900002,5.82137) 1.72416 1.62049 (0.568911,2.74983) (-0.12007,0.269793) 0.213501 (1.7715,2.68075) (0.0812473,0.307317) 0.183311 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.04465,2.91055) (-0.0496917,0.998756) 0.213041 (0.900002,5.82137) 1.72416 1.62051 (0.538899,2.81728) (-0.12005,0.269802) 0.213501 (1.79182,2.75758) (0.0812566,0.307315) 0.183311 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.03225,3.16025) (-0.0496195,0.998798) 0.213041 (0.900002,5.82137) 1.72416 1.62043 (0.508877,2.88473) (-0.120086,0.269786) 0.213501 (1.81212,2.83441) (0.0812184,0.307325) 0.183311 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.01982,3.40995) (-0.0497164,0.998802) 0.213041 (0.900002,5.82137) 1.72416 1.62053 (0.478856,2.95217) (-0.120087,0.269786) 0.213501 (1.83243,2.91124) (0.0812462,0.307318) 0.183311 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.00743,3.65964) (-0.0495556,0.99875) 0.213041 (0.900002,5.82137) 1.72416 1.62037 (0.448832,3.01962) (-0.120095,0.269782) 0.213501 (1.85275,2.98807) (0.0812506,0.307316) 0.183311 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.995024,3.90933) (-0.049631,0.998769) 0.213041 (0.900002,5.82137) 1.72416 1.62045 (0.418826,3.08707) (-0.120024,0.269813) 0.213501 (1.87305,3.0649) (0.0812274,0.307323) 0.183311 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.982612,4.15903) (-0.0496508,0.998785) 0.213041 (0.900002,5.82137) 1.72416 1.62047 (0.38917,3.1537) (-0.118625,0.266519) 0.213501 (1.89337,3.14173) (0.0812661,0.307312) 0.183311 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.970191,4.40872) (-0.0496803,0.998768) 0.213041 (0.900002,5.82137) 1.72416 1.6205 (0.366908,3.20366) (-0.0890457,0.199844) 0.213501 (1.91368,3.21856) (0.0812523,0.307316) 0.183311 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.957787,4.65841) (-0.0496199,0.998771) 0.213041 (0.900002,5.82137) 1.72416 1.62044 (0.350226,3.24116) (-0.0667296,0.150005) 0.213501 (1.934,3.29538) (0.0812519,0.307316) 0.183311 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.945382,4.90812) (-0.0496163,0.998806) 0.213041 (0.900002,5.82137) 1.72416 1.62043 (0.337715,3.26929) (-0.0500415,0.112498) 0.213501 (1.95431,3.37221) (0.0812459,0.307318) 0.183311 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.934028,5.13643) (-0.0454178,0.913258) 0.213041 (0.900002,5.82137) 1.72416 1.62049 (0.328347,3.29036) (-0.0374729,0.0842851) 0.213501 (1.97462,3.44904) (0.0812363,0.30732) 0.183311 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.925506,5.30765) (-0.0340896,0.684899) 0.213041 (0.900002,5.82137) 1.72416 1.62053 (0.321326,3.30619) (-0.0280841,0.0633098) 0.213501 (1.99249,3.51661) (0.0714875,0.270281) 0.183311 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
